,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
1461,"Conditions during this epoch remained much the same as during the Paleocene.
",Miocene,Paleocene,Eocene,Oligocene,Eocene
1462,"Horses evolved in North America but became extinct there 10,000 years ago.
",False,True,,,True
1463,"On what continent did anatomically modern humans evolve?
",Asia,North America,Africa,Europe,Africa
1464,"How long ago did modern humans (Homo Sapiens) appear?
",5 million years ago,"250,000 years ago",1 million years ago,"10,000 years ago","250,000 years ago"
1465,"Humans (Homo Sapiens) evolved from which hominid species?
",Homo erectus,Homo neanderthalensis,Homo heidelbergensis,Homo rhodesiensis,Homo erectus
1466,"Is it true that we are currently living through a mass extinction?
",Yes,No,,,Yes
1467,"What geological eon, era, period, and epoch are we living in today?
","Phanerozoic, Cenozoic,  Paleogene, Holocene","Phanerozoic, Paleozoic, Paleogene, Holocene","Phanerozoic, Cenozoic, Neogene, Holocene","Precambrian, Cenozoic, Neogene, Holocene","Phanerozoic, Cenozoic, Neogene, Holocene"
1468,"Charles Darwin created a theory based on his studies aboard the HMS Beagle concerning evolution, natural selection, and the geology of the regions he studied. In what book did he publish his studies in 1859?
",The Voyage of the Beagle,Principles of Geology,None of these,On the Origin of Species,On the Origin of Species
1469,"The fossils of this arthropod are more abundant than those of any other Burgess shale fauna.
",Marrella splendens,Canadaspis laevigata,Olenelloidea olenellus,Leanchoilia superlata,Marrella splendens
1470,"Dinosaurs were the largest terrestrial animals to have ever lived.
",True,False,,,True
1471,"The name of this super-continent means All land.
",Rodinia,Pannotia,Pangaea,Gondwana,Pangaea
1472,"During what period did the first flowering plants evolve?
",Silurian,Devonian,Jurassic,Cretaceous,Cretaceous
1473,"The duck bill dinosaurs are actually known as Hadrosaurs.
",False,True,,,True
1474,"A partial skeleton of this dinosaur was discovered in 1900.
",Tyrannosaurus,Daspletosaurus,Velociraptor,Dynamosaurus,Tyrannosaurus
1475,"Allosaurus gave rise to Tyrannosaurus.
",False,True,,,False
1476,"What was the predominant climate type of the Late Cretaceous period?
",Tropical,Cool Temperate,Arid,Cold,Tropical
1477,"How long were dinosaurs the dominant terrestrial animals?
",225 million years,175 million years,160 million years,180 million years,160 million years
1478,"All dinosaurs became extinct at the end of the Cretaceous period.
",False,True,,,False
1479,"What does the word trilobite mean?
",Small ridges,Many ridges,Three lobed,None of these,Three lobed
1480,"This era lasted from 251 million to 65 million years ago.
",Mesozoic,Paleozoic,Cenozoic,Precambrian,Mesozoic
1481,"Who coined the term Dinosauria in 1842?
",Charles Darwin,Jack Horner,Charles Lyell,Sir Richard Owen,Sir Richard Owen
1482,"During what geological period did the first dinosaurs evolve?
",Permian,Triassic,Mesozoic,Jurassic,Triassic
1483,"The first mammals evolved during the Triassic period.
",False,True,,,True
1484,"Pterosaurs, ichthyosaurs, plesiosaurs, placodonts, mosasaurs, etc. are dinosaurs.
",False,True,,,False
1485,"This pterosaur lived during the late Cretaceous and was the largest flying animal of all time with a wingspan of 39 feet.
",Quetzalcoatlus northropi,Pteranodon ingens,Pteranodon sternbergi,Icarosaurus,Quetzalcoatlus northropi
1486,"Did birds evolve from dinosaurs?
",No,Yes,,,Yes
1487,"The pubis of which of these dinosaurs points forward?
",Ornithischians,Stegosaurids,Saurischian,Tyrannosaurids,Saurischian
1488,"The skeleton of this dinosaur was found in Mongolia entangled with a Protoceratops skeleton.
",Oviraptor,Velociraptor,Protoceratops,Achillobator,Velociraptor
1489,"Cooksonia, one of the first terrestrial plants to have evolved a vascular system, existed during the Ordovician period.
",False,True,,,False
1490,"The Silurian period lasted from 443 million to 417 million years ago.
",False,True,,,True
1491,"During the late Silurian the first placoderms evolved. By the Devonian period they included Dunkleosteus and Phyllolepida. Did plates cover the heads of these fish which became extinct by the end of the Devonian?
",No,Yes,,,Yes
1492,"The Devonian period lasted from 417 million to ___ million years ago.
",360 million years ago,355 million years ago,357 million years ago,354 million years ago,354 million years ago
1493,"The Carboniferous period is divided into two separate periods. What are they known as?
",None of these,Georgian and Californian,Devonian and Carboniferous,Mississippian and Pennsylvanian,Mississippian and Pennsylvanian
1494,"What does the word Carboniferous mean?
",Coal producing,Oil producing,Limestone producing,Carbon producing,Coal producing
1495,"The level of oxygen during the Carboniferous was significantly higher than today.
",False,True,,,True
1496,"This person described both the Silurian and Permian systems during the 19th century.
",George Cuvier,Charles Darwin,Roderick Murchison,Charles Lyell,Roderick Murchison
1497,"The first reptiles evolved during the Permian period.
",False,True,,,False
1498,"A monumental mass extinction event occurred at the end of the Permian period. Approximately what percent of all life died out during this event?
",10%,50%,90%,70%,90%
1499,"The oldest known rocks come from the Nuvvuagittuq greenstone belt and are approximately how old?
",2500 million years old,4500 million years old,3800 million years old,4200 million years old,4200 million years old
1500,"By 2.7 billion years ago Stromatolites were widespread in the Precambrian seas and still exist in hypersaline areas such as Shark Bay, Australia.
",True,False,,,True
1501,"This era lasted from 543 million to 251 million years ago.
",Paleozoic,Cenozoic,Mesozoic,Neoproterozoic,Paleozoic
1502,"This geological period lasted from 543 million to 490 million years ago.
",Ordovician,Silurian,Cambrian,Precambrian,Cambrian
1503,"What term refers to a raise in biodiversity which occurred during the Cambrian period?
",None of these,Mass radiation of life,Cambrian explosion,Biodiversity boom,Cambrian explosion
1504,"Vertebrates evolved during the Cambrian period.
",True,False,,,True
1505,"Anomalocaris was a predatory athropod of the Cambrian period which attained sizes of 100 cm or more.
",True,False,,,False
1506,"What current day continent was once part of Laurentia?
",Asia,Europe,North America,South America,North America
1507,"This ocean existed throughout the Paleozoic in the northern hemisphere and is now represented by the Pacific Ocean.
",Iapetus ocean,Panthalassic ocean,Paleo-Tethys ocean,Rheic ocean,Panthalassic ocean
1508,"What geological period followed the Cambrian and lasted from 490 million to 443 million years ago?
",Silurian,Ordovician,Permian,Vendian,Ordovician
1509,"What science deals with the study of ancient life, the evolution of organisms, and paleoenvironments?
",Paleontology,Darwinism,Geology,Biology,Paleontology
1510,"What is a fossil?
","The preserved remains or traces of an organism which is over 10,000 years old",Anything which looks of organic origin which is discovered in rocks,None of these,The preserved remains or traces of an organism,"The preserved remains or traces of an organism which is over 10,000 years old"
1511,"Scientists generally recognized how many major mass extinctions in the history of life on Earth?
",2,4,5,6,5
1512,"It is possible to find the ages of rocks by measuring the amount of decay an unstable atom undergoes into a more stable atom.
",False,True,,,True
1513,"Carbon, hydrogen, oxygen, nitrogen, phosphorus, sulfur, and energy are required by living things as well as trace amounts of numerous other elements.
",True,False,,,True
1514,"When is it believed that the Earth formed?
",4.5 billion years ago,12 billion years ago,3.8 billion years ago,250 million years ago,4.5 billion years ago
1515,"Approximately what age are the oldest fossils now known?
",540 million years old,3.8 billion years old,4.5 billion years old,2.5 billion years old,3.8 billion years old
1516,"What is the largest interval of time on most geologic time scales?
",Epoch,Era,Eon,Period,Eon
1517,"What time units are shorter than epochs in geologic time scales?
",None of these,Age,Period,Both of these,Age
1518,"This early super-continent formed during the Mesoproterozoic era.
",Pangaea,Gondwana,Rodinia,Pannotia,Rodinia
1519,"He is the caretaker of Hogwarts and his final act in the Harry Potter series is to oversee the evacuation of younger students.
",Filius Flitwick,Argus Filch,Horace Slughorn,Phineas Nigellus Black,Argus Filch
1520,"In the Harry Potter series, Quirrell was the Muggle Studies teacher at Hogwarts, before taking the cursed Defence Against the Dark Arts position.
",True,False,,,True
1521,"In the Harry Potter series, Sybill Patricia Trelawney is the great-great-granddaughter of what celebrated seer?
",Rebecca Trelawney,Katherine Trelawney,Cassandra Trelawney,Elizabeth Trelawney,Cassandra Trelawney
1522,"What is the first name of Mad-Eye Moody in the Harry Potter series?
",Alastor,Astor,Barty,Bartemius,Alastor
1523,"In the Harry Potter series, Madame Hoochs full name is Rolanda Hooch.
",False,True,,,True
1524,"Name the Defence Against the Dark Arts teacher during Harrys third year who resigned after the revelation that he is a werewolf.
",Remus Lupin,Quirinus Quirrell,Gilderoy Lockhart,Horace Slughorn,Remus Lupin
1525,"Dolores Jane Umbridge is the Defence Against the Dark Arts teacher in Harry Potter and the Goblet of Fire.
",True,False,,,False
1526,"This character makes his first appearance in Harry Potter and the Chamber of Secrets when he arrives at Hogwarts to take Hagrid to Azkaban.
",Kingsley Shacklebolt,Grogan Stump,Rufus Scrimgeour,Cornelius Fudge,Cornelius Fudge
1527,"What is the name of the company that fictional character Vernon Dursley works in?
",Grittings,Great Drilling Tools,Greennings,Grunnings,Grunnings
1528,"How long was Voldemorts first reign of terror?
",11 years,13 years,12 years,10 years,11 years
1529,"What was the name of the hotel Vernon stopped before going to the cabin on the sea in the first book of the Harry Potter series?
",Railway Motel,Railcoach Hotel,Railview Hotel,Railway Hotel,Railview Hotel
1530,"How many stairs are there in the fictional Hogwarts School of Witchcraft and Wizardry?
",142,122,132,152,142
1531,"What was the name of the last student sorted in Harry Potters first year and what house was he sorted into?
",Blaise Zabini - Slytherin,Bryan Zabini - Slytherin,Blaise Zabini - Hufflepuff,Bryan Zabini - Hufflepuff,Blaise Zabini - Slytherin
1532,"How many fouls are there in the fictional sport Quidditch?
",900,300,500,700,700
1533,"When was the last recorded time that all possible Quidditch fouls happened in a single game?
",In 1482,In 1492,in 1472,In 1457,in 1472
1534,"Who was Slytherins seeker during Harry Potters first year?
",Richard Tieze,Terence Higgs,Vince Nott,Blaise Zabini,Terence Higgs
1535,"What is the incantation for the Leg-Binding curse as revealed in the first book of the Harry Potter series?
",Cruris Ligandum,Legulus-tanglatus,Locomotio Mortis,Subsisto pedes,Locomotio Mortis
1536,"How old is Nicolas Flamel in the book that Hermione reads to Harry and Ron in Harry Potter and the Philosophers Stone?
",666 years,661 years,665 years,664 years,665 years
1537,"What phenomenon is caused by the collision of high-energy charged particles?
",Aurora Borealis,Red Tides,Mammatus Clouds,Supercells,Aurora Borealis
1538,"Which of these are harbingers of a coming storm?
",None of these,Mammatus Clouds,Gravity Waves,Northern Lights,Mammatus Clouds
1539,"Red tide refers to algae that accumulate rapidly and cause discoloration of the surface water.
",True,False,,,True
1540,"The term Penitentes refers to which of the following?
",stones,waves,clouds,ice spikes,ice spikes
1541,"The Death Valley is home to the Sailing Stones.
",False,True,,,True
1542,"Which of these is characteristic of a supercell?
",Strong winds,Substantial downbursts,Torrential rainfall and hail,All of these,All of these
1543,"An extreme example of a fire whirl occurred in 1923 in this country.
",USA,Japan,France,China,Japan
1544,"Ice circles or ice discs can only be observed in Scandinavia.
",True,False,,,False
1545,"What phenomenon is caused by air displaced within a vertical plain?
",Aurora Borealis,Hums,None of these,Gravity waves,Gravity waves
1546,"The Hum is a phenomenon sometimes described as sounding like a distant idling diesel engine.
",False,True,,,True
1547,"She posed herself as a princess from Java and her stage-name meant 鈥渟un鈥 or 鈥渆ye of the dawn鈥.
",Josephine Baker,Mata Hari,Mae West,Gypsy Rose Lee,Mata Hari
1548,"Julius and Ethel Rosenberg were American Communists spying for this country.
",France,USA,The Soviet Union,Germany,The Soviet Union
1549,"Aldrich Ames is a former CIA Counter-intelligence Officer who was convicted of spying for Germany.
",True,False,,,False
1550,"He was a spy for the Venetian Inquisitors from 1774 until 1782 when he was exiled from Venice.
",None of these,Giacomo Casanova,Giacomo Quarenghi,Giacomo Leoni,Giacomo Casanova
1551,"What was the occupation of Klaus Fuchs who was convicted of spying for the Soviet Union?
",theoretical physicist,lawyer,intelligence officer,doctor,theoretical physicist
1552,"John Andre was a French officer hanged as a spy during the American Revolutionary War.
",False,True,,,False
1553,"This captain during the American Revolutionary War is widely considered to be America鈥檚 first spy. Before being hanged he said 鈥淚 only regret that I have but one life to lose for my country鈥.
",None of these,Nathan Hale,John Andre,William Hull,Nathan Hale
1554,"Bella Boyd was a confederate spy in the American Civil War.
",True,False,,,True
1555,"The Cambridge Five was a ring of Soviet spies based in the UK.
",False,True,,,True
1556,"This spy for the Soviet Union worked as a journalist in both Germany and Japan during WWII.
",Kim Philby,Richard Sorge,Guy Burgess,Donald Duart Maclean,Richard Sorge
1557,"The horror! The horror! were the last words of this character from Joseph Conrads novel Heart of Darkness.
",Charles Marlow,Fresleven,Helmsman,Mr. Kurz,Mr. Kurz
1558,"This character, depicted by Mario Puzo in a famous crime novel, dies of a heart attack while playing with his grandson. His last words are Life is so beautiful.
",Vito Corleone,Peter Clemenza,Michael Corleone,Tommy DeVito,Vito Corleone
1559,"Bad form, said this character and fell into the jaws of a crocodile after being kicked by the boy who wouldnt grow up.
",Captain Ahab,Popeye,Captain Nemo,Captain Hook,Captain Hook
1560,"These were the last words spoken by Oscar Wildes character Dorian Grey, before the servants found his body, stabbed in the heart and suddenly aged.
",Me. . .Ethan. . .All of the unclaimed. . .Dont let it happen again.,"Thanks. Youve been my friend, Garraty... another time, another place.","Very well. I shall be here at eleven. Good night, Harry.","Fix my hair, Jack.","Very well. I shall be here at eleven. Good night, Harry."
1561,"This young, mysterious millionaire, later revealed to be a bootlegger, said, Well, good-by before being shot by George Wilson.
",John Yossarian,Jay Gatsby,Jordan Baker,Nick Carraway,Jay Gatsby
1562,"Im cold were the last words uttered by this Catch-22 character after he was mortally injured by antiaircraft fire.
",Snowden,Yossarian,Major Major,Milo Minderbinder,Snowden
1563,"This character, known for roaming the depths of the sea in his submarine, the Nautilus, dies saying God and my country!
",Captain Nemo,Captain Hook,Captain Ahab,Captain Aardvark,Captain Nemo
1564,"In what Ernest Hemingway novel does nurse Catherine Barkley say Dont worry, darling. Im not a bit afraid. Its just a dirty trick before dying during childbirth?
",The Old Man and the Sea,The Sun Also Rises,A Farewell to Arms,For Whom the Bell Tolls,A Farewell to Arms
1565,"A horse, a horse, my kingdom for a horse! shouts this Shakespearean character before being killed by Richmond in the final duel.
",King Lear,Henry V,Richard III,Henry VI,Richard III
1566,"This character from the Harry Potter series said Come on, you can do better than that! after Bellatrix Lestrange fired a curse at him and missed.
",Cedric Diggory,Sirius Black,Albus Dumbledore,Severus Snape,Sirius Black
1567,"Which colour of the rainbow comes immediately after red?
",green,yellow,blue,orange,orange
1568,"Which of these pigments is dominantly found in red hair?
",melanin,neuromelanin,pheomelanin,eumelanin,pheomelanin
1569,"Which of the Teenage Mutant Ninja Turtles wears a red mask and red cloth around his knees?
",Donatello,Raphael,Leonardo,Michaelangelo,Raphael
1570,"Are both the solid red ball and the striped red ball in pool on odd numbers?
",Yes,No,,,Yes
1571,"What little girl had to face The Red Room in the second chapter of a famous novel?
",Elizabeth Bennet,Jane Eyre,Elinor Dashwood,Matilda Wormwood,Jane Eyre
1572,"Why were red MMs banned from 1976 to 1986?
",It was randomly chosen because Mars Inc. needed to reduce production of one color due to a market decline.,They were voted to be taken out.,They didnt go well with the color scheme of a new brand.,The amaranth dye was thought to be a carcinogen.,The amaranth dye was thought to be a carcinogen.
1573,"Do the red candy in the original Skilttles and the original Starburst in the red wrapper have the same flavor?
",Yes,No,,,No
1574,"The Second Red Scare, which dealt with negative communistic influence in the U.S., was spurred by  former Wisconsin senator Joseph McCarthy after which war?
",The Gulf War,WWII,The Vietnam War,WWI,WWII
1575,"Which of the original Pac-Man ghosts is red?
",Blinky,Pinky,Clyde,Inky,Blinky
1576,"Which one of the 4 original male power rangers was the Red Ranger?
",Billy Cranston,Zach Taylor,Jason Lee Scott,Tommy Oliver,Jason Lee Scott
1577,"How many red coins did Mario have to collect in Super Mario 64 in order to gain a star?
",100,8,50,10,8
1578,"Complete the title of this 1983 song by Prince:
",Corvette,Impala,Malibu,Corvette,ttle Red ________
1579,"Which of these is NOT true about these movies?
","In the 2002 Tamil film Red, Red stands for Revolution, Education, Development.","In the 2010 film RED, starring Bruce Willis, Morgan Freeman and Helen Mirren, RED stands for Retired, Extremely Dangerous.","In the 1984 movie Reds, directed and produced by Warren Beatty, the Reds are members of the American Communist Party.","In the 2008 film Red, starring Brian Cox, Red is the nickname of the main characters wife.","In the 2008 film Red, starring Brian Cox, Red is the nickname of the main characters wife."
1580,"What big red dog, created in 1963 by Norman Birdwell, is owned by Emily Elizabeth Howard?
",Clifford,Abraham,Duke,Hastings,Clifford
1581,"Which of these countries does NOT touch the Red Sea?
",Egypt,Sudan,Saudi Arabia,Iraq,Iraq
1582,"In hospitals, what does a code red usually signify?
",earthquake,bomb,mass infection,fire,fire
1583,"Does hemoglobin make red blood cells red?
",Yes,No,,,Yes
1584,"The Cincinnati Reds were once called the Cincinnati Red Stockings. The Red Sox, with a name (Sox) thats a plural of sock, is from what U.S. city?
",Boston,Atlanta,New York,Cleveland,Boston
1585,"Are the Washington Redskins, an NFL team, closer to Washington state than they are to Washington D.C.?
",Yes,No,,,No
1586,"Which of the planets in the solar system has a storm on it that scientists have dubbed the Big Red Spot?
",Jupiter,Neptune,Uranus,Saturn,Jupiter
1587,"What Greek philosopher mentioned Atlantis for the first time?
",None of these,Aristotle,Plato,Socrates,Plato
1588,"The possible existence of Atlantis was never discussed throughout classical antiquity.
",True,False,,,False
1589,"Reichsf眉hrer-SS Heinrich Himmler organized a German expedition to Tibet to search for Aryan Atlanteans.
",True,False,,,True
1590,"What Swedish scholar published the book Atland in several volumes, starting in 1679?
",Bernhard Helander,Olaus Rudbeck,Ronald Stade,Anders Retzius,Olaus Rudbeck
1591,"New Atlantis is a novel by Sir Francis Bacon.
",False,True,,,True
1592,"In his work The Chronology of the Ancient Kingdoms Amended this scholar studied a variety of mythological links to Atlantis.
",Isaak Newton,Marie Curie,Albert Einstein,Socrates,Isaak Newton
1593,"Who thought that Atlantis was a naval power lying in front of the Pillars of Hercules and that it sank into the ocean in a single day and night of misfortune.
",Aristotle,Plato,Homer,Pythagoras,Plato
1594,"Which of the following movies makes references to Atlantis?
",Indiana Jones and the Fate of Atlantis (1992),"10,000 BC (2008)",Journey to the Center of the Earth (1959),All of these,All of these
1595,"Jules Verne wrote the science fiction novel The Maracot Deep which describes the discovery of the sunken remains of Atlantis.
",True,False,,,False
1596,"Theosophists consider themselves spiritual and even genetic descendants of the inhabitants of the lost Atlantis.
",False,True,,,True
1597,"In what country does the movie One Hundred and One Dalmatians take place?
",The United States of America,Great Britain,France,Australia,Great Britain
1598,"What is the name of the main antagonist/villainess in the animated feature One Hundred and One Dalmatians?
",Estella,Drizella,Anastasia,Cruella,Cruella
1599,"In the movie One Hundred and One Dalmatians, who goes into Hell Hall in order to rescue the puppies before Pongo and Perdita arrive there?
",Colonel,Lieutenant Pussywillow,Sergeant Tibbs,Captain,Sergeant Tibbs
1600,"In the animated film One Hundred and One Dalmatians, what distracts the Baduns long enough to allow Sergeant Tibbs to flee with the puppies?
",A television show called Whats My Crime,A video game called Whats My Crime,A board game called Whats My Crime,A radio chat segment called Whats My Crime,A television show called Whats My Crime
1601,"In the movie One Hundred and One Dalmatians, what does Cruella do to convince the Dearlys that shes innocent of the kidnapping?
",Drives around Regents Park looking for them,Calls them to console with them,Writes them a letter expressing her sorrow for them,Comes over to their house to console them for their loss,Calls them to console with them
1602,"How many Dalmatian puppies were stolen by Cruella, Jasper and Horace in the movie One Hundred and One Dalmatians?
",99,101,15,97,15
1603,"Which of these was the only trick that succeeded in completely eluding Jasper, Horace, and Cruella in the movie One Hundred and One Dalmatians?
",Sergeant Tibbs escape through the hole in the wall,Pongo disguising the Dalmatians as Labradors,Pongo erasing the pawprints from the road,The puppies hiding under the bridge,The puppies hiding under the bridge
1604,"In what month were Pongo and Perditas 15 puppies born in the animated film One Hundred and One Dalmatians?
",April,January,October,July,October
1605,"In the movie One Hundred and One Dalmatians, what is the occupation of Pongos owner Roger Radcliffe?
",writer,actor,painter,songwriter,songwriter
1606,"A character in the movie High School Musical is named Sharpay. Is there a dog breed with the same name?
",Yes,No,,,Yes
1607,"What is the name of Sharpays twin brother in the movie High School Musical?
",Ryan,Brandon,Jerry,Tyler,Ryan
1608,"In the movie High School Musical, Taylor is portrayed by Raven Symone.
",True,False,,,False
1609,"In the first High School Musical movie, is the final basketball game interrupted?
",No,Yes,,,Yes
1610,"Is the Evans dog in High School Musical played by the movie directors dog?
",Yes,No,,,Yes
1611,"In High School Musical, Troys father is the coach of the East High football team.
",True,False,,,False
1612,"Where do Troy and Gabriela first meet in the movie High School Musical?
",at a ski lodge,during a basketball game,at the airport,at the library,at a ski lodge
1613,"While he was driving his car down a California highway, this star said : This guys got to stop...hell see us.
",Jimmy Olsen,Jimmy Stewart,James Mason,James Dean,James Dean
1614,"What were the last words of Richard Holbrooke, a top level US diplomat?
",We must bomb Cuba out of existence.,We must get our troops out of San Marino.,We should back the Bolivians in the Falklands War.,Weve got to stop this war in Afghanistan.,Weve got to stop this war in Afghanistan.
1615,"Which great minds last words were: I have offended God and mankind because my work did not reach the quality it should.?
",Michael Landon,Leonardo Da Vinci,Dan Quayle,Dan Blocker,Leonardo Da Vinci
1616,"He was one of the great show producers in America. His last words were: Curtain! Fast music! Light! Ready for the last finale! Great! The show looks  good, the show looks good!
",Damon Runyon,Flo Ziegfeld,Jackie Gleason,Noble Sisley,Flo Ziegfeld
1617,"His nine symphonies are still studied and played today. His last words were Friends applaud, the comedy is finished.
",Mozart,Giotto,Hayden,Beethoven,Beethoven
1618,"This man gave us Tom Thumb and Jumbo the Elephant . His last words were: How were the receipts at Madison Square Garden?
",Marcus Dupree,P.T. Barnum,Flo Ziegfield,Oscar Hammerstein II,P.T. Barnum
1619,"Although he was never President, this man had a great influence on American history. His last words were A dying man can do nothing easy.
",James Harrison,Ben Franklin,Franklin Pierce,Zachary Taylor,Ben Franklin
1620,"Her last radio message was KHAQQ calling Itasca. We must be on you. Gas is running low.
",Wilona Post,Margaret Mitchell,Amelia Earhart,Leonia Carroll,Amelia Earhart
1621,"It is very beautiful over there. were the last words of this famous American. I hope a light bulb goes on and your phonograph is off when you get the  answer.
",Thomas Alva Edison,Tony Trabert,Thaddeus Martin,John Baresford Tipton,Thomas Alva Edison
1622,"Id hate to die twice. It is so boring. were the last words of this great scientist, famous for finding the cause of the Challenger tragedy.
",Tom Ricketts,Dale Evans,John Baresford  Tipton,Richard Feynman,Richard Feynman
1623,"Elizabeth Rosemond Taylor was born in 1932 in a wealthy district of this city.
",New York City,Paris,Boston,London,London
1624,"What film studio cancelled Elizabeth Taylors contract after its production chief stated that She cant sing, she cant dance, she cant perform.?
",Metro-Goldwyn-Mayer,Universal,20th Century Fox,Warner Bros.,Universal
1625,"What 1950 comedy movie starring Elizabeth Taylor, Spencer Tracy and Joan Bennett was remade in 1991?
",A Place in the Sun,Whos Afraid of Virginia Woolf?,Father of the Bride,The Taming of the Shrew,Father of the Bride
1626,"What statement regarding Elizabeth Taylors marriages is NOT correct?
",She was married eight times to seven husbands.,All her marriages ended in divorce.,She had four children with three different husbands.,She married twice one and the same person.,All her marriages ended in divorce.
1627,"What 1960 movie stars Elizabeth Taylor as a fashion model and party girl who lives a wild and promiscuous life?
",BUtterfield 8,The V.I.P.s,Whos Afraid of Virginia Woolf?,"Suddenly, Last Summer",BUtterfield 8
1628,"What famous pearl did Richard Burton purchase in 1969 as a Valentines Day present for his then-wife Elizabeth Taylor?
",The Pearl of Allah,La Peregrina,The Huerfana,The Margarita Pearl,La Peregrina
1629,"Which of these is NOT a perfume launched by Elizabeth Taylor?
",White Diamonds,Midnight Poison,Passion,Black Pearls,Midnight Poison
1630,"Elizabeth Taylor played the passionate, sexually-frustrated Maggie in the movie Cat On A Hot Tin Roof. Who wrote the Pulitzer Prize-wining play on which the movie is based?
",Eugene ONeill,Sam Shepard,Tennessee Williams,Arthur Miller,Tennessee Williams
1631,"Elizabeth Taylor was awarded a record-setting contract of $1 million for playing the leading female role in this movie which nearly bankrupted 20th Century Fox?
",A Place in the Sun,The Last Time I Saw Paris,Cleopatra,Doctor Faustus,Cleopatra
1632,"Elizabeth Taylor gained 30 pounds (13.5kg) for the role of the frumpy, hard-drinking Martha and her performance earned her an Academy Award for Best Actress. Name the movie in which Marthas husband was portrayed by Taylors then-husband Richard Burton.
",Whos Afraid of Virginia Woolf?,The Taming of the Shrew,Cat on a Hot Tin Roof,Butterfield 8,Whos Afraid of Virginia Woolf?
1633,"There are no other worlds to conquer were the last words of this great leader as he finished his conquests from Macedonia through what is now  Pakistan.
",Hannibal,Napoleon Bonaparte,Charles DeGaulle,Alexander the Great,Alexander the Great
1634,"Kill me now or you are a murderer. were the last words of this great writer from Prague.
",Franz Lehar,Heinrich Heine,Hermann Hesse,Franz Kafka,Franz Kafka
1635,"Relax, this wont hurt. were the last words of this inventor of Gonzo journalism.
",Hunter Thompson,Ben Bradley,James Fenimore Cooper,William Randolph Hearst,Hunter Thompson
1636,"When a priest asked him to denounce the Devil, the last words of this leader of the French Enlightenment were: This is no time to make new enemies.
",Voltaire,Charles DeGaulle,Moliere,Francois Villon,Voltaire
1637,"He was an American writer who was born in Fresno, California. He wrote the song Come on to My House with his cousin Ross Bagdarian of Chipmunk fame. He also wrote Golden Boy and The Time of  Your Life. His last words were Everybodys got to die, but I have always believed an exception would be made in my case. Now what?
",William Saroyan,Clifford Odets,James Garfield,Russ Trian,William Saroyan
1638,"Lets cool it brothers were his last words, not those of Denzel Washington.
",H.Rap Brown,Malcolm X,James Brown,Joe Tex,Malcolm X
1639,"This philosophers last words were not his Manifesto but Go on get out. Last words are for fools who havent said enough. Who was this writing partner of Engels?
",Karl Marx,Walter de la Mare,Vladimir Kosinski,Ivan Pushkin,Karl Marx
1640,"He was one of Americas greatest dramatists. His daughter, Oona, married Charlie Chaplin. His last words were: I knew it! I knew it! Born in a hotel room and damn it, died in a hotel room.
",Tennessee Williams,Clifford Odets,William Saroyan,Eugene ONeil,Eugene ONeil
1641,"Get my swan costume ready were the last words, not of Natalie Portman but of this great dancer.
",Marcella Thompkins,Karin Alneski,Lillian Gish,Anna Pavlova,Anna Pavlova
1642,"He was the first US President to serve more that 8 years. His last words were: I have a terrific headache.
",Franklin Delano Roosevelt,William T. Sherman,John Hammonds,Millard Filmore,Franklin Delano Roosevelt
1643,"This fine writer was punished for his sexual preference. His last words were Either the wallpaper goes or I do.
",William Jennings Bryan,Oscar Wilde,F. Scott Fitzgerald,Henry Wadsworth Longfellow,Oscar Wilde
1644,"This fine actress, better known for her romantic conquests, starred in the movie Lifeboat. Her last words were: Codeine ... bourbon.
",Judy Garland,Tallulah Bankhead,Lillian Gish,Margret Dumont,Tallulah Bankhead
1645,"This famous singer was often On the Road. His last words were That was a great game of golf fellas.
",Bobby Jones,Rudy Valle,Sam Snead,Bing Crosby,Bing Crosby
1646,"He was a great economist and a fine mathematician. His ideas revolutionized the field of economy. His last words were: I wish Id drunk more champagne.
",Calvin Coolidge,Bernard Madoff,W. Gamaliel Harding,John Maynard Keynes,John Maynard Keynes
1647,"James W. Rodgers was sentenced to death by firing squad for killing a miner. When asked if he had any last wishes, these were his last words.
",Why yes:. A bulletproof vest.,To meet  you guys tomorrow.,"Certainly, let me list all 5000 things for you.",A blindfold and a cigar.,Why yes:. A bulletproof vest.
1648,"In the movie Back to the Future part 2, in the Alternate 1985, what was different about Jennifers house?
",There were bars across the windows.,There was another family living in it.,It was painted a different colour.,The porch was on the wrong side,There were bars across the windows.
1649,"Elijah Wood had a small role in the movie Back to the Future 2.
",True,False,,,True
1650,"What movie was Biff watching while in the jacuzzi in the alternate 1985 in the movie Back to the Future 2?
",The Good The Bad  The Ugly,Paint Your Wagon,Dirty Harry,A Fistful of Dollars,A Fistful of Dollars
1651,"In Back to the Future 2, what month is it when Doc arrives from the future and tells Marty and Jennifer that he needs their help?
",October 1985,January 1985,July 1985,May 1985,October 1985
1652,"What is the name of Marty and Jennifers daughter in the movie Back to the Future 2?
",Marlene,Marilyn,Marta,Mariah,Marlene
1653,"In Back to the Future 2, Doc electronically hypnotized Jennifer.
",True,False,,,True
1654,"In the 1989 movie Back to the Future Part II, Slamball was mentioned in a scene taking place in 2015. In what year was the sport Slamball actually created?
",2001,1985,2009,1989,2001
