,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
412,"In the first book of the Harry Potter series, when Harry, Ron and Hermione went into the restricted corridor, what was the order of the obstacles to get to Quirrell?
","Keys, Devils Snare, chessboard, potions","Chessboard, keys, Devils Snare, potions","Devils Snare, chessboard, keys, potions","Devils Snare, keys, chessboard, potions","Devils Snare, keys, chessboard, potions"
413,"What shape does Sirius Blacks Animagus take in the 3rd book of the Harry Potter series?
",a Dachshund,a black dog,a black cat,a yellow cat,a black dog
414,"What is the address of the Order of the Phoenix headquarters in the Harry Potter novels?
","number 19, Grimmauld place","number 15, Grimmauld place","number 13, Grimmauld place","number 12, Grimmauld place","number 12, Grimmauld place"
415,"Where did fictional character Tom Riddle (Voldemort) live before going to live and study at Hogwarts?
",an ordinary house,an run-down shack,a school bus,an orphanage,an orphanage
416,"How many people died at the fictional battle of Hogwarts?
",51,53,54,55,54
417,"Did Harry Potter marry Ginny Weasley?
",Yes,No,,,Yes
418,"All the books of the Harry Potter series are set in England and Scotland.
",False,True,,,True
419,"How many champions names came out of the fictional Goblet of Fire?
",1,3,2,4,4
420,"Who was the first guardian to whom the Baudelaires were sent in A Series of Unfortunate Events?
",Madam Lulu.,Aunt Josephine,Esme Squalor,Count Olaf,Count Olaf
421,"In the novel The Penultimate Peril, Jaques Snicket was one of the two people who signed into the hotel as J.S..
",True,False,,,False
422,"Which character from A Series of Unfortunate Events said that orphans were in?
",Hector,Jerome Squalor,Uncle Monty,Esme Squalor,Esme Squalor
423,"Which of the following were mentioned in the book The Ersatz Elevator?
",The King of Arizona,The President of Nepal,The Prime Minister of New York,The Grand Admiral of Canada,The King of Arizona
424,"Which of the following fictional characters, depicted by Lemony Snicket, is a poet?
",Uncle Monty,Duncan Quagmire,Kit Snicket,Isadora Quagmire,Isadora Quagmire
425,"In A Series of Unfortunate Events, whose head was always hidden behind a cloud of smoke?
",Phils,Beatrices,Carmelita Spats,Sirs,Sirs
426,"In the second book of A Series of Unfortunate Events, did Count Olaf trick the Baudelaires into thinking he was really Stephano?
",Yes,No,,,No
427,"In which of Lemony Snickets books does Jaques Snicket die?
",The Miserable Mill,The Bad Beginning,The Vile Village,The Penultimate Peril,The Vile Village
428,"In A Series of Unfortunate Events, Klaus was the best inventor out of all the Baudelaires.
",True,False,,,False
429,"This character is in a show with his two friends, Widget and Walden. He is yellow with a long, springy tail, and greets people by saying, Wow wow.
",Willard,Wanker,Hank,Wubbzy,Wubbzy
430,"The show Dora the Explorer features a little girl who goes on all sorts of adventures with her friend, Tico the Dog.
",True,False,,,False
431,"This show features characters with offbeat names like Muno, Foofa, Brobee, Toodee, Plex, and DJ Lance.
",Yo Pinky Dinky!,Yo Diddle Diddle,Yo Mama Jama,Yo Gabba Gabba!,Yo Gabba Gabba!
432,"A TV show that debuted in 2002 features 2 bunnies. Max is a 3 year-old bunny that is always doing something to distract his sister, although he always manages to help her in the end. What is his sisters name?
",Pearl,Fluff,Louise,Ruby,Ruby
433,"This show features an active hero named Sportacus, who uses exercise and good nutrition to thwart the schemes of the slothful Robbie Rotten. Most of the characters in this show are puppets.
",Sleepy Town,Lazy Town,Active Town,Funky Town,Lazy Town
434,"The show Blues Clues featured 2 different hosts during its run. What were their names?
",Stan and Stu,Steve and Joe,Larry and Jake,Jack and Jim,Steve and Joe
435,"This show follows Pablo the Penguin, Tyrone the Moose, Tasha the Hippopotamus, Austin the Kangaroo, and Uniqua on their imaginary adventures in the backyard.
",The Backyardamals,The Backyardigans,The Backyard Gang,The Backyard Band,The Backyardigans
436,"This show centers around a young girl, who speaks English and Chinese, and teaches problem solving. Other characters featured on the show are the girls grandfather,  Ye Ye, and her friends Rintoo, Tolee, Hoho, and Lulu.
","Ni Hao, Kai-Lan","Ni Hao, Karen Chau","Ni Hao, Yeoh-La","Ni Hao, Shu-Shu","Ni Hao, Kai-Lan"
437,"Linny, Tuck, and Ming MIng too! These schoolhouse animals are always using teamwork to save baby animals in trouble.
",The Teamwork Trio,The Super Squirrels,The Wonder Pets,The Amazing Animals,The Wonder Pets
438,"This young boy started off in his cousin Dora the Explorers show, but soon received his own show. He is an animal rescuer, along with his sister, Alicia.
",Marco,Diego,Juan,Luis,Diego
439,"In The Silver Chair, Eustace Scrubb returns to Narnia with his schoolmate Jill Pole, who attends what school with him?
",Educational High School,Experiment House,English School for Grammar,Experimentation Hall,Experiment House
440,"What happens to Eustace as a result of Jills showing off at the edge of the cliff in the book The Silver Chair?
",Jill gives him a hug,He looses his balance and falls,He is attacked by a lion,Nothing,He looses his balance and falls
441,"In the novel The Silver Chair, Aslan gives Jill and Eustace a task and four signs to help them find the way. What is the task?
","To kill the evil Green Witch, who has terrorized Narnia for a decade",To prevent an attack from the underworld upon Narnia,To free the talking beasts of Narnia from the tyranny of the Giants,"To find the Prince Rilian, who has been missing for ten years","To find the Prince Rilian, who has been missing for ten years"
442,"The first of the signs given to Jill by Aslan in The Silver Chair was that Eustace was to see an old friend. Who did that old friend turn out to be?
",Reepicheep,Edmund,Drinian,Caspian,Caspian
443,"What sort of creature is Glimfeather, who helps Eustace and Jill get started on their journey in The Silver Chair?
",Parakeet,Gryphon,Owl,Eagle,Owl
444,"Which of the following statements most correctly describes Puddleglum the Marsh-Wiggles outlook on life in C.S. Lewiss book The Silver Chair?
",He is an optimist and is usually proved wrong,"He is an optimist, but is usually proved right",He is a pessimist and is usually proved right,"He is a pessimist, but is usually proved wrong","He is a pessimist, but is usually proved wrong"
445,"What happens to Eustace, Jill and Puddleglum in The Silver Chair, when they knock on the gate of the Giant city of Harfang?
",They are captured by the Giants and thrown into cages.,They are turned away by the Giants that live there and forced to sleep out in the cold.,Nobody answers.,"They are allowed entry and are given food, warm drink and beds.","They are allowed entry and are given food, warm drink and beds."
446,"In The Silver Chair, Jill has a dream in which she sees what two words out of the window of her room?
",Have Faith,Trust Me,Never Surrender,Under Me,Under Me
447,"When Jill, Eustace and Puddleglum reach the Underworld, in The Silver Chair, they pass a large person sleeping and are told that this is who?
",Father Christmas,Father Time,Mother Earth,Mother Nature,Father Time
448,"In The Silver Chair, Prince Rilian is found to be under the enchantment of the Green Witch.  What happens to Rilian for one hour each night under the Witchs spell?
",He forgets who he is and goes on a murderous rampage,He enters the world of dreams and comes back with ingredients for the Witchs potions,He relives the death of his mother through the eyes of the serpent that killed her,He remembers who he is and must be tied to a Silver Chair to prevent his escape,He remembers who he is and must be tied to a Silver Chair to prevent his escape
449,"In the Silver Chair, Eustace, Jill and Puddleglum rescue Rilian from the Silver Chair after he begs them to do it in whose name?
",in the name of the White Witch,in the name of God,in the name of Aslan,in the name of the Green Witch,in the name of Aslan
450,"Which character in The Silver Chair burns his foot while putting out a magical fire created by the Green Witch?
",Prince Rilian,Eustace,Jill,Puddleglum,Puddleglum
451,"In The Silver Chair, Jill and Eustace are allowed the privilege to ride what creature, which is most often too proud to be ridden?
",Unicorn,Gryphon,Centaur,Pegasus,Centaur
452,"Which character from the book The Silver Chair accompanies Jill and Eustace back to their own world when Aslan sends them out of his country?
",Aslan,Rilian,Caspian,Puddleglum,Caspian
453,"What is the name of the actor who portrayed Harry Potter?
",Daniel Fancliff,Daniel Radcliffe,None of these,Wayne Knight,Daniel Radcliffe
454,"Cho Chang was Harry Potters girlfriend.
",False,True,,,True
455,"What was the name of the DADA teacher in Harry Potter and the Deathly Hallows?
",Professor Snape,None of these,Professor Lupin,Professor Umbridge,None of these
456,"What is the name of the anti-Ministry of Magic radio station in Harry Potter and the Deadly Hallows?
",none of these,Potterwatch,The Daily Prophet,The Quibler,Potterwatch
457,"How many books are in the Harry Potter series?
",6,4,7,5,7
458,"Did Harry Potters parents die on Halloween?
",No,Yes,,,Yes
459,"What was the job of Harry Potters dad?
",none of these,He didnt work.,minister of magic,quidditch player,He didnt work.
460,"In The Voyage of the Dawn Treader, Lucy and Edmund Pevensie return to Narnia along with a boy named Eustace. What relation is Eustace to Lucy and Edmund?
",Nephew,Uncle,Cousin,Brother,Cousin
461,"In The Voyage of the Dawn Treader, the three children travel to Narnia by what magical object?
",A looking glass,A doorway,A painting,A wardrobe,A painting
462,"In the third book of the Chronicles of Narnia, the three children are rescued from the sea by Caspian and the crew of the Dawn Treader, who are on a voyage east from Narnia to find what?
",A wife for Caspian to make Queen of Narnia,Queen Susans horn,"Seven Lords of Narnia banished by Caspians uncle, Miraz",Five Rings of Power created by Aslan,"Seven Lords of Narnia banished by Caspians uncle, Miraz"
463,"At the beginning of the voyage, depicted in The Voyage of the Dawn Treader, Eustace is a nuisance to all aboard the Dawn Treader, including Reepicheep the mouse, whom he greatly offends by doing what?
",Kicking him into the water,Stealing his ration of cheese,Swinging him around by his tail,Insulting the honor of his mother,Swinging him around by his tail
464,"While walking across the island of Felimath, featured in the book The Voyage of the Dawn Treader, Caspian, Reepicheep and the three children come across a band of men who they discover to be what?
",Castaways,Pirates,Ghosts,Slave Traders,Slave Traders
465,"What name do the voyagers in The Voyage of the Dawn Treader give to the island on which they find the armor and sword of Lord Restimar lying beside a small pool of clear water?
",Tapwater Island,Clearwater Island,Goldwater Island,Deathwater Island,Deathwater Island
466,"The Duffers, described in The Voyage of the Dawn Treader, have made themselves invisible and wish Lucy to help them become visible again. What was strange about the Duffers?
",They had only one foot,They had only one eye,They had only one nostril,They had only one hand,They had only one foot
467,"As the ship voyages past Magician Coriakins island, the voyagers in the novel The Voyage of the Dawn Treader come across an island surrounded by a shroud of utter darkness. After entering this shroud, what type of animal sheds light to help them escape?
",Dolphin,Lion,Lightning Bug,Albatross,Albatross
468,"In The Voyage of the Dawn Treader, after rescuing Lord Rhoop, the voyagers land upon another island where they find a large banquet table and three Lords of Narnia, each in an enchanted sleep due to what?
",Eating the fruit from the banquet table,Drinking the wine from the flagon on the table,Insulting the daughter of the Lord of the island,Touching the stone knife laying on the table,Touching the stone knife laying on the table
469,"Sailing past Ramandus island, the voyagers from The Voyage of the Dawn Treader spot a white mass on the horizon. As they approach the white mass, they discover that the sea is covered in what?
",Foam,Ice,Frosting,Lilies,Lilies
470,"In the novel The Voyage of the Dawn Treader, the sea eventually becomes too shallow for the ship to continue and it must turn back, but several members of the crew will continue in the landing boat, hoping to reach Aslans country. On Aslans orders, which of the following characters was made to stay with the Dawn Treader for its return voyage?
",Caspian,Eustace,Edmund,Reepicheep,Caspian
471,"What is the name of the house-elf who warned Harry Potter of not going back to school?
",Sleepy,Winky,Dizzy,Dobby,Dobby
472,"Dobby, the house-elf, has been collecting Harry Potters letters to make it seem as though his friends had forgotten him.
",False,True,,,True
473,"In the book Harry Potter and the Chamber of Secrets, Harry used the Hover Charm to destroy a pudding that Aunt Petunia had made for an important dinner party attended by Uncle Vernons potential client and the clients wife.
",True,False,,,False
474,"In Harry Potter and the Chamber of Secrets, the car which Harry and Ron rode on to Hogwarts, when they werent able to board on Hogwarts Express, crashed into the Whomping Willow.
",False,True,,,True
475,"What was the name of Harrys new Defense Against the Dark Arts teacher in the book Harry Potter and the Chamber of Secrets?
",Remus Lupin,Gilderoy Lockhart,Dolores Umbridge,Professor Quirrel,Gilderoy Lockhart
476,"Being the last to go to the barrier between platform 9 and 10 at Kings Cross Station, Harry Potter and Ron were not able to get to platform nine and three-quarters.
",True,False,,,True
477,"What do you call the fictional language of snakes, according to J. K. Rowlings second book in the Harry Potter series?
",Parsel Language,Basilisks,Snakish,Parseltongue,Parseltongue
478,"How did Riddles Magical Diary go into Ginnys hand in the book Harry Potter and the Chamber of Secrets?
",She saw it lying on the floor and took it.,She found it in her trunk.,Lucius Malfoy put it in Ginnys cauldron.,She found it in the girls bathroom at Hogwarts,Lucius Malfoy put it in Ginnys cauldron.
479,"In Harry Potter and the Chamber of Secrets, Harry Potter destroyed Riddles Diary with one of the Basilisks poisonous fangs.
",True,False,,,True
480,"Harry Potter draws a sword from the Sorting Hat during his duel with Tom Riddle and the Basilisk in the Chamber of Secrets. The sword belongs to which of the four founders of Hogwarts houses?
",Salazar Slytherin,Godric Gryffindor,Helga Hufflepuff,Rowena Ravenclaw,Godric Gryffindor
481,"What sort of clothing freed Dobby, the house-elf, from the Malfoys according to the second Harry Potter book?
",a sock,a hat,a pair of footwear,a new shirt,a sock
482,"C.S. Lewis titled his book, Prince Caspian, after the main character, but kept one of his working titles as a subtitle. What is the subtitle of this book?
",Return of the King,Aslans Return,Return of Prince Caspian,Return to Narnia,Return to Narnia
483,"In the novel Prince Caspian, what two creatures did the dwarf Nikabrik bring into Prince Caspians counsel in an attempt to convince him to use dark magic against King Miraz?
",A vampire and an ogre,A werewolf and an ogre,A hag and a werewolf,A hag and a vampire,A hag and a werewolf
484,"Which of the Pevensie children first sees Aslan as they journey with the dwarf Trumpkin in the book Prince Caspian?
",Lucy,Susan,Peter,Edmund,Lucy
485,"During the battle between King Miraz and Peter depicted in the book Prince Caspian, which of the following does not happen?
",Miraz is betrayed and killed by his own noblemen.,Aslan stops the battle before anyone is killed.,Peter is wounded when Miraz puts his full weight into his shield.,King Miraz stumbles and falls flat on his face.,Aslan stops the battle before anyone is killed.
486,"In the book Prince Caspian, what is the name of the Captain of the Mice, whom Aslan rewards with a new tail for the loyalty of his troops?
",Peepicheek,Cheekipeep,Reepicheep,Mickey,Reepicheep
487,"For what reason does King Miraz seek to kill Prince Caspian in the self-titled book?
",Miraz has recently had a son who he wishes to appoint as his heir.,Neither of these,Caspian is the rightful king of Narnia.,Both of these,Both of these
488,"Before leaving Narnia in the novel Prince Caspian, Aslan informs Peter and Edmund that neither of them will be returning to Narnia.
",True,False,,,False
489,"What two creatures accompany Edmund as he delivers Peters challenge to King Miraz in the book Prince Caspian?
",A bear and a squirrel,A dwarf and a giant,A giant and a centaur,A mouse and a dwarf,A giant and a centaur
490,"In the novel Prince Caspian, which two people are responsible for Prince Caspians great interest in Old Narnia?
","His old nurse and his tutor, Cornelius",High King Peter and King Edmund,"The magician Cornelius and the lion, Aslan","His aunt, the queen and the dwarf Rikabrik","His old nurse and his tutor, Cornelius"
491,"The Tellmarines, featured in the novel Prince Caspian, are descendants of pirates that entered the land of Tellmar through a cave on an island.
",True,False,,,True
492,"What is Ravenclaws symbol in the Harry Potter series?
",Snake,Bear,Eagle,Elephant,Eagle
493,"In which house is Susan Bones, one of the characters in the Harry Potter series?
",Ravenclaw,Hufflepuff,Gryffindor,Slytherin,Hufflepuff
494,"Is Remus Lupin related to Sirius Black?
",Yes,No,,,No
495,"Who owned Scabbers before Ron Weasley?
",Percy,Charlie,Bill,unknown by exact text,Percy
496,"Ginny died in Harry Potter and the Chamber of Secrets.
",True,False,,,False
497,"In the Harry Potter series, Rons uncle Billius saw a grim and died 25 hours later.
",False,True,,,False
498,"Does Harry Potter have a tattoo on his chest?
",Yes,No,,,No
499,"Which of these Harry Potter characters is not a member of the D.A.?
",Luna,Cho,Malfoy,Anthony,Malfoy
500,"What are Voldemorts followers called in the Harry Potter series?
",Death Munchers,Death Eaters,Death Masters,Death Bugs,Death Eaters
501,"Hermiones cats name is Crookshanks.
",True,False,,,True
502,"Which of the following is not a name for Voldemort, the chief antagonist of the Harry Potter series?
",Dark Master,Dark Lord,You-Know-Who,He-Who-Must-Not-Be-Named,Dark Master
503,"What is the name of Luna Lovegoods father in the Harry Potter books?
",Xewartqwe,Piilotorpho,Xenophilius,Lenopillius,Xenophilius
504,"Professor Snape is the Potions Master in Harry Potter and the Half-Blood Prince.
",False,True,,,False
505,"Was Grindelwald defeated by Dumbledore in the Harry Potter series?
",Yes,No,,,Yes
506,"Harry Potter marries Hermione.
",False,True,,,False
507,"Does Voldemort have a rat named Nagini?
",No,Yes,,,No
508,"In the Disney movie, The Beauty and the Beast, all of the residents of the Beasts castle were mystical creatures.
",False,True,,,True
509,"Emma Watson plays Hermione Granger in the Harry Potter film series.
",True,False,,,True
510,"What English actor portrays Harry Potters best friend, Ron Weasley?
",Rupert Grint,Rupert Grant,Hugh Mitchell,Richard Harris,Rupert Grint
511,"What Gryffindor House ghost does John Cleese play in the Harry Potter film series?
",The Fat Friar,Nearly Headless Nick,Peeves The Poltergeist,The Bloody Baron,Nearly Headless Nick
512,"What member of the Order of the Phoenix is portrayed by actor Robbie Coltrane?
",Aberforth Dumbledore,Rubeus Hagrid,Bill Weasley,Sirius Black,Rubeus Hagrid
513,"Name the first actor who played Professor Dumbledore in the Harry Potter film series.
",Richard Martin,Robbie Coltrane,Richard Harris,Richard Griffiths,Richard Harris
514,"Who portrays Draco Malfoy, one of the antagonists in the Harry Potter series?
",Tom Felton,Alan Rickman,Matthew Lewis,David Bradley,Tom Felton
515,"What actor is not correctly paired with the character they played in the Harry Potter films?
",Emma Thompson - Sybill Trelawney,Helena Bonham Carter - Bellatrix Lestrange,Alan Rickman - Severus Snape,Jason Isaacs - Lord Voldemort,Jason Isaacs - Lord Voldemort
516,"Which potion in the Harry Potter series increases the luck of the drinker?
",Everlasting Elixirs,Emerald Green Potion,Confusing Concoction,Felix Felicis,Felix Felicis
517,"This potion from the Harry Potter books induces a deep dreamless sleep in the drinker.
",Sleeping Draught,Draught of Peace,Forgetfulness Potion,Calming Draught,Sleeping Draught
518,"What potion in the Harry Potter series helps stop bleeding and heal wounds?
",Essence of Dittany,Mandrake Restorative Draught,Skele-Gro,Amortentia,Essence of Dittany
519,"What potion relieves the symptoms of lycanthropy in the Harry Potter series?
",Essence of Murtlap,Wolfsbane Potion,Beautification Potion,Elixir of Life,Wolfsbane Potion
520,"This potion is described by J.K. Rowling as so powerful that three drops would have you spilling your innermost secrets for the entire class to hear.
",Memory Potion,Veritaserum,Babbling Beverage,Polyjuice Potion,Veritaserum
521,"In the Harry Potter books, this potion causes the drinker to become infatuated or obsessed with the one who gave it to them.
",Wit-Sharpening Potion,Elixir to Induce Euphoria,Love Potion,Pepperup Potion,Love Potion
522,"This potion, mentioned in the Harry Potter books, allows the drinker to assume the appearance of another person.
",Befuddlement Draught,Swelling Solution,Skele-Gro,Polyjuice Potion,Polyjuice Potion
523,"What potion is used to help treat colds in the Harry Potter books?
",Calming Draught,Shrinking Solution,Pepperup Potion,Hiccoughing Solution,Pepperup Potion
524,"Which potion, introduced in Harry Potter and the Philosophers Stone, lengthens the lifespan of the drinker as long as they keep drinking it?
",Strengthening Solution,Mandrake Restorative Draft,Draught of Living Death,Elixir of Life,Elixir of Life
525,"What potion from the Harry Potter books causes the drinker to become older?
",Aging Potion,Confusing Concoction,Swelling Solution,Befuddlement Draught,Aging Potion
526,"Which Death Eater killed Fred Weasley in Harry Potter and the Deathly Hallows?
",Yaxley,Bellatrix,unknown by exact text,Rookwood,unknown by exact text
527,"Fictional character Severus Snape was a Death Eater when he died.
",False,True,,,False
528,"Which Death Eater bit Lupin?
",Fenrir Greyback,Dolohov,Rookwood,Yaxley,Fenrir Greyback
529,"Fictional character Augustus Rookwood worked in the Department of Mysteries.
",True,False,,,True
530,"What is the answer to the riddle the sphinx gives to Harry Potter in the maze for the third task of of the Triwizard Tournament?
",spider,spyglass,spyer,spurr,spider
531,"What is the name of the fourth champion of the fictional Triwizard Tournament?
",Viktor Krum,Fleur Delacour,Harry Potter,Cedric Diggory,Harry Potter
532,"What is the name of the chapter in Harry Potter and the Goblet of Fire in which Cedric Diggory dies?
",The Death Eaters,Prior Incantatem,The Third Task,"Flesh, Blood, and Bone","Flesh, Blood, and Bone"
533,"Does Harry Potter fight a dementor in the maze in the third task of the Triwizard Tournament?
",Yes,No,,,No
534,"What is the name of the dragon Viktor Krum has to fight for the first task of the Triwizard Tournament?
",Swedish Shortsnout,Chinese Fireball,Welsh Green,Hungarian Horntail,Chinese Fireball
535,"What does Harry Potter do to be able to breathe underwater for the second task of the Triwizard Tournament?
",eats gillyweed,uses breathing equipment,uses bubblehead charm,transforms into a shark,eats gillyweed
536,"Where is Harry Potter when he finds out what the second task of the Triwizard Tournament is about?
",prefects bathroom,girls bathroom,teachers bathroom,boys bathroom,prefects bathroom
537,"Harry Potter wins 10,000 galleons for winning the Triwizard Tournament.
",False,True,,,False
538,"In what year was the novel Anne of Green Gables published?
",1919,1908,1925,1955,1908
539,"What was the location of the orphanage from which Anne was adopted in the book Anne of Green Gables?
",New Brunswick,Maine,Nova Scotia,Newfoundland,Nova Scotia
540,"What was the relationship between Matthew and Marilla, the couple who adopted Anne in Lucy Montgomerys book?
",Father and Daughter,Husband and Wife,Brother and Sister,They were cousins,Brother and Sister
541,"How many books are there in the L. M. Montgomery Anne series?
",5,8,3,10,8
542,"In the book Anne of Green Gables Anne gets herself into many predicaments.  Which of the following is NOT one of them?
",She mistook a bottle of currant wine for the raspberry cordial she was supposed to serve for tea and got drunk.,She forgot to replace the cheesecloth cover on the pudding sauce and a mouse drowned in it.,"She bought hair dye from a peddler and instead of the desired black, it turned her hair green.",She broke her slate over a schoolmates head when he teasingly called her carrots.,She mistook a bottle of currant wine for the raspberry cordial she was supposed to serve for tea and got drunk.
543,"In what Canadian province do Marilla and Matthew Cuthbert live in the book Anne of Green Gables?
",None of these,Prince Edward Island,New Brunswick,Nova Scotia,Prince Edward Island
544,"What is the name of the fictional town in which the story of Anne of Green Gables unfolds?
",Carmody,Cavendish,Avonlea,White Sands,Avonlea
545,"Which of the following is Annes surname in the book Anne of Green Gables?
",Pye,Blythe,Shirley,Cuthbert,Shirley
546,"Diana Barry is Annes best friend in the book Anne of Green Gables. How did Anne describe their friendship?
",Two peas in a pod,Bosom friends,Truer than blue,Friends til the end,Bosom friends
547,"When was Anne of Green Gables - The Musical performed for the first time?
",1960,1964,1970,1972,1964
548,"Early in the story of Anne of Green Gables, Marilla proudly presents Anne with three new dresses which she has made to replace the shabby, orphanage issued clothes but is very annoyed when it becomes obvious that Anne doesnt like them. Why doesnt Anne like them?
",They dont have flounces.,They dont have petticoats.,They dont have puffed sleeves.,They dont have any lace trimming.,They dont have puffed sleeves.
549,"What is the name of the theater in which Anne of Green Gables - The Musical plays every summer?
",The Green Gables Theater of the Arts,The Cradle of Confederation Theater,The Centennial Theater of the Arts,The Confederation Center of the Arts,The Confederation Center of the Arts
550,"This Emmy Award-winning actress played Marilla in the 1985 television production of Anne of Green Gables, written and directed by Kevin Sullivan.
",Colleen Dewhurst,Ellen Burstyn,Patricia Hamilton,Rosemary Radcliff,Colleen Dewhurst
551,"What adjective best describes the character of Mrs. Rachel Lynde from the book Anne of Green Gables?
",All of these,Bossy,Prying,Opinionated,All of these
552,"At the end of the novel Anne of Green Gables, Matthew Cuthbert dies from complications related to pneumonia.
",True,False,,,False
553,"Sam had $3.00, Bob had $9.50, Joe had $5.25, and Jim had $7.25. How much is all of their money together worth?
",$2.50,$250.00,$25.00,$25.50,$25.00
554,"Which one of these numbers does not fit in the sequence: 2 4 6 7 9 12 11?
",11,9,12,6,12
555,"What do you get when you divide 123 by 10?
",32.1,3.21,1.23,12.3,12.3
556,"There are three digits in this number. The first digit (of the hundreds) is 8. Divide it by two, that is your second digit, divide the result again by two, that is your third digit. What is the number?
",284,824,428,842,842
557,"Do all of these numbers fit the sequence: 1, 2, 3, 5, 7, 9?
",No,Yes,,,No
558,"How much is 765 divided by 10?
",74.5,76.5,76,75,76.5
559,"Which of the following numbers doesnt belong to the others: 3, 9, 15, 20?
",3,9,15,20,20
560,"A person owned 8 dogs and as many cats. What is the total amount of pets owned by that somebody?
",16,32,8,4,16
561,"What is the first Horcrux found in Harry Potter and the Deathly Hallows?
",Hufflepuffs cup,The locket,None of these,Nagini,The locket
562,"Did Harry Potter destroy Tom Riddles diary in the second book because he knew it was a Horcrux?
",Yes,No,,,No
563,"What did Ron and Hermione use to destroy Hufflepuffs cup?
",Gryffindors sword,Their Wands,"Nothing, Harry destroyed it.",Basilisk Fangs,Basilisk Fangs
564,"One of the Horcruxes in the Harry Potter books is Ravenclaws cup.
",True,False,,,False
565,"How many Horcruxes did Tom Riddle make?
",10,7,2,5,7
566,"According to the Harry Potter series of books, any object can be a Horcrux.
",True,False,,,True
567,"If one of Voldemorts Horcruxes is destroyed, will he know?
",Yes,No,,,No
568,"Nagini, one of Voldemorts Horcruxes, is a snake.
",True,False,,,True
569,"How old was Charlotte, the protagonist of The True Confessions of Charlotte Doyle, when she took the trip from England to her home on Rhode Island?
",13,55,22,7,13
570,"What was the name of the ship that Charlotte boarded in the book The True Confessions of Charlotte Doyle?
",The Seahawk,The Seacraft,The Doyle Express,The Charlotte Doyle,The Seahawk
571,"In the book The True Confessions of Charlotte Doyle, the crew wanted to get revenge on the Captain.
",False,True,,,True
572,"Charlotte was the only female on the ship in the book The True Confessions of Charlotte Doyle.
",True,False,,,True
573,"In The True Confessions of Charlotte Doyle, the men from the crew plan to kill Charlotte because she supported the Captain.
",False,True,,,False
574,"Zachariah, a character from the book The True Confessions of Charlotte Doyle, is brutally beaten to death by the Captain and Mr. Hollybrass.
",False,True,,,False
575,"Who does the Captain blame for the murder of Mr. Hollybrass in the book The True Confessions of Charlotte Doyle?
",Charlotte,The ships ghost,Himself,Zachariah,Charlotte
576,"According to the book The True Confessions of Charlotte Doyle, what is the penalty for murder of a ships First Mate?
",hanging,a week in the brig,getting your hands cut off,getting locked in a room with the ships ghost,hanging
577,"The Captain in the book The True Confessions of Charlotte Doyle dies.
",False,True,,,True
578,"What does the Sea Witch want from the Little Mermaid in exchange for the magic potion in Andersens fairy tale The Little Mermaid?
",Her soul,Her heart,Her tongue/voice,Her necklace,Her tongue/voice
579,"What is the meaning of a falling star according to the late grandmother in Andersens The Little Match Girl?
",Someone is dying,God is crying,Someone is born,An angel is coming to earth from Heaven,Someone is dying
580,"What happens to the pea after the prince marries the princess in the fairy tale The Princess and the Pea?
",They put it in the Royal Museum,They split it and eat it,An anger takes it to Heaven,A dove eats it,They put it in the Royal Museum
581,"What is Elisa forbidden to do until she finishes knitting the eleven nettle shirts in Hans Christian Andersens fairy tale The Wild Swans?
",Smile,Cut her hair,Go out in the sunlight,Speak,Speak
582,"What is the word that Kai has to spell using pieces of ice in order to regain his freedom in Andersens fairy tale The Snow Queen?
",Forgiveness,Eternity,Love,Purity,Eternity
583,"What new name is Thumbelina given at the end of the fairy tale Thumbelina?
",Bella,Rosalind,Maya,Lily,Maya
584,"What animals mock the little duck in Hans Christian Andersens fairy tale The Ugly Duckling?
",Cat and dog,Cat and hen,Hen and dog,Geese,Cat and hen
585,"What kind of people are unable to see the clothes of the emperor according to the frauds in the fairy tale The Emperors New Clothes?
",Liars,Stupid people,Criminals,All of these,Stupid people
586,"According to The Steadfast Tin Soldier, what do the tin soldier and the paper ballerina have in common that makes the soldier fall in love?
",They are dressed in white,They are both standing on one leg,They love listening to the gramophone,They are both very sad,They are both standing on one leg
587,"Why does Death decide to spare the Chinese Emperors life in the fairy tale The Nightingale by Hans Christian Andersen?
",God forces him to go away,He is moved by the song of the bird,He takes the Emperors nightingale in exchange for his life,He gets scared from a Chinese mask,He is moved by the song of the bird
588,"How many people died in the fictional Battle of Hogwarts?
",54,50,52,53,54
589,"How many people are in the fictional student organisation known as Dumbledores Army?
",25,26,29,28,28
590,"How many siblings does Ron Weasley have?
",3,5,4,6,6
591,"How many people were selected for the Triwizard Tournament in Harry Potter and the Goblet of Fire?
",5,1,4,3,4
592,"How many O.W.L.s did Hermione Granger get in the Harry Potter books?
",15,9,10,8,10
593,"How many dementors attacked Harry and Hermione in the end of Book 3 of the Harry Potter series?
",55,45,40,50,50
594,"How many floors are in the fictional Hogwarts school?(excluding the dungeons)
",9,8,6,7,7
595,"On what day did Harry Potter discover the Mirror of Erised?
",December 25th,November 25th,October 25th,January 25th,December 25th
596,"On what floor of the fictional Hogwarts school do you find the Room of Requirement?
",5th,7th,6th,3rd,7th
597,"How many people died in the book Harry Potter and the Sorcerers Stone?
",2,3,4,1,3
