,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
709,"In a sleepwalking scene, depicted in one of the most popular Shakespearean tragedies, this Queen of Scotland, suffering from a guilty conscience, cries Out, damned spot!
",Queen Gertrude,Imogen,Isabel,Lady Macbeth,Lady Macbeth
710,"How does young Juliet Capulet die in Shakespeares tragedy Romeo and Juliet?
",She swallows poison.,She drowns herself.,She stabs herself with a dagger.,She is poisoned by Rosaline.,She stabs herself with a dagger.
711,"In Shakespeares history play Richard III, this lady asked Richard, Did you not kill my husband? and got the following reply: Your beauty which did haunt me in my sleep could make me undertake the death of all the world.
",Margaret of Anjou,Queen Elizabeth,The Duchess of York,Lady Anne,Lady Anne
712,"What Shakespearean tragic heroine is advised by her father to lock herself from Hamlets resort?
",Gertrude,Viola,Rosaline,Ophelia,Ophelia
713,"Which Shakespearean heroine is not correctly matched with the play in which she appears?
",Titania - Twelfth Night,The Three Witches - Macbeth,Beatrice - Much Ado About Nothing,Lady Capulet - Romeo and Juliet,Titania - Twelfth Night
714,"In Calla Bryn Sturgis, in the book Wolves of the Calla, the ka-tet meet a priest who, together with most of the townsfolk, asks them to protect them against the Wolves. What is the priests name?
",Father Brautigan,Father Callahan,Father ONeill,Father Ted,Father Callahan
715,"The priest in the novel Wolves of the Calla has appeared previously in which Stephen King novel?
",Cujo,Pet Sematary,Salems Lot,Carrie,Salems Lot
716,"The crystal ball in the novel Wolves of the Calla is used by Roland and his ka-tet to travel to 1977 to a borough of New York. Which Borough did they travel to?
",Queens,New Jersey,Brooklyn,Manhattan,Manhattan
717,"In the novel Wolves of the Calla, Roland and the ka-tet team travelled to New York to protect what?
","Eddies brother, Henry, from a drug dealer",The headquarters of the Tet Corporation,Prevent Jake from being killed by Jack Mort,A single red rose growing in a vacant lot,A single red rose growing in a vacant lot
718,"Susannah begins to undergo yet another change of character in Wolves of the Calla. What is this characters name?
",Coral,Rhea,Mia,Susan,Mia
719,"When the priest first appeared near Calla Bryn Sturgis in the book Wolves of the Calla, he was found by a religious group. What is their name?
",Wolves,Taheen,Manni,Crimson Acolytes,Manni
720,"Why are the Wolves such a problem to the people of Calla Bryn Sturgis in the novel Wolves of the Calla?
",They always beat the Bryn Sturgis soccer team when they visit.,They have awful table manners.,"They come down from the mountains and kill all of the sheep, which are the main livestock in the area.",They abduct one twin of a pair from a family whenever they appear.,They abduct one twin of a pair from a family whenever they appear.
721,"The Wolves in the novel The Wolves of the Calla have an arsenal of weapons, including hand-grenades called what?
",Landies,Starbombs,Sneetches,Loopers,Sneetches
722,"This  type of  poem is usually a long poem that tells the story of a significant event or a significant persons life.
",Hokku,Lyric Poetry,Epic Poetry,Iamb,Epic Poetry
723,"This type of poem consists of 14 lines with this rhyme pattern: abba cddc effe gg
",Acrostic,Sonnet,Ode,Strophe,Sonnet
724,"Which word means a set of two lines in a poem?
",iamb,caesura,bisody,couplet,couplet
725,"This type of poem is one that is relatively short and tells a story.
",Prosdic poem,Lyric poem,Narrative poem,Epode,Narrative poem
726,"In this type of poem, the first letters of each line help give the meaning of the poem.
",Iamb,Ode,Lyric,Acrostic,Acrostic
727,"This is a type of Japanese poem that is made of three parts; the first has five syllables, the second seven and the third have five.
",Hokku,Haiku,Jintishi,Basho,Haiku
728,"This is a type of Chinese poetry .
",Rubiyat,Hokku,Haiku,Jintishi,Jintishi
729,"This expression means an audible pause that breaks up a line of poetry.
",Rubiyat,Hokku,Shwa,Caesura,Caesura
730,"This  type of poem is typified by a great poem by Omar Khayyam
",Jintishi,Haiku,Hokku,Rubiyat,Rubiyat
731,"In which book by Mark Twain does the following phrase appear:  Lead us into temptation?
",The Prince and the Pauper,A Connecticut Yankee in King Arthurs Court,The Man That Corrupted Hadleyburg,The Mysterious Stranger,The Man That Corrupted Hadleyburg
732,"I wish I owned half of that dog.  Why? somebody asked.  Because I would kill my half is a conversation from what book by Mark Twain?
",Puddnhead Wilson,The Adventures of Tom Sawyer.,The Autobiography of Mark Twain,Life on the Mississippi,Puddnhead Wilson
733,"What Mark Twain book is the following quote from: Tom lost his temper.  I notice a person most always does that鈥檚 got laid out in an argument. He told us to shut up.?
",Innocents Abroad,Captain Stormfield Visists Heaven,Tom Sawyer Abroad,The Adventures of Tom Sawyer,Tom Sawyer Abroad
734,"From which Mark Twain book does the following line come: 鈥淚 never felt so filled with a blessed peace as I did yesterday - when I learned that Michangelo was dead.?
",The Prince and the Pauper,Roughing it,Life on the Mississippi,The Innocents Abroad,The Innocents Abroad
735,"What book by Mark Twain is the following excerpt from: If man could be crossed with a cat - it would improve man - but it would deteriorate the cat.?
",The Autobiography of Mark Twain,Puddnhead Wilson,Life on the Mississippi,Huckleberry Finn,The Autobiography of Mark Twain
736,"The difference between a cat and a lie is that the cat only has nine lives. Which book by Mark Twain is this quote from?
",Pudd nhead Willson,Tom Sawyer,Roughing It,The Innocents Abroad,Pudd nhead Willson
737,"What book does the following quote come from: You dont know me without you have read a book by the name of The Adventures of Tom Sawyer, but that aint no matter. ?
",Huckleberry Finn,The Gilded Age,Letters From the Earth,Life on the Mississippi,Huckleberry Finn
738,"I came in with Halleys Comet...it will be the greatest disappointment of my life if I dont go out with it. is a quote from what book by Mark Twain?
",The Autobiography of Mark Twain,Tom Sawyer,The Gilded Age,Letters From the Earth,The Autobiography of Mark Twain
739,"What Mark Twain book is the following line from: All right, then, Ill go to hell!?
",Life on the Mississippi,Huckleberry Finn,Captain Stormfield Visits Heaven,The Diary of Adam and Eve,Huckleberry Finn
740,"What book by Mark Twain does this quote come from: In mans heaven...it shall contain each and every thing that is repulsive to a man, and not a single thing he likes....it pays no compliment to the intellect...in fact never even mentions it. ?
",Letters From the Earth,Roughing It,The Innocents Abroad,Huckleberry Finn,Letters From the Earth
741,"Which poet wrote the poems The Germ, Listen, A Word to Husbands, and Very Like a Whale?
",Ogden Nash,W. H. Auden,C. Day Lewis,Langston Hughes,Ogden Nash
742,"Which of the following poems was not written by C. Day Lewis?
",Almost Human,The Unknown Citizen,Newsreel,"Come, Live With Me And Be My Love",The Unknown Citizen
743,"Gwendolyn Brooks wrote all of the following poems except one. Can you find the odd one out?
",We Real Cool,The Ballad of Sue Ellen Westerfield,Way Out Morgan,The Chicago Defender Sends A Man To Little Rock,The Ballad of Sue Ellen Westerfield
744,"All of these poems were written by Allen Ginsberg except one. Which one was written by poet James Dickey?
",My Sad Self,Howl,The Beholders,A Supermarket in California,The Beholders
745,"This poet wrote the poems Moss Gathering and My Papas Waltz in 1948 and Elegy for Jane in 1953.
",Theodore Roethke,Gwendolyn Brooks,Robert Hayden,Elizabeth Bishop,Theodore Roethke
746,"Which of these poems was not written by Robert Lowell?
",For the Union Dead,The Mouth of the Hudson,Grandparents,Digging for China,Digging for China
747,"Which poet wrote the poems Still I Rise, I Know Why the Caged Bird Sings, and Remembrance?
",Elizabeth Bishop,Gwendolyn Brooks,Anne Sexton,Maya Angelou,Maya Angelou
748,"Which 20th century poet wrote the phrase Candy is Dandy, But Liquor is Quicker?
",Ogden Nash,James Dickey,Dylan Thomas,Allen Ginsberg,Ogden Nash
749,"John Steinbeck was born in 1902 in this city.
",New York City,"Salinas, California","Moscow, Soviet Union","Heiligenhaus, Germany","Salinas, California"
750,"Which of the following books by John Steinbeck won a Pulitzer prize?
",East of Eden,none of these,Of Mice and Men,The Grapes of Wrath,The Grapes of Wrath
751,"Name the sequel to John Steinbecks 1945 book Cannery Row.
",The Pearl,The Wayward Bus,East of Eden,Sweet Thursday,Sweet Thursday
752,"What was John Steinbecks first published novel?
",Tortilla Flat,The Red Pony,Cup of Gold,The Pastures of Heaven,Cup of Gold
753,"In 1960 John Steinbeck set off on a trip around America, which he described in a book. What name did Steinbeck give to the vehicle he used during the trip?
",America,Rocinante,Charley,Don Quihote,Rocinante
754,"Upon its publishing in 1939 this book by John Steinbeck was banned from public schools and libraries in a lot of places in America.
",To a God Unknown,In Dubious Battle,The Moon Is Down,The Grapes of Wrath,The Grapes of Wrath
755,"During World War II John Steinbeck worked as a war correspondent for this newspaper.
",New York Herald Tribune,San Francisco Chronicle,The New York Times,Los Angeles Times,New York Herald Tribune
756,"George Milton and Lennie Small were characters in which book by John Steinbeck?
",The Wayward Bus,Of Mice and Men,The Pearl,Cannery Row,Of Mice and Men
757,"Which of the following women was not married to John Steinbeck?
",Carol Henning Steinbeck Brown,Elaine Anderson Scott Steinbeck,Gwyndolyn Conger Steinbeck,Mary Steinbeck Dekker,Mary Steinbeck Dekker
758,"What prize did John Steinbeck receive in 1962?
",New York Drama Critics Circle Award,Nobel Prize for Literature,Commonwealth Club of California Gold Medal for Best Novel by a Californian,Pulitzer Prize Fiction Award,Nobel Prize for Literature
759,"He graduated from Harvard in 1916. He wrote The Enormous Room (1922) about a prison camp during WWI.
",Gary Porter,e.e. cummings,Robert Frost,Ernest Hemingway,e.e. cummings
760,"He is largely considered to be the most popular American poet of the 19th century as well as the first professional American poet.
",Nathaniel Hawthorne,Edgar Allen Poe,Robert Frost,Henry Wadsworth Longfellow,Henry Wadsworth Longfellow
761,"She was born in 1830 in Amherst, Massachusetts, and bore the same first name as her mother.
",Jane Austin,Emily Dickinson,Sylvia Plath,Elizabeth Barrett Browning,Emily Dickinson
762,"He was born in 1902 in Joplin, Missouri and began writing in the 8th grade even though his father discouraged him.
",Thurgood Marshall,E.G. Marshall,Langston Hughes,Barnard Hughes,Langston Hughes
763,"She wrote Cold Comfort in 1986 and A Space Filled with Movement in 1992.
",Maggie Anderson,Louise McNeil,Maude Anderson,Louisa Mae Alcott,Maggie Anderson
764,"Writer and artist Edward St. John Gorey was born on February 22 in what year?
",1915,1925,1935,1920,1925
765,"Edward Gorey, who gained fame for his illustrative and writing abilities, did not have any formal art education at all.
",True,False,,,False
766,"Writer and illustrator Edward Gorey was fond of animals, which were also the subject of some of his works. What pets did Gorey keep in his house?
",ferrets,lizards,cats,dogs,cats
767,"Writer and artist Edward Gorey never married.
",True,False,,,True
768,"Edward Gorey won a Tony Award for Best Costume Design for the 1977 Broadway production Dracula.
",True,False,,,True
769,"Writer and artist Edward Gorey died at the age of 75 at his home in Cape Cod. What caused his death?
",Prostate Cancer,Car Accident,Heart Attack,Natural causes-old age,Heart Attack
770,"What are the names of Rolands mother and father in The Dark Tower series?
",Gabrielle and Roland,Gillian and Roland,Gabrielle and Steven,Gillian and Steven,Gabrielle and Steven
771,"Which of the following Steven King books is not connected to the Dark Tower series?
",Salems Lot,They are all connected.,The Eye of the Dragon,Rose Madder,They are all connected.
772,"What was the name of the book that contained the short story The Little Sisters of Eluria, a prequel to The Gunslinger?
",Nightmares and Dreamscapes,Skeleton Crew,Everything鈥檚 Eventual,Different Seasons,Everything鈥檚 Eventual
773,"John Farson was the gunslinger who brought down the Affiliation in The Dark Tower series.
",False,True,,,False
774,"Oscar Wilde is associated with this art movement that began in the late Victorian period and is considered to have ended with Oscar Wildes trial in in 1895.
",Art Nouveau,Neo-Classicism,Symbolism,Aestheticism,Aestheticism
775,"Oscar Wilde was imprisoned for two years after being convicted of this crime.
",treason,domestic abuse,gross indecency,sexual assault,gross indecency
776,"This literary work, whose preface ends with the sentence, All art is quite useless, is Oscar Wildes only published novel.
",A Woman of No Importance,The Importance of Being Earnest,The Picture of Dorian Gray,The Canterville Ghost,The Picture of Dorian Gray
777,"What drama film, starring Scarlett Johansson as Meg Windermere, is based on Oscar Wildes play Lady Windermeres Fan?
",A Good Woman,The Nanny Diaries,The Other Boleyn Girl,Lost in Translation,A Good Woman
778,"This Oscar Wilde tragedy, originally written in French in 1891, was banned in England until 1931.
",A Florentine Tragedy,Salome,"Vera; or, The Nihilists",An Ideal Husband,Salome
779,"While in prison Oscar Wilde wrote De Profundis, an extended letter in which he expressed his bitter criticism towards this English author, better known as Wildes intimate friend.
",Lord Alfred Tennyson,Lord Alfred Douglas,Matthew Arnold,Robert Seymour Bridges,Lord Alfred Douglas
780,"Which characters created by Oscar Wilde are not correctly paired with the literary work?
","The Picture of Dorian Gray - Basil Hallward, Sybil Vane","Lady Windermeres Fan - Mrs Erlynne, Lord Darlington","The Importance of Being Earnest - Gwendolen Fairfax, Algernon (Algy) Moncrieff","Salome - Simone Grosso, Beatrice","Salome - Simone Grosso, Beatrice"
781,"Name the witty nobleman who conveys to Dorian Gray his view of indulgent hedonism in one of Oscar Wildes most famous works?
",Henry Wotton,Basil Hallward,Alan Campbell,James Vane,Henry Wotton
782,"The death penalty is the main theme of this poem by Oscar Wilde which contains the following often quoted lines:
"," each let this be heard,","me do it with a bitter look,","me with a flattering word,","e coward does it with a kiss,",t each man kills the thing he loves
783,"Complete the following statement made by one of Oscar Wildes characters: Nothing makes one so vain as being told one is ..............
",a genius,beautiful,a sinner,a good lover,a sinner
784,"The novel The Dark Tower begins where Song of Susannah left off.
",False,True,,,True
785,"In the book The Dark Tower, Susannah becomes physically separated from Mia and gives birth to Mordred, while Mia is killed by a group of vampires.
",False,True,,,False
786,"In Stephen Kings novel The Dark Tower, Mordred has the ability to transform himself into what type of creature?
",Spider,Wolf,Crow,Snake,Spider
787,"Once reunited in the book The Dark Tower, the ka-tet travel to a town called Fedic to stop the activity of a group of individuals who use their psychic powers to break apart the beams that hold the Dark Tower and Mid-World together. What is the name given to this group of psychics?
",Breakers,The Great Old Ones,Sanitisers,Crimson Acolytes,Breakers
788,"Which member of the ka-tet is mortally wounded in The Dark Tower in the battle to free the psychics of Fedic?
",Oy,Eddie,Jake,Susannah,Eddie
789,"In the final novel of The Dark Tower series, Jake, Roland and Oy travel to Maine in 1999 to do what important task?
",Deliver a rose to Jakes dying mother,Open the Tet Corporation Tower,Close a tear between the worlds that was causing strange creatures to enter 1999,Save the life of Stephen King,Save the life of Stephen King
790,"On their travels in the book The Dark Tower, the ka-tet come to a place called ODDS LANE (the S had been added by hand). The only person who lived here was an old guy who called himself Joe Collins, but what was his real name?
",Dandelo,Cuthbert,Walter,Pennywise,Dandelo
791,"In the novel The Dark Tower, in Joe Collins basement the ka-tet discover a young man named Patrick Danville imprisoned in a cage. What particular skill does Patrick have?
",He is blind and cannot be influenced by the all-seeing eye of The Crimson King.,He can travel between worlds simply by thinking about them.,He can block the destructive thoughts of the psychics who are destroying the Beams.,He is a gifted artist whose drawings become reality.,He is a gifted artist whose drawings become reality.
792,"When close to his goal, The Dark Tower, Roland is attacked by Mordred. Who saves Rolands life, but dies in the process?
",Eddie,Oy,Jake,Susannah,Oy
793,"In The Dark Tower, Stephen King urges the reader to stop reading at a certain point in the book and not go any further.
",False,True,,,True
794,"Driven by jealousy, anguish and ambition, this character from a history play by Shakespeare uttered the words, I am determined to prove a villain / and hate the idle pleasures of these days.
",Henry V,King Lear,Claudius,Richard III,Richard III
795,"What Shakespearean character usurped the throne by murdering his brother and then married the late kings widow?
",Julius Caesar,Claudius,Polonius,Iago,Claudius
796,"Name the Scottish King whom Macbeth murdered, led by his thirst for power and desire to obtain the throne.
",King Duncan,King Malcolm II,King Henry,King Kenneth,King Duncan
797,"This character, often regarded as one of Shakespeares most malevolent villains, is an expert manipulator, who states, I am not what I am.
",Polonius,Claudius,Cassius,Iago,Iago
798,"This complex Shakespearean character, who is a villain at one point and a victim at another, demanded a pound of flesh and rendered no mercy.
",Horatio,Tubal,Antonio,Shylock,Shylock
799,"This character, who commits a number of villainous acts throughout the course of the play King Lear, is the illegitimate son of the Earl of Gloucester.
",Edmund,Antonio,Edgar,Philip,Edmund
800,"What character from the play Julius Caesar incites the conspiracy against Caesar and plays a leading role in his assassination?
",Brutus,Taurus,Arviragus,Cassius,Cassius
801,"Name King Lears brutal son-in-law who gouged out Gloucesters eyes in Shakespeares tragedy King Lear.
",Duke of Burgundy,Edmund,Earl of Kent,Duke of Cornwall,Duke of Cornwall
802,"In the play Cymbeline, this dishonest Roman soldier tricked Posthumos into believing that he had seduced his wife, Imogen.
",Iachimo,Philario,Brutus,Cassius,Iachimo
803,"In what Shakespearean comedy did Don John acknowledge, though I cannot be said to be a flattering honest man, it must not be denied but I am plain-dealing villain?
",The Comedy of Errors,Much Ado About Nothing,The Taming of the Shrew,Measure for Measure,Much Ado About Nothing
804,"Why does the group of eco-terrorists, featured in the book Ark Angel, call themselves Force Three?
",It does not say.,The Earth is the third nearest planet to the sun.,The group has three main goals.,"When the group was created, there were three members in it.",The Earth is the third nearest planet to the sun.
805,"In the book Ark Angel, what are the nicknames Alex Rider gives to the four men who break into St. Dominics hospital looking for Paul Drevin?
","Canvas Jacket, Spectacles, Steel Watch, Silver Tooth","Combat Jacket, Spectacles, Steel Watch, Silver Tooth","Canvas Jacket, Spectacles, Metal Watch, Silver Tooth","Combat Jacket, Spectacles, Metal Watch, Steel Tooth","Combat Jacket, Spectacles, Steel Watch, Silver Tooth"
806,"Fictional character Alex Rider says that the leader of Force Three has what parts of the world tattooed on the back of his head?
",Brazil and West Africa,Russia and China,The US and Canada,Europe,Russia and China
807,"In the novel Ark Angel, what natural disaster does Alex Rider think would occur if the leader of Force Three was to sneeze?
",Landslide,Earthquake,Tsunami,Volcanic Eruption,Earthquake
808,"In the sixth book in the Alex Rider series, what were Force Three going to send with the ransom note to Nikolei Drevin in order to show him that they meant business?
",One of their captives toes.,A picture of their captive.,A lock of their captives hair.,One of their captives fingers.,One of their captives fingers.
809,"In Ark Angel, after Force Three find out that the boy they captured is not Paul Drevin, but Alex Rider, they try to kill him by doing what?
",They lock Alex in a room and leave him there to starve to death.,They lock Alex in a room and leave a time bomb right outside.,They lock Alex in a room and weaken the supports of the building so that it falls down.,They lock Alex in a room and set the building aflame.,They lock Alex in a room and set the building aflame.
810,"What was the name of Alexs guardian in the novel Ark Angel?
",Mrs. Jones,Alan Blunt,Jack Starbright,Diana Meacher,Jack Starbright
811,"Jack Starbright, a recurring character in the Alex Rider books, enjoys cooking.
",True,False,,,False
812,"Living a life of self imposed isolation due to self doubt, fictional Navy officer Hornblower still considered one fellow officer his friend. Who was he?
",Capt. Jack Aubrey,Stephen Maturin,ABS Brown,Lt. Bush,Lt. Bush
813,"One aspect of the physical constitution of fictional officer Hornblowers isolates him from a simple human pleasure. What is it?
",Hornblower has no sense of smell or taste resulting in joyless eating.,Poor eyesight and color blindness result in his inability to comprehend beauty and art.,"Dyslexia, or a dyslexia-like condition, prevents Hornblower from being able to read and write.",Tone deafness prevents Hornblower from enjoying or even comprehending music.,Tone deafness prevents Hornblower from enjoying or even comprehending music.
814,"What was the name of the first wife of fictional British Royal Navy officer Horatio Hornblower?
",Penny,Maggie,Mildred,Maria,Maria
815,"Which of these is true about the second wife of fictional British Royal Navy officer Horatio Hornblower?
","She is the sister of Marie Antoinette, infamous for excesses, and executed early in the French Revolution.","She is the sister of Anglo-Irish statesman Arthur Wellesley, the future victor at Waterloo and Duke of Wellington.","She is the widow of Horatio Nelson, hero of the Nile and Trafalgar.",She is the illegitimate daughter of Benjamin Franklin.,"She is the sister of Anglo-Irish statesman Arthur Wellesley, the future victor at Waterloo and Duke of Wellington."
816,"During the Peace of Amiens,鈥 fictional adventure series character Hornblower is beached and penniless. How does Hornblower make ends meet during this period?
",Gambling on horses,Playing whist,Prize fighting,Working as a fishing boat captain,Playing whist
817,"Fictional officer Horatio Hornblower is dispatched round the Horn to assist the Spanish in the Pacific. Hornblower meets and assists a despotic, psychopathic Spanish commander. What is his name?
",Hugo Chavez,Augusto Pinochet,El Supremo,El Rey Del Mundo,El Supremo
818,"Where does fictional character Stephanie Plum live?
","Philadelphia, Pennsylvania","Albany, New York","San Francisco, California","Trenton, New Jersey","Trenton, New Jersey"
819,"What is the occupation of Janet Evanovichs character Stephanie Plum?
",bounty hunter,police officer,spy,pastry chef,bounty hunter
820,"Fictional character Stephanie Plum is employed by her cousin.
",False,True,,,True
821,"In the Stephanie Plum series of novels, what is the name of the plus-sized black woman who sometimes is Stephanies partner?
",Latasha,Lula,Lila,Laila,Lula
822,"In Janet Evanovichs series of books, Stephanie Plums relationship with her boyfriend is often overshadowed by her crush on this character.
",Vinnie,Alex,Ranger,Alfred,Ranger
823,"Stephanie Plum has different cars throughout the various novels. However, the one that used to belong to her Uncle Sandor was affectionately called by this name.
",Big Bertha,Big Ben,Big Betsy,Big Blue,Big Blue
824,"In the Stephanie Plum series of books, Stephanies mother approves of her job as a bounty-hunter.
",False,True,,,False
825,"Stephanie Plums eccentric Grandma Mazur has a weird obsession with attending viewings at the local funeral parlor.
",True,False,,,True
826,"What is the job of Stephanies boyfriend in the Stephanie Plums series of novels?
",a police officer,a lifeguard,an EMS,a firefighter,a police officer
827,"How many children does Harry Potter have as revealed in the last book of the harry Potter series?
",1,3,5,4,3
828,"Harry Potter kisses Cho Chang.
",False,True,,,True
829,"Harry Potter marries Hermione in the last book of the series.
",True,False,,,False
830,"Who does Hermione Granger kiss in the Battle of Hogwarts, in the final book of the Harry Potter series?
",None of these,Harry,Ron,Krum,Ron
831,"What year were fictional characters Harry Potter and Ron Weasley born?
",1990,1982,1989,1985,1989
832,"Harry Potter once kissed Luna Lovegood.
",False,True,,,False
833,"In what book of the Harry Potter series do Harry and Ginny kiss for the first time?
",Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Deathly Hallows,Harry Potter and the Half Blood Prince,Harry Potter and the Half Blood Prince
834,"What potion do Harry Potter, Ron Weasley and Hermione Granger use to infiltrate the Ministry of Magic?
",Amortentia,Draught of Living Death,Polyjuice Potion,Felix Felicis,Polyjuice Potion
835,"Which student does Slughorn Horace NOT favour in the Harry Potter series?
",Harry,Ron,Zabini,Hermione,Ron
836,"What character does Harry Potter first meet at Madam Malkins?
",Ron,Dudley,Draco,Ginny,Draco
837,"In The Silmarillion, Morgoth was a corrupt Ainu, a servant of Iluvatar, responsible for much evil on Middle Earth. What was his original name?
",Melion,Mordred,The Evil One,Melkor,Melkor
838,"The epic love story in The Silmarillion held great significance to Tolkien himself. This is evident by the fact that the names of the two lovers were engraved upon the tombstones of J.R.R. and his wife, Edith. What were these names?
",Tuor and Idril,Thingol and Melian,Perseus and Andromeda,Luthien and Beren,Luthien and Beren
839,"What was the name of the Great Elven Prince of the Noldor who created the Silmarils described by J. R. Tolkien?
",Fingon,Fangorn,Feanor,Finarfin,Feanor
840,"In The Silmarillion, the Elves call themselves this, meaning The Speakers, signifying their value of communication.
",Quenya,Quendi,Quizlings,Quintet,Quendi
841,"Known as the Wildman of the Woods, this tragic hero, described in The Silmarillion, was cursed by Morgoth because his father refused to reveal the location of the secret Elvin kingdom of Gondolin.
",Turok,Tuor,Turgon,Turin,Turin
842,"What transgression did fictional character Melkor commit to warrant the revenge of the Valor?
",Creation fo the Orcs,Seduction of the men of Numenor,Creation of the Balrogs,Deception of the Elves,Creation fo the Orcs
843,"In Tolkiens writings, Numenor was created as a reward to men by the Valar for their part in the War of the Silmarills. The first king was the son of Earendil, a mortal, and Elwing, an Elf, and brother to Elrond. Who was he?
",Elros,Elendil,El Cid,Elfin,Elros
844,"What are the names of the Three Kindreds of Elves in Toliens fictional universe?
","Tanya, Ronald, and Valeri","Noldor, Baldar, and Teleporn","Vanya, Noldor , and Teleri","Vanwe, Manwe, and Elwe","Vanya, Noldor , and Teleri"
845,"At the time of the fictional War of the Ring, who were the only surviving leaders of the Noldor?
",Celebrimbor and Cirdan,Gil-galad and Celegorm,Galadriel and Celeborn,Elrond and Celebrian,Galadriel and Celeborn
846,"In Tolkiens book The Silmarillion, the kings of Numenor increasingly became rebellious against the Valar and mounted an attack against them. The result was that the island of Numenor sank into the sea. What was the reason for their revolt?
",They wanted the Silmarils for themselves.,They were tired of Manna.,They wanted the riches of the Valor.,They lusted after immortality.,They lusted after immortality.
847,"There were a number of notable inter-racial marriages in The Silmarillion. The first one mentioned was between a mortal and a Maia, a servant of the Valar. What were their names?
",Tuor and Idril,Thingol and Melian,Earendil and Elwing,Beren and Luthian,Thingol and Melian
848,"In The Silmarillion, Carcharoth slew Beren after swallowing a Silmaril. What was Carcharoth?
",wolf,dragon,spider,Balrog,wolf
849,"In the universe created by J. R. Tolkien, the Valar were gods and were to be worshipped by men and elves alike.
",False,True,,,False
850,"What is the name of the main character in The Dark Tower?
",Roland King,Roland Gilead,Roland Eld,Roland Deschain,Roland Deschain
851,"What is the name of the dog-like billy-bumbler in the Dark Tower series?
",Doggie,Ogg,Oy,Aye,Oy
852,"In the Dark Tower series, the woman known as Susannah has a dissociative identity disorder. How many personalities does she have?
",8,10,6,4,4
853,"In the Dark Towere series of books, Eddie Dean mysteriously resembles which one of Rolands dead friends?
",Alain Johns,Jamie de Curry,Randall Flagg,Cuthbert Allgood,Cuthbert Allgood
854,"What is the name of Rolands first love in The Dark Tower?
",Mia,Detta Walker,Susan Delgado,Susannah Dean,Susan Delgado
855,"There are a number of evil spheres in the Dark Tower books. What is the name of the most sinister of them?
",Blue Fog,White Mist,Purple Haze,Black Thirteen,Black Thirteen
856,"Roland, the protagonist of the Dark Tower books, is a descendant of this great king.
",Arthur Eld,The Red King,The Prim lord,Steven Deschain,Arthur Eld
857,"In the Dark Tower series of books, Jake has a very special ability called The Touch. What is it?
",The power to turn things into gold,A kind of telekinesis,The power to kill by thought,The power to start fires,A kind of telekinesis
858,"Among the servants of the Red King in the Dark Tower, there are bird-like creatures that can assume a human form. What are they called?
",Grandfathers,Prims,Taheen,Slow muties,Taheen
859,"In 2007 Marvel started a series of comic books based on The Dark Tower. What is the name of the first volume?
",Roland The Gunslinger,The Gunslinger Born,Roland of Gilead,The Last Gunslinger,The Gunslinger Born
860,"In the beginning of the novel Twilight, Isabella moved from Phoenix, Arizona to what city?
","Forks, Washington","Baton Rouge, Louisiana","Miami, Florida","Albany, New York","Forks, Washington"
861,"In the Twilight saga, both Edward and James are trackers.
",True,False,,,False
862,"Is Twilight character Edward able to read minds?
",No,Yes,,,Yes
863,"In the book Breaking Dawn, how many children does Bella have?
",4,1,3,0,1
864,"In which book of the Twilight series did Edward propose to Bella?
",Breaking Dawn,Eclipse,Twilight,New Moon,Eclipse
865,"In the Twilight series, the Cullens love to play football during a thunderstorm.
",True,False,,,False
866,"The Catcher in the Rye follows Holden Caulfields experiences in this city in the days following his expulsion from a fictional school in Pennsylvania.
",Philadelphia,New York City,Boston,Los Angeles,New York City
867,"What word does Holden Caulfield use to refer to everyone and everything he rejects?
",crass,crap,phony,junk,phony
868,"The protagonist of what movie is programmed to buy the novel The Catcher in the Rye whenever he sees it?
",Gattaca,Conspiracy Theory,The Fifth Element,The Matrix,Conspiracy Theory
869,"Holden Caulfields dream to be a catcher in the rye and to guard children playing in a rye field on the edge of a cliff is based on his mishearing of the poem Comin Through the Rye. What poet, known in Scotland as The Bard, wrote that poem?
",Robert Burns,William Blake,Thomas Campbell,Lord Byron,Robert Burns
870,"In the novel The Catcher in the Rye, Holden drops by to see his former English teacher, Mr. Antolini, who offers him advice and a place to sleep. Holden is upset when he wakes up in the middle of the night to find Mr. Antolini doing which of the following?
",holding Holdens hand,drinking heavily,ransacking Holdens luggage,patting Holdens head,patting Holdens head
871,"At one point in the novel The Catcher in the Rye, Holden and his sister Phoebe seem to exchange roles as the catcher and the fallen. What is the Catchers symbol that Holden gives Phoebe?
",his hunting hat,a gold ring,his diary,his fishing rod,his hunting hat
872,"Mark David Chapman was found with a copy of The Catcher in the Rye on the night he shot this person.
",Rebecca Schaeffer,John Lennon,Ronald Reagan,Yoko Ono,John Lennon
873,"What was written on Allies left-handed baseball glove, one of the most significant symbols in the novel The Catcher in the Rye?
",the name of his first girlfriend,poems,the titles of his favourite books,the names of his siblings,poems
874,"J. D. Salingers novel The Catcher in the Rye opens in the week before this major holiday.
",Thanksgiving Day,Memorial Day,Christmas,Easter,Christmas
