,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
2758,"Why is Father Mulcahy upset about the impending visit in the M*A*S*H episode Blood Brothers?
",He doesnt like the visitor.,Hes mad at Klinger.,He doesnt have enough time to prepare a sermon.,The visit is an imposition.,He doesnt have enough time to prepare a sermon.
2759,"In the M*A*S*H episode Blood Brothers, in the midst of all the tumult concerning the impending visit, M*A*S*H 4077 receives two new patients, Pvt. Gary Sturgis and Pvt. Dennis Lowry. Which two actors played these parts?
",Alex Karras and Gregory Harrison,Dennis Troy and Patrick Swazye,Tom Sullivan and Joe Pantoliano,George Lindsey and Bruno Kirby,Dennis Troy and Patrick Swazye
2760,"What wound did Pvt. Sturgis have in the M*A*S*H episode Blood Brothers?
",gunshot wound,stepped on a land mine,broken leg,broken arm,broken arm
2761,"In the M*A*S*H episode Blood Brothers, what does Pvt. Sturgis offer so that the doctors can treat Pvt. Lowry, who has a high fever, infection, and internal bleeding?
",his blood,part of his liver,a kidney,a bone marrow transplant,his blood
2762,"In the M*A*S*H episode Blood Brothers, why wont the doctors use Pvt. Sturgis blood in a transfusion for his friend Lowry?
",Lowry has leukemia.,Sturgis has leukemia.,Lowry has hepatitis.,Sturgis has hepatitis.,Sturgis has leukemia.
2763,"In the M*A*S*H episode Blood Brothers, Sturgis receives awful news on the eve Father Mulcahys visitor is expected to come. What does the good Father decide to do?
",Nothing. He stays and talks with Sturgis.,"He spends the night in prayer, asking for inspiration.",He writes an extraordinary sermon.,He goes around camp breaking up poker games and drinking.,Nothing. He stays and talks with Sturgis.
2764,"Father Mulcahy does not give a sermon in the M*A*S*H episode Blood Brothers.
",True,False,,,False
2765,"Who provides the voice of Lucky, a recurring character on King of the Hill?
",Mike Judge,Tom Petty,Seven Tyler,Ben Stiller,Tom Petty
2766,"Who does the voice of Rev. Karen Stroup on King of the Hill?
",Valerie Harper,Ellen Barkin,Mary Tyler Moore,Kathleen Turner,Mary Tyler Moore
2767,"Who is Lenore on King of the Hill?
",Bills ex-wife,Leannes mother,Peggys sister,Hanks mother,Bills ex-wife
2768,"What is the name of Bobbys school on the show King of the Hill?
",LBJ Middle School,Tom Landry Middle School,Sam Milton Middle School,Arlen Middle School,Tom Landry Middle School
2769,"In the early episodes of King of the Hill, Luanne was a promiscuous character. What did she do to change her way of life?
",She joined the Mormon Church.,She became a born-again virgin.,She became an evangelist.,She started doing puppet shows.,She became a born-again virgin.
2770,"Is Arlen a real town in Texas?
",Yes,No,,,No
2771,"What is the Hills address on the animated show King of the Hill?
","84 Rainey Street, Arlen, Texas",120 Cherry Lane,"120 Meadow Lane, Arlen, Texas","84 Craney Street, Arlen, Texas","84 Rainey Street, Arlen, Texas"
2772,"What is Peggy Hills maiden name on King of the Hill?
",Platter,Harris,Kelp,Donnelly,Platter
2773,"This man, who appeared in the British film noir The Third man, said, I hate television. I hate it almost as much as I hate peanuts. But I cant stop eating peanuts.
",Ernie Kovacs,Steve Allen,Orson Welles,Newton P. Minow,Orson Welles
2774,"Who do these words belong to: Television is  an invention that permits you to be entertained by people you wouldnt have in your home.?
",Orson Welles,David Edwards,David Frost,Orson Bean,David Frost
2775,"Who made this remark: Its difficult to produce a television documentary that is both incisive and probing when every 12 minutes one is interrupted by twelve dancing rabbits singing about toilet paper.?
",Rod Serling,Dave Barry,Ernie Kovacs,Steve Allen,Rod Serling
2776,"This man, who could have been a contender, said, If theres anything unsettling to the stomach its watching actors on television talk about their personal lives.
",Jack  Paar,Sylvester Stallone,Gore Vidal,Marlon Brando,Marlon Brando
2777,"Who delivered the following words: All television is  educational television. The question is what is it that it teaches.?
",Richard M. Nixon,Dwight David Eisenhower,Nicholas Johnson,Newton Minow,Nicholas Johnson
2778,"All television is  childrens television. are words uttered by this man.
",Jon Stewart,Jackie Gleason,Newton Minow,Richard P. Adler,Richard P. Adler
2779,"What successful novelist remarked, Television is now so desperately hungry for material that theyre scraping the top of the barrel.?
",Gary Sheffield,Gore Vidal,William F. Buckley,Richard Adler,Gore Vidal
2780,"This writer from Florida stated, Another possible source of guidance for teenagers is television, but televisions message has always been that the need for truth, wisdom, and  world peace pales in comparison to the need for toothpaste that offers white teeth and fresher breath.
",Dave Barry,Larry David,Halle Berry,Halle Selasie,Dave Barry
2781,"Who said, When television is  good, nothing is better. When television is bad, nothing is worse. I invite you to sit down in front of your TV set and keep your eyes glued to that set until the station signs off. I can assure you that you will observe a vast wasteland.?
",William F. Buckley,Newton Minow,Ernie Kovacs,Steve Allen,Newton Minow
2782,"Stop-motion is an animation technique which uses these.
",Drawings,Computer graphics,Real static objects,Paper cuts,Real static objects
2783,"Which of the following is not a production of Walt Disney?
",Mickey Mouse,Popeye the Sailor,Flowers and Trees,Tree Little Pigs,Popeye the Sailor
2784,"Which was the first cartoon with a fully synchronized soundtrack?
",Steamboat Willie,Fantasia,Betty Boop,Looney Tunes,Steamboat Willie
2785,"Which was the first feature-length animated movie?
",Gullivers Travels,Snow White,Bambi,Pinocchio,Snow White
2786,"Tom  Jerry is a production of this company.
",Warner Bros,Paramount Pictures,MGM (Metro Goldwyn Mayer),Disney,MGM (Metro Goldwyn Mayer)
2787,"Japanese animation is referred to as what?
",Animus,Anime,Anima,Aenima,Anime
2788,"Onion skinning is closely related to animation.
",True,False,,,True
2789,"Which was Pixars first short animated film?
",Luxo Jr.,For the Birds,Knick Knack,Geris Game,Luxo Jr.
2790,"Which of these stop-motion features was not made with film cameras?
",Nightmare Before Christmas,Gumby,Corpse Bride,Chicken Run,Corpse Bride
2791,"Who performed the voice of Roger in the film Who Framed Roger Rabbit?
",Charles Fleischer,Justin Walker,Matthew Lawrence,Christian Payne,Charles Fleischer
2792,"The executive producer of the PBS show The Electric Company also came up with the concept of this show. It ran from 1980-1988 and featured The Bloodhound Gang.
",Sesame Street,Hi-Lite,The Science Hour,3-2-1 Contact,3-2-1 Contact
2793,"This American music video show debuted in 1983 and had its roots in a show called The Midnight Special.
",MTV,Source,VH1,Friday Night Videos,Friday Night Videos
2794,"In 1981 this daily tabloid show debuted on CBS. Nancy ODell and Mark Steines are among the shows hosts.
",The Today Show,Good Morning America,Maury,Entertainment Tonight,Entertainment Tonight
2795,"In what comedy television series did Michael J. Fox star in 1982?
",Whos The Boss,Family Matters,Family Ties,Growing Pains,Family Ties
2796,"In what year did the cartoon series The Simpsons debut?
",1988,1980,1989,1981,1989
2797,"In 1980 this American cable television network started broadcasting and in 1991 it became the first black-controlled company on the New York Stock Exchange.
",TV One,BET,Centric,VH1,BET
2798,"This show, which debuted in 1986, focused on the relationship of characters played by actors Bronson Pinchot and Mark Linn-Baker.
",The Odd Couple,Growing Pains,Perfect Strangers,Family Matters,Perfect Strangers
2799,"In 1980 Tom Hanks dressed like a woman in this American TV sitcom.
",Bosom Buddies,Growing Pains,Press Your Luck,Too Close For Comfort,Bosom Buddies
2800,"What legal drama debuted in 1984, ran for 8 years and starred the likes of Harry Hamlin and Blair Underwood?
",LA Law,Hill Street Blues,Law And Order,Moonlighting,LA Law
2801,"Roseanne debuted in 1985 starring Ed ONeil and Katy Sagal.
",True,False,,,False
2802,"This ABC soap opera premiered in 1983 and centered around the blue collar Donovans and the blue-blood Aldens. It was set in the fictional town of Corinth Pennsylvania.
",General Hospital,Santa Barbara,Loving,All My Children,Loving
2803,"In what year was Lorelai from Gilmore Girls born?
",1963,1965,1968,1969,1968
2804,"On Gilmore Girls, at her wedding, Sookie walks down the aisle to this song.
","Sadie, Sadie, Married Lady",The Way You Look Tonight,I Only Have Eyes For You,I Cant Get Started,I Cant Get Started
2805,"On the TV show Gilmore Girls, what book does Rory make Jess read, after he asked what that crazy woman was rambling about?
",The Owl,The Clan of the Cave Bear,Atlas Shrugged,The Fountainhead,The Fountainhead
2806,"We have buried the putrid corpse of liberty was among the possible lines for Lorelai and Maxs wedding on the show Gilmore Girls. Who is this quote attributed to?
",Adolf Hitler,Joseph Stalin,Fidel Castro,Benito Mussolini,Benito Mussolini
2807,"On the show Gilmore Girls, at Lukes Diner, Reverend Skinner makes reference to which character of Harper Lees book To Kill A Mockingbird?
",Boo Radley,Scout Finch,Dill Harris,Calpurnia,Boo Radley
2808,"Complete this line delivered on Gilmore Girls by Sherry while she was in labor: Maureen told me that  .......................  said that he heard that if you squat it makes the baby come out faster.
",Madonna,Howard Stern,Dr. Phil,Oprah Winfrey,Howard Stern
2809,"How does Lane describe Korea upon her arrival back to Stars Hollow on the show Gilmore Girls?
",Paradise Lost,Bootleg Paradise,Hell on Earth,Paradise for Nico Lovers,Bootleg Paradise
2810,"What does Gilmore Girls character Lorelai write at the Cheshire Cats guestbook while checking out?
",Oy with the poodles already,Meet my mother Emily Post,Satanic forces are at work here,A perfect situation for a fool,Satanic forces are at work here
2811,"Who is Kirk most afraid of on the Gilmore Girls show?
",Luke Danes,Kirk,Taylor Doose,Drella the harpist,Kirk
2812,"On Gilmore Girls, who plays Romeo in the final scene of Romeo and Juliet?
",Paris Geller,Brad Langford,Tristan DuGrey,Glenn Babble,Paris Geller
2813,"Which of these cartoons was created by Seth MacFarlane, the creator of American Dad?
",The Life of Larry,Zoomates,All of these,Family Guy,All of these
2814,"In the pilot episode of American Dad, Steve wants a dog, in the hopes that it will help him get girls. When Stan brings home the dog, it is 19 years old and near death. How does the dog actually die?
",It was shot by Stan.,It has a heart attack when Roger knocks over a glass.,It does not die. Haley left the front door open and it ran away.,It dies from old age in the middle of the night.,It was shot by Stan.
2815,"American Dad first aired as a sneak preview on February 6, 2005 after the end of Super Bowl XXXIX.
",True,False,,,True
2816,"In the animated series American Dad, Roger is an alien who lives with the family. The family must keep Roger a secret, but he has left the house on a few occasions in various disguise. Which of the following is not a disguise worn by Roger?
",A doctor,A Jamaican,A costumed food vendor,A Saudi Woman,A doctor
2817,"Klaus is a talking fish who lives with the Smiths in the animated series American Dad. He was once an Olympic skier, but the CIA swapped his brainwaves with those of a goldfish to prevent him from winning the gold medal. What nationality is Klaus?
",Italian,German,Russian,Swedish,German
2818,"In the two-part American Dad episode, Stan of Arabia, Stan plans a surprise party for his boss, Bullock. At the party, Stan accidentally kills the celebrity guest speaker, and has to perform the roast himself. Who was the celebrity guest speaker killed by Stan?
",Conan OBrien,David Letterman,Jay Leno,Jerry Seinfeld,Jay Leno
2819,"In the series American Dad, Stan meet his wife Francine during college. She was on the side of the road hitchhiking and he gave her a ride. During the ride Stan hits a raccoon and then shoots it to put it out of its misery. Francine thought this was cruel and ran away.
",True,False,,,False
2820,"In what year did the British sitcom Are You Being Served? first hit British airwaves?
",1976,1974,1972,1970,1972
2821,"In 2004 Britain did a poll ranking British sitcoms. Where did Are You being Served? rank on this poll?
",1st,10th,5th,20th,20th
2822,"Stephen Peacock was the floorwalker (floor manager) on Are You Being Served?. What was his other title?
",Sergeant,Captain,Corporal,Major,Captain
2823,"Actor John Inman played the role of what member of menswear in the hit British sitcom Are You Being Served?
",Mr. Humphries,Captain peacock,Mr. Lucas,Mr. Grace,Mr. Humphries
2824,"The character of Mr. Lucas was replaced in the 8th season of Are You Being Served? by a real life former British pop star.
",True,False,,,True
2825,"What year saw the final episode of the British classic sitcom Are You Being Served?
",1984,1983,1982,1985,1985
2826,"What king of vehicle were the Clampetts of the 60s series The Beverly Hillbillies driving when they arrived in Beverly Hills?
",a Flatbed Truck,a U-Haul Truck,a Large Beat-Up Panel Van,a Cadillac Seville,a Flatbed Truck
2827,"After the Terminator uttered his famous Ill be back line in the 1984 film, The Terminator, he came back in a police car.
",False,True,,,False
2828,"What actor played Mannix on the self-titled TV series?
",Larry Linville,Robert Reed,Mike Connors,Joseph Campanella,Mike Connors
2829,"What was the name of the large detective agency for which Mannix worked during the first season of the self-titled show?
",UNCLE,Interpol,Intertect,Control,Intertect
2830,"What was the first name of fictional private investigator Mannix?
",Joe,Sam,William,Tom,Joe
2831,"What was the name of Mannix secretary on the TV show Mannix?
",Billy Jo,Betty,Stacy,Peggy,Peggy
2832,"This western actor appeared in 14 episodes of Rowan  Martins Laugh-In.
",Henry Fonda,Jimmy Stewart,John Wayne,Yul Brynner,John Wayne
2833,"This comic and member of the Sinatra Rat Pack appeared on Rowan  Martins Laugh-In 3 times and guest hosted the Tonight Show 16 times. He was a regular guest on the Dean Martin Show and the Dean Martin Roasts.  He also appeared on Match Game 73.
",Sammy Davis Jr.,Joey Bishop,Jerry Lewis,Peter Lawford,Joey Bishop
2834,"This legendary actor, who starred in the 2007 production of Strange Wilderness, appeared on the Laugh-In program twice.
",Glenn Ford,William Holden,Hal Holbrook,Ernest Borgnine,Ernest Borgnine
2835,"Country music singer Jud Strunk,  who sang Daisy a Day, appeared on Laugh-In, lost a Senate election in Maine by one vote and died in 1981.
",True,False,,,True
2836,"What is on Corys wish list on the sitcom Thats So Raven?
",Money,A brother,A new sister,Clothes,Money
2837,"Who is Ravens best friend on the show Thats So Raven?
",Bianca,Eddie,Chelsea,Stanley,Chelsea
2838,"Raven, from the TV series Thats So Raven has what power?
",She can change the future.,Psychic visions,ESP,Telekinesis,Psychic visions
2839,"What is the name of Ravens dads restaurant on the show Thats So Raven?
",The Hill Grill,Baxters Place,The Chill Grill,The Grill Next Door,The Chill Grill
2840,"What is Ravens moms name on the sitcom Thats So Raven?
",Tanya Baxter,Tara Baxter,Theresa Baxter,Tina Baxter,Tanya Baxter
2841,"What does Raven from the show Thats So Raven want to be?
",Dancer,Architect,Fashion Designer,Magician,Fashion Designer
2842,"Ravens brother Cory has a show that is a spin-off of Thats So Raven. What is the name of the show?
",Cory in the White House,Cory in the Middle,Cory in the House,Cory in School,Cory in the House
2843,"What is the name of Corys pet hamster on the show Thats So Raven?
",Lionel,Lincoln,Larry,Lee,Lionel
2844,"In the Thats So Raven episode, titled Wheres Theres Smoke, what is Corys girlfriends name?
",Ashley,Candy,Carrie,Cindy,Cindy
2845,"What is the name of Ravens favorite boy band on the sitcom Thats So Raven?
",Boyz II Men,Boyz in Commotion,Boyz out of Motion,Boyz N Motion,Boyz N Motion
2846,"In 2001 Marilyn Milian became which consecutive judge of The Peoples Court?
",2nd,5th,4th,7th,4th
2847,"In the American judge show The Peoples Court, if a litigant does not like the judges decision, they can appeal.
",False,True,,,False
2848,"The judge show The Peoples Court premiered in 1997.
",True,False,,,False
2849,"Where was The Peoples Court originally filmed?
",Florida,California,Chicago,New York,California
2850,"Judge Joseph Wapner from the The Peoples Court graduated from which law school?
",University of Southern California School of Law,Georgetown School of Law,New York University School of Law,Harvard School of Law,University of Southern California School of Law
2851,"Judge Marilyn Milian was appointed as an Assistant State Attorney before she appeared in show The Peoples Court.
",False,True,,,True
2852,"At one time, the show The Peoples Court was presided over by the husband of the famous Judge Judy.
",True,False,,,True
2853,"The Peoples Court has filmed more than 3000 episodes.
",False,True,,,True
2854,"Which country has started its own version of the American judge show The Peoples Court?
",Mexico,Japan,United Kingdom,China,United Kingdom
2855,"What was the first medical show on American television?
",The Doctor,The Specialist,City Hospital,Medical Practice,City Hospital
2856,"This popular medical show starred Richard Boone, who also played Paladin on a hit TV western.
",The Doctors,Medic,City Hospital,"Have Sphygmomanometer, Will Bill Medicare",Medic
2857,"On Ben Casey, young  Dr. Casey was tutored by an older neurosurgeon who always said Ben Casey, you know everything about medicine but nothing about people.  What was the name of Ben Caseys mentor?
",Dr. Jaffe,Dr. Zorba,Dr. Dre,Dr. Kildare,Dr. Zorba
2858,"William Shatner was the original choice to play the lead in this TV series but he rejected the role.
","Marcus Welby, M.D.",Dr. Kildare,Ben Casey,M*A*S*H,Dr. Kildare
2859,"This was the first prime time TV show to center on the lives of hospital nurses.
",Angels in the City,The Ladies in White,Temperature!,The Nurses,The Nurses
2860,"Which medical show aired from 1969-1976 and starred James Daley and Chad Everett?
",Medical Center,Emergency!,The Bold Ones,No House Calls,Medical Center
2861,"This TV show was the first to give paramedics an important role in saving (TV) lives. It starred Julie  London and Robert Fuller and aired 1972-1979.
",Emergency!,The Infirmary,Temperatures Rising,Chicago Story,Emergency!
2862,"What role did William Christopher play on M*A*S*H, one of the longest running and most popular TV medical shows?
",Father Flannigan,Father Linville,Father OBrien,Father Mulcahy,Father Mulcahy
2863,"Jack Klugman portrayed a California medical examiner in Quincy M.E.. Which actor portrayed his  assistant?
",Sal Visiglio,Gary Wahlberg,Anita Gillette,Robert Ito,Robert Ito
2864,"This fine medical show starred Denzel Washington, David Morse, Norman Lloyd, and Howie Mandel.
",Boston General,St. Elsewhere,Chicago Story,Dr. Tyler Moore,St. Elsewhere
2865,"Elliot Gould and Jason Alexander were the stars of the TV medical show E/R.
",True,False,,,True
2866,"Who starred in Doogie Howser, M.D.?
",George Clooney,Neal Patrick Harris,Edward Harris,Robert Young,Neal Patrick Harris
2867,"Melina Kanakaredes played a doctor in Providence and Mike Farrell played her father, Jim Hansen. What was Jim Hansens occupation?
",Psychiatrist,Building  Contractor,Pediatrician,Veterinarian,Veterinarian
2868,"Who played the doctor in Northern Exposure?
",Rob Morrow,Adam Arkin,Anthony Edwards,John Corbett,Rob Morrow
2869,"This fine medical drama ran from 1994 through 2000 and starred Hector Elizondo, Christine Lahti and Mark Harmon.
",Chicago Hope,Side Effects,City of Angels,Doc,Chicago Hope
2870,"The TV show Scrubs is filmed  in what was once a hospital.
",True,False,,,True
2871,"How many times did Michael Mancini get married in the popular television series Melrose Place?
",None,Four,Five,Six,Six
2872,"On the popular primetime soap opera Dallas, Bobby Ewing and Pamela Barnes get married on the pilot episode.
",True,False,,,False
2873,"Which of the following characters was not on the pilot episode of the popular prime time soap opera Beverly Hills 90210?
",Dylan,Kelly,Brandon,Brenda,Dylan
2874,"What was the name of Sonnys first wife on General Hospital, whose death was caused by a car bomb planted by her father?
",Lily,Karen,Brenda,Lois,Lily
2875,"In the TV series General Hospital, Mac Scorpio is Georgie and Maxies biological father.
",True,False,,,False
2876,"What was the name of the mob boss on General Hospital who employed Sonny Corinthos?
",Scott Baldwin,Stephan Cassidine,Frank Smith,Luke Spencer,Frank Smith
2877,"In the TV series General Hospital, Lucky Spencer was killed by Helena Cassidine in a fire.
",False,True,,,False
2878,"General Hospital character Carly Jax originally came to Port Charles as Caroline Benson and slept with which of her mothers husbands?
",Stephan Cassidine,Tony Jones,Jerry Jax,Alan Quarternaine,Tony Jones
2879,"What was the name of Robin Scorpios first love on General Hospital?
",Nickolas Cassidine,Stone Gates,AJ Quartermaine,Jason Morgan,Stone Gates
2880,"Rick Springfield, the performer of Jessies Girl, plays what General Hospital characters dad?
",Robin Scorpios,Dillon Quartermaines,Patrick Drakes,Jake Martins,Patrick Drakes
2881,"On the soap opera General Hospital, after giving birth to Micheal, Carly left him in the care of Jason Morgan.
",False,True,,,True
2882,"In which episode of The Simpsons does Homer mention all his previous occupations?
",I Am Furrious Yellow,Poppas Got a Brand New Badge,Diatribe of a Mad Housewife,Homer the Smithers,Poppas Got a Brand New Badge
2883,"In The Simpsons episode, Homer vs. Patty and Selma, Homer sells his Power Plant stock for how much?
",$2.50,$250,$0.25,$25,$25
2884,"Whose celebrity funeral was not hosted by Troy McClure in the animated series The Simpsons?
",Shemp Howards,John Belushis,Krusty the Klowns,Andre the Giants,John Belushis
2885,"On what floor are the books located at the bookstore in Diatribe of a Mad Housewife, an episode of The Simpsons?
",4th,2nd,3rd,1st,4th
2886,"What prop is Detective Tubbs from Miami Vice most associated with?
",Pocket watch,Double barrel shotgun,Ferrari,Marlboro Lights,Double barrel shotgun
2887,"Bo and Luke Duke from The Dukes of Hazard are most associated with this prop.
",Switch blade knife,Bows and arrows,Cowboy hats,Bull whip,Bows and arrows
2888,"Emmett Doc L Brown from Back to the Future is most associate with what prop?
",Bunson burner,Clocks,Microscope,Test tube,Clocks
2889,"What prop is Alex Keaton from Family Ties most associated with?
",Cigarettes,Bible,Political Science test books,Bicycle,Political Science test books
2890,"What is the character Al from Quantum Leap most associated with?
",Timer,Watch,Gun,Hologram,Hologram
2891,"What is Lorraine McFly from Back to the Future most associated with?
",Wig,Hair brush,Vodka,Beer,Vodka
2892,"Maximus from the movie Gladiator uses this to clean a battle wound.
",Salt water,Maggots,Hot knife blade,Wine,Maggots
2893,"What is Edward Norton carrying in the movie The Score?
",Pistol,Shotgun,TNT,Kite,Pistol
2894,"In The Shawshank Redemption, Tim Robbins uses this prop to assist in his escape.
",Playboy magazine,Posters,Jolly Ranchers,Shank,Posters
2895,"What does Scarface use during a burglary in the movie Half Baked?
",Skateboard,Zig Zag rolling papers,Mime makeup,Crow bar,Mime makeup
2896,"In what year did The Waltons first air?
",1970,1972,1979,1975,1972
2897,"Name the creator and the narrator of The Waltons.
",Earl Hamner,Earl Hamner Jr.,Zeb Walton,John-Boy Walton,Earl Hamner Jr.
2898,"How many of the Walton children in the TV series The Waltons were boys?
",3,7,4,5,4
2899,"Pick the names of the fictional Walton children in correct birth order.
","John-Boy, Mary Ellen, Jason, Ben, Erin, Jim-Bob, Elizabeth","John-Boy, Jason, Mary Ellen, Erin, Ben, Jim-Bob, Elizabeth","Elizabeth, Jim-Bob, Erin, Jason, Ben, Mary Ellen, John-Boy","Zeb, John-Boy, Jason, Erin, Olivia, Jim-Bob, Mary Louise","John-Boy, Jason, Mary Ellen, Erin, Ben, Jim-Bob, Elizabeth"
2900,"Ellen Corby, who portrayed Grandma Esther Walton on The Waltons, suffered a stroke in the 76-77 season which was written into the storyline of the show.
",True,False,,,True
2901,"In what state was The Waltons set?
",South Carolina,West Virginia,Virginia,Georgia,Virginia
2902,"On The Waltons, Grandma Walton was always using this term of endearment to address Grandpa.
",Honey,You old fool,Sweet dear,You old man,You old fool
2903,"What year did the Waltons go off the air?
",1980,1981,1982,1979,1981
2904,"On the TV show The Waltons, the parents of the seven children were named John and Olivia.
",True,False,,,True
2905,"What was the pilot episode of The Waltons called?
",The Homecoming: A Christmas Story,Waltons Mountain,The Walton Family,Spencers Mountain,The Homecoming: A Christmas Story
2906,"What is the name of Lucy and Kevins daughter on the TV show 7th Heaven?
",Ruth,Mary,Rose,Savannah,Savannah
2907,"On the TV show 7th Heaven, Rose was engaged to Simon.
",True,False,,,True
2908,"Did Mary file for divorce from Carlos on the TV drama 7th Heaven?
",No,Yes,,,Yes
2909,"Did Simon and Rose get married on the TV show 7th Heaven?
",Yes,No,,,No
2910,"On what holiday were the twins Sam and David Camden born in the TV series 7th Heaven?
",Christmas,Valentines Day,Thanksgiving,Halloween,Valentines Day
2911,"Who did Lucy marry in Season 7 of 7th Heaven?
",Kevin,Robbie,Jimmy Moon,Martin,Kevin
2912,"How many sisters does 7th Heaven character Simon have?
",none,5,4,3,3
2913,"What is the name of the Camdens dog on 7th Heaven?
",Sneezy,Happy,Bashful,Grumpy,Happy
2914,"Is it true that on the TV show 7th Heaven, Lucy and Kevin have two dogs, named Sampson and Delilah?
",No,Yes,,,Yes
2915,"In the Suite Life of Zack  Cody, who does Zack think is the most wonderful person in the world?
",Mr. Mosby,Carey,Maddie,Cody,Maddie
2916,"Zack, one of the main characters on the sitcom The Suite Life of Zack  Cody, is smart and loves homework.
",True,False,,,False
2917,"On the TV show The Suite Life of Zack  Cody , what does the girl in Zacks summer school class do to cover her head?
",none of these,puts her hands over her face,covers her head with a jacket,puts a bag over her head,puts a bag over her head
2918,"Zack wishes for super powers when he sees a shooting star in an episode of The Suite Life of Zack  Cody.
",True,False,,,True
2919,"On the TV show The Suite Life of Zack  Cody, Zacks got the ability to mind read.
",True,False,,,False
2920,"On the sitcom The Suite Life of Zack  Cody, does Zack like Agnus?
",Yes,No,,,No
2921,"In the TV series The Suite Life of Zack  Cody, what does Zack get from his dad on graduation day?
",watch,gift card,cowbell,guitar,guitar
2922,"On the show The Suite Life of Zack  Cody, Carey and Zack and Codys dad are married.
",True,False,,,False
2923,"Who was the first person evicted out of the Big Brother House during season one of the reality show?
",Karen Fowler,William Collins,Brittany Petros,Jean Jordan,William Collins
2924,"Which of the following pairs (boyfriend -- girlfriend) is not a correct couple from season one of the reality show Temptation Island?
",Taheed Watson -- Ytossie Patterson,Kaya Wittenberg -- Valerie Penso,Andy Luker -- Shannon Roghair,Billy Cleary -- Vanessa Norris,Billy Cleary -- Vanessa Norris
2925,"On the TV show The Real World: New York, the group finds a stray dog and name him what?
",Yoda,Spot,Gouda,Alien,Yoda
2926,"Who from the TV show Survivor: Pulau Tiga, is a chemist in their daily life?
",Gervase Peterson,Ramona Gray,Greg Buis,Sonja Christopher,Ramona Gray
2927,"One of the tasks on season one of the reality show  The Mole, was to participate in a bullfight.  The group failed the task because Kathryn Price opposes cruelty to animals and refuses to participate, saying it will hurt the bull.
",False,True,,,False
2928,"At the auction on the first season of Project Runway, Kara Sauns  Envy dress had bids that totaled approximately how much?
",$1000,$200,$400,$800,$400
2929,"During the finale of the TV show The Apprentice season 1, what previously-fired contestant revealed that she was pregnant?
",Tammy,Jessie,Amy,Erika,Tammy
2930,"The first leg on the first installment of reality show The Amazing Race contained a roadblock in which teams had to do what?
",eat an ostrich egg,milk a half gallon out of a cow and then drink it,bungee jump off a bridge,repel down the outside of a tower,eat an ostrich egg
2931,"Mark Burnett produced For Love or Money, a reality dating show were at the end, the winner chooses either to stay with the person and have love or take the money, but have no more contact with the person.
",False,True,,,False
2932,"What is Lorens supernatural fort茅 on the show Angel?
",Going invisible,Regenerating severed limbs,Telling peoples fortunes,Killing vampires,Telling peoples fortunes
2933,"All of the following Angel characters have worked for the Senior Partners of Wolfram  Hart at one time or another, except which one?
",Angel,Lindsay,Doyle,Eve,Doyle
2934,"Which Angel character used to be a Watcher?
",Doyle,Cordelia,Spike,Wesley,Wesley
2935,"Which one of the following Angel characters is NOT a vampire?
",Spike,Drusilla,Adam,Harmony,Adam
2936,"At the end of the final episode of the Angel series, which one of the following characters is still alive?
",Fred,Gunn,Lindsay,Wesley,Gunn
2937,"Which member of Angels team is the expert at ancient languages?
",Loren,Fred,Doyle,Wesley,Wesley
2938,"Whose parents lost their fortune for non-payment of income taxes on the TV show Angel?
",Conner,Loren,Cordelia,Fred,Cordelia
2939,"Which of these Angel characters was not attracted to Cordelia?
",Lindsay,Angel,Doyle,Wesley,Lindsay
2940,"Where is violence impossible on the show Angel?
",In the church,In the graveyard,At Wolfram  Hart,In the night club,In the night club
2941,"Which character on the Angel show is magically imbued with a vast quantity of legal knowledge?
",Wesley,Loren,Gunn,Fred,Gunn
2942,"In the hit TV show Monk, what is Adrian Monks brothers name?
",Andrew,Anthony,Ambrose,Alfred,Ambrose
2943,"In the popular TV series Monk, Natalie Teegers daughters name is Jamie.
",False,True,,,False
2944,"Stanley Kamel plays Doctor Kroger (Adrian Monks therapist) in the hit TV show Monk. What soap opera was Kamels first big TV role on?
",General Hospital,As The World Turns,All My Children,Days of Our Lives,Days of Our Lives
2945,"Every episode of the hit TV show Monk is set in San Francisco.
",True,False,,,False
2946,"What country singer does Adrian Monk idolize on the hit TV show Monk?
",Johnny Cash,Keith Urban,Merle Haggard,Willie Nelson,Willie Nelson
2947,"On the hit TV show Monk, Adrian Monk used to be a detective for the SFPD. He lost his job after he had a nervous breakdown. He longs to regain his job as an official police detective.
",True,False,,,True
2948,"What undercover job did Adrian Monk have on the hit TV show Monk?
",Garbage Man,Blackjack Player,Clarinet Player,Butler,Butler
2949,"In the hit TV show Monk, Adrian Monks upstairs neighbor is Kevin Dorfman. Which is not true about Kevin?
",He loves to cook.,His girlfriend tried to kill him.,He won the lottery.,His hobby is horseback riding.,His hobby is horseback riding.
2950,"Tina Ballerina only appeared for a short time in a Simpsons episode. Eventually, she ended up being Krustys sister and what else?
",Third wife,#1 fan,Babysitter,Manager,Third wife
2951,"Is cartoon character Bart Simpson voiced by a woman?
",Yes,No,,,Yes
2952,"On the sitcom The Simpsons, what kind of character is Blinky?
",A koala,A frog,An alien,A fish,A fish
