,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
1791,"In Brooklyns Finest three policemen find themselves at the same homicide. Who are the three actors who play the cops? One has finished his Training Day, one is no longer Mr. Goodbar, and the third is no longer the manager of an African hotel.
","Ethan Hawke, John Travolta, Don Cheadle","Denzel Washington, Richard Gere, James McAvoy","Ethan Hawke, Richard Gere, Don Cheadle","Denzel Washington, John Travolta, Laurence Fishburn","Ethan Hawke, Richard Gere, Don Cheadle"
1792,"Anna Paquin is all grown up and stars in 2009s Margaret. It is directed and written by the writer of both Gangs of New York and Analyze This.  Who is this director?
",Daniel Day-Lewis,John Singleton,August Williams,Kenneth Lonerman,Kenneth Lonerman
1793,"It is common for adults to have to care for their children and  their parents. Parker Posey and Demi Moore star in this 2009 movie about one such situation.
",From Zero to Sixty,Face Value,Happy Tears,In Deep,Happy Tears
1794,"This 2009 comedy could be described as employment for SNL grads. Hollywood and Wine stars David Spade, Chris Parnell, Chris Kattan, Horation Sanz, and Norm MacDonald. It was directed by the brother of a famous SNL comic who died tragicly. Who is the director ?
",John Farley,Conrad Wright,Jim Belushi,Peter LaMar,John Farley
1795,"Pablo Escobar was a very important cocaine dealer. The 2009 movie Killing Pablo tells a version of Escobars murder. It stars this Oscar Wining actor from  Europe.
",Daniel Day-Lewis,Javier Bardem,Jean Reno,John Malkovich,Javier Bardem
1796,"In Epic Movie, the character Peter is a spoof of what popular movie?
",Batman,X-Men,None of these,Superman,X-Men
1797,"In the parody Epic Movie, which character comes from the movie Snakes on a Plane?
",Peter,Rachel,Edwardo,Susan,Susan
1798,"In Epic Movie the character named Edward parodies the movie Nacho Libre.
",True,False,,,True
1799,"Does Epic Movie parody the movie Night at the Museum?
",No,Yes,,,No
1800,"How do Peter and his team defeat the White Bitch in the parody Epic Movie?
",They defeat the army.,They lure her in a trap.,They bring Harry Potter along and he kills everyone.,Peter finds a remote that lets him stop time.,Peter finds a remote that lets him stop time.
1801,"In the parody Epic Movie, the spoof of The Da Vinci Code marks what point of the movie?
",This is where the character Lucy is introduced to us.,This is the ending of the movie.,None of these,This is where the characters meet each other.,This is where the character Lucy is introduced to us.
1802,"Is Willy Wonka singing a hip-hop song in Epic Movie?
",Yes,No,,,Yes
1803,"What is the relationship between the talking beaver and the faun in the 2007 parody film Epic Movie?
",None of these,They are friends.,"They really, really like each other.",They hate each other.,"They really, really like each other."
1804,"In Epic Movie, Edward and Jack Swallows first meet in the beavers house.
",False,True,,,False
1805,"In the movie Joe Dirt, where did Joe Dirt lose his parents?
",Yellowstone National Park,Mount Rushmore,Grand Canyon,Sea World,Grand Canyon
1806,"In the movie Joe Dirt, who is Joe Dirt talking to when he relates his life story?
",a TV newsman,a public official,patrons of a diner,a radio station D.J.,a radio station D.J.
1807,"What job did movie character Joe Dirt get to earn money to hire a sketch artist?
",in a diamond mine,in a fast food restaurant,at an oil rig,at a cattle ranch,at an oil rig
1808,"When Joe Dirt from the self-titled movie meets the girl at the carnival, who does he think she is?
",his best friend from school,his sister,his cousin,his old neighbor,his sister
1809,"In the movie Joe Dirt, what event made Joe remember his real last name?
",He got beat up.,He had a brain operation.,He was flung around by an alligator.,He got hit in the head by a door.,He was flung around by an alligator.
1810,"In the movie Joe Dirt, who plays Robbie, the guy who always kicks up dirt in Joes face with his car?
",Peter DeLuise,Kid Rock,Chris Farley,Eminem,Kid Rock
1811,"Complete the following quote from Blazing Saddles:
","ggart: Oh, s**t. Quicksand! Goddang, now we are in trouble. Lyle, get your ropes....",yle lassos (item(s) in question) out of the quicksand] ,"ggart: Dang, that was lucky. Doggone near lost _________________.",a four hundred dollar handcar.,aggart spots Bart and Charlie sinking into quicksand] 
1812,"In the movie Blazing Saddles, after Taggart and his henchmen first attack Rock Ridge, the townspeople meet in the church to discuss how to restore order to the town and to replace the murdered sheriff. They finally settle on wiring the governor for a replacement. At the end, they return to church services. Complete the following lines:
",tick of dynamite flies in through the window] ,verend Johnson: ... and _______.,Duck,Oh god!!!,"verend Johnson: I shall now read from Matthew, Mark, Luke... "
1813,"In the film Blazing Saddles, Governor Le Petomane receives an urgent telegram from the citizens of Rock Ridge requesting a new sheriff to replace the sheriff that had been murdered. The governor, who is in a meeting with his yes men, says, Holy underwear! Sheriff murdered! Innocent women and children blown to bits! We have to protect our phoney baloney jobs here, gentlemen! We must do something about this immediately! Immediately! Immediately! 
",Harrumph! Harrumph! Harrumph!,Bollocks! Bollocks! Bollocks!,Harrumph! Harrumph! Harrumph!,Justice! Justice! Justice!,at does he tell his yes men to start saying?
1814,"In the movie Blazing Saddles, Sheriff Bart meets Jim at the Rock Ridge jail, where he was held overnight for drunken behavior. Finish the following quote:
",Jim,Bart,Jim,Mongo,"m: Well, my name is Jim, but most people call me ______."
1815,"Complete the following dialogue from Blazing Saddles:
",arriet Johnson reads her letter to the Governor] ,"rriet Johnson: [quietly] To the honorable William J. LePetomaine, Governor... ",wnspeople: Louder! We cant hear you! ,rriet Johnson: Forgive me. _______________________________.,"rriet Johnson, town school teacher, is preparing to read a public letter she wrote on behalf of the townspeople to Governor LePetomaine to complain about his choice of sheriff."
1816,"In the film Blazing Saddles, after Sheriff Bart defeats Mongo (one of Taggerts henchmen) - and puts him in jail - Bart and Jim start asking Mongo questions about why he was sent to Rock Ridge to defeat Sheriff Bart. Mongo mentions something about Hedley Lamarr and how he cares about where the choo-choo go. Bart asks why Lamarr would care about where the choo-choo go. Complete Mongos line:
",Life,Chess,Life,Risk,ngo: Dont know. Mongo only pawn in game of ______.
1817,"Bart, disguised as a Klansman, has infiltrated Hedley Lamarrs talent search for villains to overtake Rock Ridge in the film Blazing Saddles. In describing his qualifications, how does he respond below: 
",dley Lamarr: Thats not much of a crime. ,rt: ______________,Through the Vatican?,Through cemeteries?,rt: Stampeding cattle.
1818,"Complete the following dialogue from the film Blazing Saddles which takes place when Bart and Jim make a quick getaway from Hedley Lamarrs villain talent search once it is discovered that Bart is black:
",dley Lamarr: Head them off at the pass? ___________.,amarr shoots his foot],I hate that cliche!,What are you talking about?,ggart: [shouting] Well head them off at the pass! 
1819,"At the end of Blazing Saddles, Bart rides by Jim, who is lying by the side of the road, taking a nap, with a bag of popcorn in his hand. Complete the following dialogue:
",rt: _________________.,m:  _________________; I always wanted to go there. ,rt: Come on.,Nowhere special,"m: Where you headed, cowboy? "
1820,"Who plays the character of Sue Ellen Crandell on the comedy movie Dont Tell Mom the Babysitters Dead?
",Christina Applegate,Tiffani Amber-Thiessen,Tori Spelling,Jessica Simpson,Christina Applegate
1821,"The movie Dont Tell Mom the Babysitters Dead was released on June 7, 1991.
",True,False,,,True
1822,"Where does Ms. Candrell go on summer vacation in the movie Dont Tell Mom the Babysitters Dead?
",Asia,Australia,Florida,Antarctica,Australia
1823,"How does Walter break his leg in the comedy film Dont Tell Mom the Babysitters Dead?
",Car accident,Ice-Skating,Playing football,Falling off the roof,Falling off the roof
1824,"Was Christina Applegate nominated for Best Female Performance for her role in the movie Dont Tell Mom the Babysitters Dead?
",No,Yes,,,Yes
1825,"In the movie Dont Tell Mom the Babysitters Dead, when the babysitter dies, the kids wrap her up in a rug and drag her to the trunk of the car.
",True,False,,,False
1826,"Complete the note the kids leave with the babysitters body in the movie Dont Tell Mom the Babysitters Dead:
",Nice old lady,Nice old lady,We dont know who is,The babysitter is,__________________ inside. Died of natural causes.
1827,"What is the name of the fast-food joint where Sue Ellen worked in Dont Tell Mom the Babysitters Dead?
",McDonalds,Clown Burgers,Chick-Fil-A,Clown Dog,Clown Dog
1828,"At what clothing company did Sue Ellen work in the comedy film Dont Tell Mom the Babysitters Dead?
",SAW (Sentimental Apparel West),CAW (Clothing Apparel West),AAW (Accessories and Apparel West),GAW (General Apparel West),GAW (General Apparel West)
1829,"Did Joanna Cassidy play the role of Rose Lindsey in Dont Tell Mom the Babysitters Dead?
",No,Yes,,,Yes
1830,"What was the original title of  the movie Dont Tell Mom the Babysitters Dead?
",The Real World,Fast Food Family,Wheres the Babysitter,Summer Vacation,The Real World
1831,"In the movie The Lost Boys, the main characters move to which small coastal town in California?
",Santa Fe,Santa Carla,Santa Barbara,Santa Cruz,Santa Carla
1832,"Two of the main characters in The Lost Boys were played by these iconic eighties actors who starred together in several other films, including Dream A Little Dream.
",Jami Gertz and Barnard Hughes,Corey Haim and Corey Feldman,Jason Patric and Kiefer Sutherland,Dianne Wiest and Edward Herrmann,Corey Haim and Corey Feldman
1833,"According to the film The Lost Boys, Santa Carla is also known by what other name?
",the vampire capital of the world,the murder capital of the world,The town didnt have another name in the film.,the carnival capital of the world,the murder capital of the world
1834,"What are the names of the two brothers who educate Sam about Santa Carlas vampire population in the movie The Lost Boys?
",Edgar and Alan Poe,Sam and Michael Emerson,Edgar and Alan Frog,Edgar and Alan Toad,Edgar and Alan Frog
1835,"The movie The Lost Boys was released  July 31, 1987.
",False,True,,,True
1836,"In the movie The Lost Boys, the Frog Brothers convince Sam that the only way to help Michael would be to stake him in the heart and kill him.
",True,False,,,False
1837,"Which of the following is not used by Sam and the Frog Brothers to kill vampires in the film The Lost Boys?
",water balloons filled with holy water,bows and arrows,a bathtub of garlic,wooden stakes,water balloons filled with holy water
1838,"Which of the following lines was not delivered by Edgar Frog, one of the characters in the Lost Boys?
","As a matter of fact, were almost certain ghouls and werewolves occupy high positions at city hall.","This is just a cover; were dedicated to a higher purpose. Were fighters for truth, justice, and the American way.",One thing about living in Santa Carla I never could stomach .... all the damn vampires.,We trashed the one that looks like Twisted Sister.,One thing about living in Santa Carla I never could stomach .... all the damn vampires.
1839,"In the film The Lost Boys, where did Sam, Michael and their mother live before moving to Santa Carla?
","Austin, Texas","Phoenix, Arizona","Roswell, New Mexico","Cleveland, Ohio","Phoenix, Arizona"
1840,"Despite all their knowledge about vampires, the Frog Brothers have never staked a vampire before meeting Sam and Michael. What is the name of the first vampire the Frog Brothers kill in the film The Lost Boys?
",Dwayne,Marko,David,Paul,Marko
1841,"In the film The Lost Boys Michaels love interest also happens to be Davids girlfriend. What is her name?
",Sunbeam,Moonchild,Jami,Star,Star
1842,"The sequel to The Lost Boys is titled The Tribe. However, it was originally intended to be entitled The Lost Girls.
",True,False,,,True
1843,"Kiefer Sutherlands half-brother, Angus Sutherland, has a role in The Lost Boys: The Tribe.
",False,True,,,True
1844,"The title of the movie The Lost Boys was inspired by this childrens novel.
",Peter Pan,The Wizard of Oz,Peter Rabbit,The Secret Garden,Peter Pan
1845,"The movie The Lost Boys won only two awards. It won the Saturn Award for Best Horror Film and Corey Feldman won Best Young Actor in a Horror Motion Picture.
",False,True,,,False
1846,"His wife was Ruby Dee and together they build a career in movie and television and were both very active in the Civil Rights movement. He starred as the operator of the baitshop in Grumpy Old Men.
",Ozzie Davis,Ossie Davis,Sammy Davis,Sid Davis,Ossie Davis
1847,"William Conrad played Nero Wolfe and Frank Cannon - two detectives of unique proportions.
",False,True,,,True
1848,"He was the voice of Dr. Adams on the radio version of Gunsmoke and most notably he played the role of Floyd the Barber on The Andy Griffith Show.
",Frank Goshin,Howard McNear,Milburn Stone,Zebulah Geer,Howard McNear
1849,"He played Doc Gaylen Adam on the television program Gunsmoke.
",Ken Curtis,Will Geer,Dennis Weaver,Milburn Stone,Milburn Stone
1850,"Where is Sector 7 according to the movie Transformers?
",In the Hoover Dam,Under the Empire State Building,In Mount Rushmore,Under the White House,In the Hoover Dam
1851,"In the 2007 movie Transformers, Bumblebee is an autobot, disguised as what kind of car?
",An 18 wheeler,A Volkswagen Beetle,A Corvette,A Camaro,A Camaro
1852,"What happened to the Allspark after the movie Transformers came out?
",It was kept for sequels.,It was lost.,It was sold on eBay.,It was given to a friend.,It was sold on eBay.
1853,"Who directed the 2007 smash hit Transformers?
",George Lucas,James Cameron,Michael Bay,John Turteltaub,Michael Bay
1854,"Bernie Mac has a clown at his car lot when he sells Bumblebee to Sam Witwicky in the film Transformers.
",False,True,,,True
1855,"Which of the following is not a type of vehicle considered to be in the movie Transformers?
",747,Fighter Jet,Ambulance,Aircraft Carrier,747
1856,"What is the name of Sam Witwickys best friend in the movie Transformers?
",Mike,Mark,Mulder,Myles,Myles
1857,"How do the Transformers from the self-titled movie learn English?
",The World Wide Web,The Dont Tell Us,They Already New It,A Human Taught Them,The World Wide Web
1858,"What is the name of the sequel to 2007s Transformers?
",Transformers 2 Revenge of the Decepticons,Transformers 2 Return of the Autobots,Transformers 2 Return of the Transformers,Transformers 2 Revenge of the Fallen,Transformers 2 Revenge of the Fallen
1859,"Quentin Tarantino has called this actress his muse. He cast her as Mia in his classic movie 
",Una Thurman,Julie Dreyfus,Una Thurman,Daryl Hannah,"lp Fiction. When he wrote the part of The Bride in Kill Bill Volume I and Kill Bill Volume II he had one, and only one, actress in mind. What actress is Tarantinos muse?"
1860,"I would do anything Tim Burton wanted me to. You know, have sex with an aardvark. Johnny Depp and Tim Burton have a mutual admiration society. In which of the following movies has Tim Burton NOT directed Johnny Depp?
",Sleepy Hollow,Edward Scissorhands,Ed Wood,Finding Neverland,Finding Neverland
1861,"Alfred Hitchcock was known as the master of suspense and for his use of cool elegant blonds actresses. One blonde actress he hired after spotting her on a commercial for Sega diet drink. Although he made her the star of his movies The Birds and Marnie he became very controlling. What actress bought back her contract rather than star in any other Hitchcock films?
",Grace Kelly,Tippi Hedren,Kim Novak,Janet Leigh,Tippi Hedren
1862,"Which of the following Leonardo DiCaprio movies did Martin Scorsese NOT direct?
",The Aviator,Catch Me If You Can,The Departed,Gangs of New York,Catch Me If You Can
1863,"Josef von Sternberg made this lady a star when he cast her as Lola-Lola in The Blue Angel.
",Marlene Dietrich,Marlene Dietrich,Theda Bara,Clara Bow,"o sang Men cluster to me like moths to a flame. And if they get burned, I know Im not to blame?"
1864,"The Coen brothers, Joel and Ethan, have produced, written and directed such films as O Brother, Where Art Thou and Millers Crossing.  Joel Coen is most often credited as director. Who is the actress that has starred in, among others, in Blood Simple and The Man Who Wasnt There? Does she have an inside track with Joel Coen? You betcha!
",Jennifer Jason Leigh,Holly Hunter,Ally Sheely,Frances McDormand,Frances McDormand
1865,"Nicole Kidman starred as Satine in this directors production of Moulin Rouge. Yet it was in this directors film for Chanel # 5 that Nicole Kidman became the highest paid per minute actress in the world.  What director filmed the 3-minute Chanel # 5 spot with Nicole Kidman?
",Steven Shainberg,Lars Von Trier,Anthony Minghella,Baz Luhrmann,Baz Luhrmann
1866,"Wes Anderson has many actors that appear quite often in his films. Can you name the college friend of Wes Andersons that appeared in The Darjeeling Limited and co-wrote Rushmore with Anderson?
",Owen Wilson,Ben Stiller,Bill Murray,Luke Wilson,Owen Wilson
1867,"When did the The Longest Day war drama come out?
",1959,1962,1963,1964,1962
1868,"Which one of these was not among the directors of The Longest Day?
",Ken  Annakin,James Jones,Bernhard  Wicki,Andrew  Marton,James Jones
1869,"Who wrote the book on which the war film The Longest Day is based?
",Cornelius Ryan,Jack Seddon,Roamin Gary,James Jones,Cornelius Ryan
1870,"Who wrote the screenplay of The Longest Day?
",Jack Seddon,David  Purcell,Cornelius Ryan,Romain Gary,Cornelius Ryan
1871,"Who is the author of the musical theme of the movie?
",Phillip Glass,Paul Anka,Maurice Jarre,John Williams,Paul Anka
1872,"In The Longest Day, Private Steele becomes deaf because his parachute is caught on a church steeple and is very close to the bells. Who portrayed this parachutist?
",Eddie Albert,Red Buttons,Mel Ferrer,Richard Beymer,Red Buttons
1873,"Sean Connery and two 007 enemies participated in The Longest Day.
",False,True,,,True
1874,"Which American Rock and Roller played a US Ranger in The Longest Day?
",Bobby Rydell,Fabian Forte,Frankie Valli,James Darren,Fabian Forte
1875,"Richard Todd played British Major John Howard in the war drama The Longest Day. Which statement about him is true?
",Todds twin brother was also in the movie.,Todd was married to Elizabeth Taylor at the time.,"Seventeen years after he hit the beaches on D-Day, Todd portrayed an attacking British soldier.",Todds father and uncle had participated in the D-Day attack.,"Seventeen years after he hit the beaches on D-Day, Todd portrayed an attacking British soldier."
1876,"Who portrayed Brig. Gen. Theodore Roosevelt, Jr. in The Longest Day?
",Henry Fonda,John Wayne,Mel Ferrer,Ray Danton,Henry Fonda
1877,"Henry Grace played General Eisenhower in The Longest Day. Which statement about him is untrue?
",Grace had portrayed Eisenhower in two other war movies before 1964.,Grace was never an actor until this movie.,Zanuch considered using Eisenhower to play himself.,The Germans never figured that Eisenhower would be in charge of the attack.,Grace had portrayed Eisenhower in two other war movies before 1964.
1878,"Much of The Longest Day was filmed in Corsica in Mediterranean Sea. There was a nudist colony just 2 miles from the beach where the movie was filmed.
",False,True,,,True
1879,"From what 1999 movie is the quote I see dead people?
",Armageddon,The Silence of the Lambs,Psycho,The Sixth Sense,The Sixth Sense
1880,"What actor uttered the phrase Carpe diem. Seize the day, boys. Make your lives extraordinary in the 1989 movie Dead Poets Society?
",Tom Hanks,Tim Robbins,Ethan Hawke,Robin Williams,Robin Williams
1881,"Which of these quotes is from the 1995 movie Apollo 13?
","Houston, we have a problem.",All of these,"Damn, do you copy me at all?",I have a bad feeling about all this.,"Houston, we have a problem."
1882,"From what 1942 movie is the line Louis, I think this is the beginning of a beautiful friendship?
",Citizen Kane,Casablanca,Sunset Boulevard,On the Waterfront,Casablanca
1883,"Which character from the 1939 movie Gone with the Wind utters the phrase As God is my witness, Ill never be hungry again?
",Rhett Butler,Scarlett OHara,Ashley Wilkes,Melanie Hamilton,Scarlett OHara
1884,"Which of these quotes is from the 1968 science fiction movie Planet of the Apes?
","Take your stinking paws off me, you damned dirty ape!","Dont look at me like that, with those horrible black eyes, like dolls eyes!",I believe something smells here... I think thats you.,All of these,"Take your stinking paws off me, you damned dirty ape!"
1885,"What actor uttered the popular phrase Keep your friends close, but your enemies closer in the 1974 movie The Godfather Part II?
",Al Pacino,Robert Duvall,Robert De Niro,Marlon Brando,Al Pacino
1886,"Youre gonna need a bigger boat is a quote from this 1975 movie.
",Free Willy,Moby Dick,Titanic,Jaws,Jaws
1887,"The famous line Ill be back, or a variation of it, was used in which Terminator movie?
",All of these,Terminator Salvation,Terminator 2: Judgment Day,The Terminator,All of these
1888,"From what 1931 horror movie is the popular line Its alive! Its alive!?
",Childs Play,Frankenstein,Dracula,The Thing,Frankenstein
1889,"What is the first name of Dan Akroyds character in the 1988 movie The Great Outdoors?
",Gene,Roger,Roman,Richard,Roman
1890,"In the 1994 comedy Dumb and Dumber, how many times do Lloyd and Harry say yeah while singing to Mental in the car?
",8,0,5,1,5
1891,"Who plays the role of Rainbow Randolph in the movie Death to Smoochy?
",Danny DeVito,Edward Norton,Robin Williams,Jon Stewart,Robin Williams
1892,"In the movie Kingpin Bill Murrays character, Ernie McCracken, has a clear bowling ball with a skull in the middle of it.
",False,True,,,False
1893,"In Theres Something About Mary what actor plays the character who turns out to be Woogie?
",Matt Dillon,Chris Elliott,Keith David,Harland Williams,Chris Elliott
1894,"In the movie Dont Be a Menace to South Central While Drinking Your Juice in the Hood, what does Loc Dog have sticking out of his top braid?
",a bag,pen,a pacifier,an antenna,an antenna
1895,"What actor plays Craigs dad in the 1995 movie Friday?
",Jim Brown,Bernie Mac,Laurence Fishburne,John Witherspoon,John Witherspoon
1896,"Who directed and starred in the comedy movie The Ladies Man?
",Jerry Lewis,Ben Stiller,John Witherspoon,Rob Schneider,Jerry Lewis
1897,"What hip hop duo was featured in the 1990 comedy movie House Party?
",Kid n Play,OutKast,Mobb Deep,Das EFX,Kid n Play
1898,"Who is the villains gigantic steel-toothed henchman in the movie The Spy Who Loved Me?
",Crushclaw,Sabretooth,Jaws,Bigfoot,Jaws
1899,"Who is the villains evil henchwoman in The Spy Who Loved Me, who chases James Bond in a helicopter?
",Gayle,Euridice,Naomi,Zelda,Naomi
1900,"Who performs Nobody Does It Better, the theme song of the movie The Spy Who Loved Me?
",Maxine Nightingale,Karen Young,Amanda Lear,Carly Simon,Carly Simon
1901,"What is the flag on James Bond鈥檚 parachute in the skiing scene in the movie The Spy Who Loved Me?
",The US Flag,The Skull And Bones Pirate Flag,The Union Jack,The United Nations Flag,The Union Jack
1902,"In the movie Major League the Cleveland Indians are controlled by the former-showgirl widow of the recently deceased owner. Who was the owner that passed away on their honeymoon?
",Lou Phelps,Donald Phelps,Charlie Phelps,Roger Phelps,Donald Phelps
1903,"In the film Major League, while trying to recruit players to come to spring training, General Manager Charlie Donovan calls Jake Taylor (played by Tom Berenger). Taylor thought it was a joke being played on him by a fellow player. What players last name did he use in the phone conversation?
",Torrance,Tolleson,Tolbert,Tomlin,Tolbert
1904,"Which of the following did veteran pitcher Eddie Harris NOT use as a foreign substance to doctor the baseball in the movie Major League?
",Vagisil,Crisco,Bardol,K-Y jelly,K-Y jelly
1905,"When Ricky Wild Thing Vaughn, played by Charlie Sheen in Major League, tries out for the team he is clocked using a radar gun. How hard was he throwing when manager Lou Brown turned and asked the scout?
",96 mph,100 mph,98 mph,94 mph,96 mph
1906,"Catcher Jake Taylor, played by Tom Berenger in Major League, was a former All Star for what Major League team according to team management?
",Chicago White Sox,New York Yankees,Cleveland Indians,Boston Red Sox,Boston Red Sox
1907,"In the movie Major League, Jakes girlfriend Lynn, played by Rene Russo, is a former Olympic swimmer. What Olympics did she qualify for?
",1984 in Los Angeles,1976 in Montreal,1988 in Seoul,1980 in Moscow,1980 in Moscow
1908,"Before he was offered the Indians managerial job in the film major League, Lou was a former manager for what minor league team?
",Columbus Clippers,Peoria Chiefs,Lansing Lugnuts,Toledo Mud Hens,Toledo Mud Hens
1909,"In Major League, in the tiebreaker game for the playoffs against the NY Yankees, the Indians are down 2-0 before Cerrano hits a two-run homer to tie. In what inning did Cerrano hit his homer?
",7th,8th,6th,9th,7th
1910,"While playing the Oakland As, Major League character Taylor trash talks with one of the players to distract him into making the final out, making reference to seeing his wife out dancing the night before. What is the Oakland players last name?
",Feinman,Goldman,Whitman,Rexman,Rexman
1911,"In Major League Harry Doyle is play-by-play man for the Indians. What is his sidekicks first name?
",Murray,Matty,Mikey,Monty,Monty
1912,"Which of these great movies was not directed by Frederico Fellini?
",Farinelli,8 and 1/2,La Dolce Vita,La Strada,Farinelli
1913,"Vietnamese-born French film director, Anh Hung Tran, directed this great movie in 1993.
",The Scent of Green Papaya,Freedom of the Forest,The Day of Wild Orchids,The Day of Ho Chi Minh,The Scent of Green Papaya
1914,"Which of these movies was not directed by Woody Allens favorite director, Ingmar Bergman?
",The Virgin Spring,Cries and Whispers,Wild Strawberries,A Good Marriage,A Good Marriage
1915,"In 1931, Fritz Lang directed this great movie about the lower level criminals of Germany and their world.
",Z,Breathless,Underground,M,M
1916,"Which great film director began his career as an underwater camera operator for Jacques-Yves Cousteau?
",Francois Truffaut,Louis Malle,Jean-Luc Godard,Jean Charles Tacchella,Louis Malle
1917,"Who directed The Battleship Potemkin, one of the first great political movies?
",Andrej Munk,Sergei Eisenstein,Andrei Tarkovsky,Stefano Murkovsky,Sergei Eisenstein
1918,"Which of these movies was not directed by Francois Truffaut?
",The Last Metro,Day for Night,Jules and Jim,Close Encounters of the Third Kind,Close Encounters of the Third Kind
1919,"In 1977, this beautiful French movie directed by Mosh茅 Mizrahi won an Oscar.
",King of Hearts,The Bicycle Thief,Madame Rosa,All About My Mother,Madame Rosa
1920,"Which of these movies did not involve Roberto Benigni?
",Johnny Stecchino,Playtime,The Monster,"Life is Beautiful (Vita 猫 bella, La)",Playtime
1921,"This sci-fi movie was directed by James Cameron and filmed at a decommissioned power plant in England.
",Aliens,Dawn of the Dead,The Terminator,The Witches of Eastwick,Aliens
1922,"This war film won several Academy Awards and was written and directed by Oliver Stone.
",Full Metal Jacket,Born on the Fourth of July,"Good Morning, Vietnam",Platoon,Platoon
1923,"In the 1994 film Sleep With Me, Quentin Tarantino has a cameo in which he points out the homoerotic subtext of this 1986 action movie directed by Tony Scott.
",Cobra,Beverly Hills Cop,Lethal Weapon,Top Gun,Top Gun
1924,"This black comedy was loosely based on the O. Henry short story The Ransom of Red Chief.
",The Witches of Eastwick,Moonstruck,The Secret of My Success,Ruthless People,Ruthless People
1925,"This comedy, based on the life experiences of Rodney Ansell, won an Academy Award and three Golden Globes and spawned two sequels.
",The Secret of My Success,Beverly Hills Cop,Crocodile Dundee,48 Hours,Crocodile Dundee
1926,"This comedy, written and directed by John Hughes, starred an actor who was nominated for a Golden Globe.
",Ferris Buellers Day Off,Home Alone,3 Men and a Baby,National Lampoons Vacation,Ferris Buellers Day Off
1927,"This sequel earned more at the box office than the original film. Its song Glory of Love was a #1 hit in the US and was nominated for an Oscar.
",Eye of the Tiger,Beverly Hills Cop II,Star Trek IV: The Voyage Home,Karate Kid II,Karate Kid II
1928,"This comedy, directed by John Landis, contains the line I know each one of you, like I know my own smell!
",隆Three Amigos!,Little Shop of Horrors,The Money Pit,Ferries Buellers Day Off,隆Three Amigos!
1929,"This cult film was written and directed by David Lynch and had a budget of $6 million.
",Blue Velvet,Henry: Portrait of a Serial Killer,Under The Cherry Moon,Children of a Lesser God,Blue Velvet
1930,"Several scenes were cut from this drama directed by Adrian Lyne because the studio deemed them psychologically damaging.
",9陆 Weeks,Blue Velvet,Platoon,Sid and Nancy,9陆 Weeks
1931,"When was the movie Sleepless in Seattle released?
",1993,2004,1972,1985,1993
1932,"Who directed the movie Sleepless in Seattle?
",Rob Reiner,Nora Ephron,Penny Marshall,Gary Marshall,Nora Ephron
1933,"Who played the male lead in the movie Sleepless in Seattle?
",Tom Hanks,Billy Crystal,Hank Azzaria,Jason Schwartzman,Tom Hanks
1934,"Who played  the female lead in Sleepless in Seattle?
",Parker Posey,Rita Wilson,Kim Basinger,Meg Ryan,Meg Ryan
1935,"Who played the female protagonists best friend in Sleepless in Seattle?
",Rita Wilson,Parker Posey,Penny Marshall,Rosie ODonnell,Rosie ODonnell
1936,"What important role in Sleepless in Seattle did Ross Malinger play?
",The male protagonists boss,The male protagonists son,The female protagonists son,The female protagonists employee,The male protagonists son
1937,"The movie Sleepless in Seattle runs 105 minutes. For how many minutes are the lead actor and lead  actress in the same scene?
",22,2,44,15,2
1938,"Who sings As Time Goes By, the first song in the Sleepless in Seattle soundtrack?
","Harry Connick, Jr.",Jimmy Durante,Joe Cocker,Frank Sinatra,Jimmy Durante
1939,"Louis Armstrong sings this great, old, romantic song on the Sleepless in Seattle soundtrack.
",Saint Louis Blues,"When Its Sleepy Time, Down South",My Heart Is Yours Forever,A Kiss to Build a Dream On,A Kiss to Build a Dream On
1940,"This song on the Sleepless in Seattle soundtrack is performed by Nat King Cole and contains the following lyrics:
",eals across the meadow  of my heart,gh up in the sky the little stars climb,ways reminding me that were apart.,Stardust,d now the purple  dusk of  twilight time
1941,"Doctor John and Ricki Lee Jones sing this fun love song on the Sleepless in Seattle soundtrack.
",Lets Do It,Makin Whoopee,Cest Si Bon,Havana Hoochee,Makin Whoopee
1942,"A cowboy song, performed by this cowboy/actor/singer/businessman, is heard when the male protagonist of the movie Sleepless in Seattle gets back to dating.
",Gene Autry,Tom Mix,Roy Rogers,John Wayne,Gene Autry
1943,"Although Hillary Clinton implied in CBS 60 minutes that she did not like this song, it was on the soundtrack to Sleepless in Seattle.
",I Go to Pieces,Crazy,Stand By Your Man,The Missouri Waltz,Stand By Your Man
1944,"The male protagonist of Sleepless in Seattle and his friend, Greg, cry when seeing this movie.
",Captains Courageous,The Dirty Dozen,Casablanca,All Quiet on the Western Front,The Dirty Dozen
1945,"Who directed the horror film House of 1000 Corpses?
",Rob Schnider,Rob Reiner,Rob Zombie,Robbie Williams,Rob Zombie
1946,"Which one of the following happened to Tiny, a character from the movie House of 1000 Corpses?
",His dad ran away.,His dad killed him.,His dad beat him.,His dad set the house on fire.,His dad set the house on fire.
1947,"In the movie House of 1000 Corpses George Wydell interrogated Captain Spaulding.
",True,False,,,True
