,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
410,"What is Israels number one agricultural export?
",bananas,flowers,seedless watermelon,oranges,flowers
411,"What term is used to describe a persons return to live in Israel?
",midinayah,aliyah,shiddoch,gaboniah,aliyah
412,"What is the name of the organization that promotes a return to Israel?
",The Gush Etzion,The Vaad Harabbonim,The Karaite,The Jewish Agency,The Jewish Agency
413,"What kind of museum is the Batey Haosef Museum in Tel Aviv?
",jewelry,performance art,modern art,military,military
414,"Which part of Israel is famous fro producing wine?
",The Negev,Lod,Golan Heights,Eilat,Golan Heights
415,"Who is given credit  for reviving the Hebrew language?
",Eliezer Ben Yehuda,Hannah Senesh,Joseph Trumpeldor,David Ben Gurion,Eliezer Ben Yehuda
416,"What poem written by Chaim Nachman Bialik inspired many people to immigrate to Israel?
",The New Colossus,Rabbi BenEzra,Babi Yar,The City of the Killings,The City of the Killings
417,"Arthur Loomis Harmon, who helped design the Empire State Building, designed what building in Jerusalem?
",The King David Hotel,The Kinnesset,The YMCA,The Water Clock Tower Hotel,The YMCA
418,"Hannukah (or Channukah) is the Jewish equivalent of Christmas.
",False,True,,,False
419,"Where in Israel was the Mishna written?
",The Galilee,Qumran,Jerusalem,The Negev,The Galilee
420,"Who wrote Psalm 23?
",Moses,David,Solomon,Ethan,David
421,"How many books is the Book of Psalms divided into?
",Four,Five,Two,Three,Five
422,"What are Psalms 120 to 134 referred to as?
",Psalms of David,Psalms of God,Psalms of Ascent,Hymns,Psalms of Ascent
423,"Who was the earliest author of a psalm?
",David,Moses,Ezra,Asaph,Moses
424,"In Psalm 23, the Lord is referred to as what?
",My Provider,My Shepherd,My God,My Hope,My Shepherd
425,"The following lines are from which psalm? 
","r You formed my inward parts; You wove me in my mothers womb. I will give thanks to You, for I am fearfully and wonderfully made.",Psalm 139,Psalm 23,Psalm 139,
426," You formed my inward parts; You wove me in my mothers womb. I will give thanks to You, for I am fearfully and wonderfully made.
",Psalm 23,Psalm 139,Psalm 150,Psalm 119,Psalm 139
427,"The Book of Psalms is classified as what type of book in the Bible?
",Poetic,Historical,Apocalyptic,Prophetic,Poetic
428,"During her testimony at her trial, Joan of Arc stated she preferred which of the following to the sword?
",Knitting,Praying,Banner,Bible,Banner
429,"Where was Joan of Arc captured by Burgundian forces?
",Reims,Orleans,Compiegne,Paris,Compiegne
430,"What was Joan of Arc accused of at her trial?
",Murder,Perjury,Heresy,High treason,Heresy
431,"To what kind of capital punishment was Joan of Arc condemned?
",Hanging,Drowning,Burning at the stake,Beheading,Burning at the stake
432,"What extremely brave attempt to escape did Joan of Arc make while she was imprisoned in Rouen?
",All of these,She jumped from the tower where she was held prisoner.,She knocked a guard unconscious and tried to put on his armor and escape.,She pretended she was very sick and then tried to run away.,She jumped from the tower where she was held prisoner.
433,"Joan of Arc lived during the first half of what century?
",15th century,11th century,17th century,13th century,15th century
434,"What is the name of the famous sci-fi author that created Scientology?
",Isaac Asimov,L. Ron Hubbard,Robert A. Heinlein,Arthur C. Clarke,L. Ron Hubbard
435,"What is the name of the book, that states points of the scientologic doctrine for the first time?
",The Study of Scientology,The Scientology Bible,Final Blackout,Dianetics: The Modern Science of Mental Health,Dianetics: The Modern Science of Mental Health
436,"What is the name of the evil alien dictator who, according to Scientologists, placed millions of people on earth and killed them, using hydrogen bombs?
",Space Hitler,Domo,Xenu,Terl,Xenu
437,"Which of these celebrities is not a scientologist?
",Jack Nicholson,John Travolta,Juliette Lewis,Tom Cruise,Jack Nicholson
438,"What is the term that scientologists use to describe traumatic recordings that cause mental and psychosomatic physical problems?
",engrams,scientogs,hate particles,dianetics,engrams
439,"What do the eight corners of the Scientology cross symbolize?
",the eight dynamics of life,the eight planets orbiting the Sun,the eight messiahs of Scientology,the arms of the evil intergalactic emperor,the eight dynamics of life
440,"Which of these countries does not recognize Scientology as an official religion?
",Zimbabwe,Tanzania,Germany,Spain,Germany
441,"What is the literal meaning of the word scientology?
",The Study of the Self,The Study of Hubbard,The Study of the Universe,The Study of Knowledge,The Study of Knowledge
442,"In the 1970s, members of The Church of Scientology committed infiltration of United States federal agencies in order to eliminate unfavorable reports on Scientology. What was the code name for the operation?
",Operation Snow White,Operation Massacre,Operation  Scientology,Operation Dumbo Drop,Operation Snow White
443,"What is the term scientologists use to describe an immortal spiritual being?
",a thetan,a hubbard,a cleared one,a ghost,a thetan
444,"What is Rosh Chodesh?
",Celebration of the new month,The first book of the Talmud,A fast day  that occurs a day after Rosh Hashanah,The first book of the Torah,Celebration of the new month
445,"What is Yom Sheni shel Galuyot?
",The extra day of observance of  some holidays in the Diaspora,The special prayer shawl worn by men every day,The last day of Passover,The second Torah read in synagogues on Saturday,The extra day of observance of  some holidays in the Diaspora
446,"What is Yichuss?
",Special honor you get from family members,The special prayer shawl worn by women,A fast day celebrated on the day before Passover,The first book of the Kabbalah,Special honor you get from family members
447,"What does Yom Yerusalyim celebrate?
",The building of the Second Temple in Jerusalem,The peace treaty between Egypt and Israel at Camp David,The building of the First Temple by Solomon,The unification of the City of Jerusalem after the Six Days War,The unification of the City of Jerusalem after the Six Days War
448,"What do we call the  first written book of the Kabbalah?
",Zohar,Beraishees,Devarim,Shimote,Zohar
449,"What are the two major pronunciations of Hebrew?
",Giladi and Sawpharteet,Zechut and Akivat,Germaneet and Yemanee,Ashkenazi and Sephardeet,Ashkenazi and Sephardeet
450,"What are Dam, Tzefardea, Kinim?
",The names of the three major holidays Jews celebrate in September and October,The first three plagues G-D put upon the Egyptians,The three books of the Torah,The national anthem of Israel,The first three plagues G-D put upon the Egyptians
451,"What do we call the language spoken by Jews in Spain and Portugal, which consisted of mainly Spanish and Hebrew  words written in Hebrew letters?
",Yiddish,Esperanto,Ladino,Esperanza,Ladino
452,"The Hebrew term for the Old Testament is Tanach. How many books are in the Tanach?
",26,65,39,24,24
453,"What does Aygel Hah Zahav refer to?
",The Book of Psalms.,Special prayers said at bedtime and and sunrise.,The red heifer,The golden calf built by Aaron.,The golden calf built by Aaron.
454,"Which Hebrew term means genius?
",Chassid,mitganaiyim,Chabad,gaon,gaon
455,"Who is considered the first Chassidic Rabbi?
",the Baal Shem Tov,Rabbi Akiba,Rabbi Hillel,Rabbi Shammai,the Baal Shem Tov
456,"The esoteric tradition known as Tantra originated in Tibet and is unique to Tibetan Buddhism.
",False,True,,,False
457,"Which of the following is not one of the four main forms of Tibetan Buddhism?
",Gelug,Chan,Nying,Sakya,Chan
458,"What is the title of the leader of the Kagyu, one of the four major schools of Tibetan Buddhism?
",Chogyum Trungpa,Karmapa,Pachen Lama,Dalai Lama,Karmapa
459,"What is the name of the Tibetan King who is said to have brought and solidified Buddhism in Tibet?
",Marpa,Songtsen Gampo,Tilopa,Genghis Khan,Songtsen Gampo
460,"Which word refers to a Tibetan Buddhist lama or other religious figure, who has consciously decided to be reborn, in order to continue his/her religious pursuits?
",Terma,Tulku,Lama,Terton,Tulku
461,"Who was the founder of the first Tibetan Buddhist Dharma center in the West?
",Chogyam Trungpa,Dalai Lama,Thich Nhat Hanh,Pema Chodren,Chogyam Trungpa
462,"Who is the second highest lama in the Gelugpa lineage of Tibetan Buddhism?
",Panchen Lama,Khenpo Gangshar Rinpoche,Dalai Lama,Karmapa,Panchen Lama
463,"What year did the XIVth Dalai Lama escape Tibet?
",1989,1959,1960,1949,1959
464,"The Potala is traditionally the summer palace of the Dalai Lama in Tibet.
",True,False,,,False
465,"Padmasambhava, a widely revered Indian Buddhist master who founded the Tantric school of Buddhism in the 8th century, is known by what other name?
",Shakyapa Rinpoche,Lama Zopa Rinpoche,Totally Awesome Indian Dude,Guru Rinpoche,Guru Rinpoche
466,"The Dalai Lama and the Karmapa are believed to be emanations of what deity?
",Palden Lhamo,Tara,Chenrenzig,Dorje Shug-dun,Chenrenzig
467,"The Holy Grail is sometimes associated with which magical object in Celtic mythology?
",The spear of Lug,The boat of Lyr,The cauldron of Bran,The stone of F谩l,The cauldron of Bran
468,"Who wrote Joseph dArimathie, the first literary work to link the Holy Grail with the Last Supper of Jesus and Joseph of Arimathea?
",Geoffrey of Monmouth,Chr茅tien de Troyes,Thomas Malory,Robert de Boron,Robert de Boron
469,"In Arthurian legend Percival first saw the Holy Grail in the castle of the Fisher King, who was badly wounded in this part of the body.
",in the shoulder,in the groin,in the neck,in the arm,in the groin
470,"Percival was the first knight in Arthurian legend to see the Holy Grail in the castle of the Fisher King. He could not heal the King鈥檚 wound, though. Why?
",He did not ask the right question.,He was not well-intentioned.,He was not the chosen one.,He was cursed by The Green Knight.,He did not ask the right question.
471,"Three Knights of the Round Table get to see the Holy Grail. First Percival, then Bors and next who of the following?
",Mordred,Gawain,Lancelot,Galahad,Galahad
472,"The book 鈥楬oly Blood, Holy Grail鈥 by Michael Baigent, Richard Leigh, and Henry Lincoln proposes the hypothesis that Jesus and Mary Magdalene were actually married and upon Jesus鈥 death she fled to France, carrying his child.
",True,False,,,True
473,"In the mystery novel The Da Vinci Code by Dan Brown the secrets of the Holy Grail are kept by this secret society.
",The order of the Phoenix,The priory of Sion,The Illuminati,The order of the Dragon,The priory of Sion
474,"In the 1991 movie The Fisher King, Robin Williams鈥 character is obsessed with the legend of the Fisher King and tries to get the Holy Grail. He believes that this object is actually the Grail.
",邪 silver cauldron,邪 crystal champagne glass,邪 sport trophy,邪 crystal plate,邪 sport trophy
475,"The Holy Grail was a popular theme in many literary works from the 19th century such as the Arthurian cycle The Idylls of the King. Who was its author?
",Dante Gabriel Rossetti,Jane Austin,Walter Scott,"Alfred, Lord Tennyson","Alfred, Lord Tennyson"
476,"The Holy Grail is usually presented as a large beautiful cup or dish. But medieval author Wolfram von Eschenbach claimed in his poem Perzival that the Grail was actually a crown given by God.
",True,False,,,False
477,"The search for The Holy Grail is one of the central themes in the opera Persifal by this German composer.
",Richard Wagner,Karl Maria von Webber,Robert Schumann,Franz Fischer,Richard Wagner
478,"At Christmas, Christians celebrates the Nativity or birth of Jesus Christ in which city?
",None of these,Bethlehem,Nazareth,Jerusalem,Bethlehem
479,"Which Christian saint, regarded as the first martyr of Christianity, is commemorated on December 27 or 26?
",Saint Matthew,Saint Andrew,Saint Paul,Saint Stephen,Saint Stephen
480,"On September 8 or September 21, Eastern Orthodox Christians celebrate the birth of this important biblical figure to parents Joachim and Anna.
",King Solomon,John the Baptist,Virgin Mary,King David,Virgin Mary
481,"Which event is regarded as the greatest feast in the Christian calendar?
",Resurrection of Jesus,Ascension of Christ,Epiphany,Nativity of Christ,Resurrection of Jesus
482,"He is considered to be the first Jew  to set foot on land that would become part of the USA.
",Asser Lev,Joachim Gaunse,Luis de Torres,Solomon Franco,Joachim Gaunse
483,"In 1649 he was warned out of trying to settle in Boston.
",Joachim Gaunse,Solomon Franco,Asser Lev,Luis de Torres,Solomon Franco
484,"In 1656 the first Jewish cemetery in the USA was founded in this city.
","Philadelphia, PA","Newport , RI","New  York City, NY","Charleston, SC","New  York City, NY"
485,"He is considered the first Jew on American land to get the right  to serve in a militia.
",Asser Lev,Solomon Franco,Myer Myers,Asser Levy,Asser Levy
486,"In 1665, Abraham de Lucena was arrested and fined for selling goods at retail prices.
",False,True,,,True
487,"The funds to build the first Lutheran church were advanced by a Jew.
",True,False,,,True
488,"The British Plantation Act gave Jews the right to become naturalized citizens with rights to trade within the colonies. In what year was it enacted?
",1740,1763,1699,1749,1740
489,"This was the first colony to give Jews full political rights.
",Pennsylvania,Rhode Island,New York,South Carolina,New York
490,"This offered Jews full equality in all future US territories and states.
",The Northwest Territory Act,The Future Farm and Territory Act,The Stamp Act,The Homestead Act,The Northwest Territory Act
491,"He was the first Jew to serve in a state legislature.
",Jonas Phillips,Dr. Levi Myers,Myer Myers,Asser Levy,Dr. Levi Myers
492,"This famous pirate, who was a marrano, played a significant role in American history.
",Jean Lafitte,Alexander Hamilton,Lafayette,John Jay,Jean Lafitte
493,"He was the first Jewish Commodore in the US Navy. He ended the practice of flogging which used to be an accepted form of punishment in the US Navy.
",Uriah Phillip Levy,Abraham Moise Silver,Myer Myers,Asser Lev,Uriah Phillip Levy
494,"The Bnai Brit , a well known social welfare organization, was formed to help people who suffered in this American tragedy.
",The sinking of the Chalmers,The Civil War,The San Francisco earthquake,The great Chicago fire.,The great Chicago fire.
495,"Morris Raphall, a Rabbi from New York City, was the first to open a session of Congress with a prayer. In what year did he do this?
",1843,1819,1860,1825,1860
496,"The  first Yiddish play was produced in New York in this year.
",1902,1894,1882,1897,1882
497,"He was the first American-born Rabbi to lead a Chassidic group.
",Rabbi Abba Hillel Silver,Rabbi Chaim Nathan Silver,Rabbi Jacob ben Yakov Halevy,Rabbi Levi Yitzach Halevi Horowitz,Rabbi Levi Yitzach Halevi Horowitz
498,"Which of the following may save sinners according to the King James version of the Bible?
",membership in a certain religion,personal relationship with God through His Son Jesus Christ,good works like almsgiving and fasting,baptism,personal relationship with God through His Son Jesus Christ
499,"What is the punishment for human sins as it is written according to the Bible?
",excommunication from the religion,longer life,physical death,second or spiritual death,second or spiritual death
500,"According to the Bible, is there anything that humans can do to be saved from Hell, the bottomless pit where worms dieth not?
",Yes,No,,,Yes
501,"At Nazareth, this Biblical figure grew and waxed in spirit. His name means the anointed one.
",Isaac,Jesus Christ,Paul,Moses,Jesus Christ
502,"According to the Bible, people are reconciled with God because of His Sons death at the cross in Mount Golgotha.
",False,True,,,True
503,"According to the Bible, Jesus turned water to wine in this wedding feast that He had attended in Cana. Which of His miracles was this?
",last miracle,second miracle,least miracle,first miracle,first miracle
504,"According to the Bible, who should believers use as mediator between them and God when they pray?
",Mary,Joseph,Jesus Christ,"John, the Baptist",Jesus Christ
505,"Which epistle states that there is one mediator between God and men?
",Ephesians,Philemon,Romans,Timothy,Timothy
506,"According to the King James Version of the Bible, what did God command people to do always, day and night?
",rejoicing,drinking wine,sinning,praying,praying
507,"In the Bible, are there any verses that strictly mention 鈥渢rinity鈥 as a term?
",Yes,No,,,No
508,"What three things does the religious concept of the Trimurti represent?
","Father, Grandfather, and Son","Heaven, Earth and Hell","Father, Mother, and Child","Creator, Protector, and Destructor","Creator, Protector, and Destructor"
509,"Biology divides cellular life forms into three basic life domains. What are they?
","Endoderm, Mesoderm, and Exoterm","Archaea, Glycosis, and Endoderm","Archaea, Bacteria, and Eucaryota","Archaea, Mesoder, and Exoterm","Archaea, Bacteria, and Eucaryota"
510,"Is Nona the goddess of death in the Roman myth of the triple spinning fate goddesses?
",Yes,No,,,No
511,"In biology, is the Great Apes family a species trinity comprising of chimpanzees, gorillas, and orangutans?
",Yes,No,,,No
512,"Which one of these three basic chemical compounds can turn the blue litmus into red?
",Salt,Base,None of them,Acid,Acid
513,"St. Nicholas the Wonderworker is the patron saint of which of the following?
",Merchants,All of these,Archers,Sailors,All of these
514,"St. Nicholas is revered by both Orthodox and Catholic Christians.
",True,False,,,True
515,"Saint Nicholas is one of the sources of the holiday figure of Santa Claus.
",True,False,,,True
516,"Where was the historical Saint Nicholas born?
",Asia Minor,Cartagena,His birthplace is unknown.,Rome,Asia Minor
517,"St. Nicholas is believed to have made a pilgrimage to the Holy Land.
",False,True,,,True
518,"Saint Nicholas was released from prison in 313, after this emperor issued the Edict of Milan, extending official tolerance to Christianity.
",Octavian,Marcus Aurelius,Constantine the Great,Diocletian,Constantine the Great
519,"Saint Nicholas died on 6 December.
",False,True,,,True
520,"The splendid Basilica di San Nicola (Basilica of Saint Nicholas) is in Rome.
",True,False,,,False
521,"The historical Saint Nocholas was a Greek Bishop of what ancient town?
",Myra,Beit Jala,Patara,Paternopoli,Myra
522,"According to legend Saint Nicholas provided dowries to three young women who could not afford to marry.
",True,False,,,True
523,"Saint Brigitta was a Swedish nun and founder of the Bridgettine Order.
",False,True,,,True
524,"Nicknamed Black Angel, he was a prominent commander in the Chechen separatist movement against Russia.
",Magomed Khanbiyev,Ruslan Gelayev,Mukhtar Suleimanov,Abdulkhalik Kurbanov,Ruslan Gelayev
525,"His name means King of Kings and he ruled the Malian Empire for over twenty years.
",Mansa Musa,Mustapha Kartali,Malcolm X,Margery Kempe,Mansa Musa
526,"What statement is true about Saint Godric of Finchale?
",He was never formally canonized.,He was an English hermit.,None of these,Both of these,Both of these
527,"He was an African-American Muslim minister and an advocate for the rights of African Americans.
",Lamen Kebe,Malcolm X,Sali-Bul Ali,Abdul Rahman Ibrahim Sori,Malcolm X
528,"James, one of the Twelve Apostles of Jesus, was known by which of these names?
",All of these,"James, son of Alphaeus",James the Greater,James the Less,All of these
529,"Junichiro Koizumi is a politician who served as Prime Minister of Japan.
",False,True,,,True
530,"He was a Supreme Pontiff of the Roman Catholic Church and Sovereign of Vatican City from 1978 until his death in 2005.
",John Paul I,Pope John Paul II,Benedict XVI,Paul VI,Pope John Paul II
531,"Margery Kempe was an English religious mystic whose autobiography is one of the earliest in English literature.
",True,False,,,True
532,"This Spanish knight founded the Society of Jesus in 1534.
",Martin Luther,Ignatius of Loyola,Pope Paul V,John Calvin,Ignatius of Loyola
533,"He wrote the third Gospel and the Acts of the Apostles.
",Luke the Evangelist,John the Evangelist,Matthew the Evangelist,Mark the Evangelist,Luke the Evangelist
534,"He was a Christian saint from Egypt and a prominent leader among the Desert Fathers.
",Saint Menas,Anthony the Great,Saint Varus,Saint Rais,Anthony the Great
535,"What statement is true about Ignatius Loyola, a Spanish knight from a Basque noble family?
",He was the founder of the Jesuit Order.,He was canonized by Pope Gregory Ksaverity.,He was a religious leader during the Counter-Reformation.,All of these,All of these
536,"St Anicetus was the first Roman Bishop to forbid Montanism.
",False,True,,,True
537,"Leo IX launched a dispute regarding celibacy of the clergy.
",False,True,,,True
538,"Mary Faustina Kowalska was a Russian nun and mystic, venerated by the Roman Catholic Church as a saint.
",True,False,,,False
539,"According to Christian tradition, this saint attached a silver hand to the icon of Theotokos, which has since then been known as Three-handed?
",Ignatius of Antioch,Cosmas of Maiuma,John of Damascus,Abraham the Writer,John of Damascus
540,"Vladimir the Great converted to Christianity and baptised all of Kievan Rus.
",False,True,,,True
541,"Saint Stephen is often depicted with a crown for martyrdom.
",True,False,,,True
542,"Saint Helena was Roman empress and the mother of Emperor Constantine the Great.
",False,True,,,True
543,"What is the earliest identified Christian house church?
",Dura-Europos church,Monastery of Saint Anthony,Megiddo church,Saint-Pierre-aux-Nonnains basilica,Dura-Europos church
544,"Megiddo church, one of the oldest church buildings discovered by archaeologists, is located in Israel.
",True,False,,,True
545,"This Coptic Orthodox monastery is located in an oasis in the Eastern Desert of Egypt.
",St. George Monastery,St. Anthony Monastery,St. Bishoy Monastery,St. Mina Monastery,St. Anthony Monastery
546,"Which statement is true about Saint-Pierre-aux-Nonnains basilica in Metz, France?
",It was built in 380 AD.,It was originally built to be part of a Roman spa complex.,It is one of the oldest churches in Europe.,All of these,All of these
547,"The Church of Our Lady Mary of Zion is an Ethiopian Orthodox Church.
",False,True,,,True
548,"What is the oldest cathedral in Germany?
",Hildesheim Cathedral,Cathedral of Trier,Regensburg Cathedral,Aachen Cathedral,Cathedral of Trier
549,"The Church of Saint Simeon Stylites is located in Syria.
",True,False,,,True
550,"Which of these churches was designed by Isidore of Miletus and Anthemius of Tralles, who were professors of geometry at the University of Constantinople?
",Saint Catherine鈥檚 Monastery,None of these,The Church of Our Lady Mary of Zion,Hagia Sophia,Hagia Sophia
551,"Which monastery lies at the foot of Mount Sinai, where, according to the Hebrew Bible, Moses received the Ten Commandments from God?
",St. Anthony Monastery,St. Simeon Monastery,St. Paul Monastery,Saint Catherine鈥檚 Monastery,Saint Catherine鈥檚 Monastery
552,"What church was built over the cave that tradition marks as the birthplace of Jesus of Nazareth?
","Church of the Nativity, Raleigh",All of these,"Church of the Nativity, Bethlehem","Church of the Nativity, Arbanassi","Church of the Nativity, Bethlehem"
553,"Emanuel Swedenborg is a Dutch scientist, philosopher, mystic and theologian.
",True,False,,,False
554,"What did Emanuel Swedenborg claim?
",all of these,that the presence of the spiritual sense makes the Word Divine,that the Second Coming of Jesus Christ had occurred,that the Last Judgement had already occurred,all of these
555,"Emanuel Swedenborg claimed that he could talk with angels, demons and other spirits.
",False,True,,,True
556,"What prominent Swedish author called Emanuel Swedenborg nothing but a fool?
",Carl Jung,August Strindberg,Honor茅 de Balzac,Johan Henrik Kellgren,Johan Henrik Kellgren
557,"In 1710, Emanuel Swedenborg made a grand tour through the Netherlands, France, and Germany.
",True,False,,,True
558,"Emanuel Swedenborg lived in the 19th century.
",False,True,,,False
559,"Emanuel Swedenborg supported the Christian doctrine of the Trinity.
",False,True,,,False
560,"Which of these is a work by Emanuel Swedenborg?
",Heaven and Hell,All of these,The Last Judgment,Arcana Coelestia,All of these
561,"What happened in April 1745, when Emanuel Swedenborg was having dinner in a private room at a London tavern.
",Darkness fell upon his eyes.,He hurried home.,All of these,"He saw a man sitting in the corner, who told him: Do not eat too much!",All of these
562,"How many saints are recognized in Judaism ?
",613,3,4,0,0
563,"The first five books of the Old Testament are referred to as what?
",The Torah,The Sacred Writings of Abraham,The Code,The Bible,The Torah
564,"In Judaism, who is considered to be the first Jew ?
",Abraham,Moses,Noah,Adam,Abraham
565,"Why is the city of Hebron so important to Judaism ?
",It is where the first Capital of Israel stood,"It is believed that Abraham, Sarah, Issac, Rebekkah, Leah and Jacob are buried there",It was a stop on the way out of Egypt,It is where Jeremiah was born,"It is believed that Abraham, Sarah, Issac, Rebekkah, Leah and Jacob are buried there"
566,"In the context of Judaism, who was Abrahams wife ?
",Leah,Rachel,Sarah,Rebekkah,Sarah
567,"How many laws are in the first five books of the Old Testament?
",2150,1000,613,100,613
568,"Why will Jews not eat pork?
",Pigs are symbols of evil,Pigs cause disease if not properly cooked,Pigs do not chew their cud and they do not have cloven hoofs,Pigs are dirty,Pigs do not chew their cud and they do not have cloven hoofs
569,"In Judaism, what do we call food that is permissible to be eaten?
",Parve,Kosher,Fleisch,Gribnitz,Kosher
570,"According to Judaism, what work is permissible on Sunday?
",Only transportation to synagogue,Charity,None,Any work,Any work
571,"What does the word Rabbi mean?
",My overseer,MY priest,My leader,My teacher,My teacher
572,"The witch hunts started as a result of the superstitions of some Catholic Monks. This Dominican monk is considered to be the initiator of the witch hunts as he prepared a detailed manual of deviltry for the Church.  It did not take long before women in Southern France were sent to the stake, condemned for cohabitation with the devil.
",Thomas Aquinas,John XXII,Gregory,Hugo de Boniols,Thomas Aquinas
573,"The first woman accused of witchcraft was burned around 1275. This was the reason for her condemnation.
",Bringing misfortune,Participating in witch ring-dance rituals,Healing a child with magical water,Having intercourse with the devil,Having intercourse with the devil
574,"Many of witchcraft confessions were extorted by means of torture, called ordeal. This method of torture was not used during the process of the ordeal.
",The Iron Maiden,The Thumbscrew,The sound of trickling water,Hot pincers,The sound of trickling water
575,"Burning women who were supposedly witches was a common practice on the European continent. In England, however, they punished witches in this way.
",Starved them to death,Hanged them,Buried them alive,Stabbed them with a silver lance,Hanged them
576,"Most of the victims of the witch hunts were women. However, there were some men also burned, accused of being witches. This is why.
",They were more intelligent than other people,They collected herbs,They tried to protect women accused of witchcraft,They often went out for a walk during full moon,They tried to protect women accused of witchcraft
577,"As the witch hunts expanded, any woman could be tried as a witch, but in the beginning these were the most common victims of the Holy Inquisition.
",Educated women,Beautiful young girls,"Old, lonely women",Women of middle age who gave birth to twins,"Old, lonely women"
578,"It was a common conception that the number of people involved in the witchcraft activities could be boundless. For example, in 1609 the witch hunting French official Pierre de Lancre stated that all 30,000 dwellers of the French region Labourd were witches, including  these people.
",Physicians,Young girls,Priests,Teachers,Priests
579,"The famous Salem Witch trial started with an incident in January, 1692. A Caribbean-born slave was accused of initiating the witch phenomenon. Twenty more people were killed as no one of them confessed to being a witch. What was the reason that triggered the Salem witch craze?
",Several babies in the town were born dead,There were innumerable storms over the town destroyed the crops,A severe drought made the local river dry up,"Eight little girls from the town got ill with strange symptoms such as convulsions, incomprehensible speech, and trance-like states","Eight little girls from the town got ill with strange symptoms such as convulsions, incomprehensible speech, and trance-like states"
580,"This was a common torture method used in Scotland, which made the accused witch confess her deeds. The method caused hallucinations and made it easy for the inquisitors to extort confessions to flying, turning into animals, meeting the devil and taking part in witches鈥 Sabbaths.
",Whipping,The Iron Maiden,Sleep deprivation,Overheating,Sleep deprivation
581,"Witch hunts still exist today. In 1981 a woman was killed by the mob, throwing stones at her as they believed she was a witch. This was the reason for stoning her to death.
",Her sorcery incited the attack upon Pope John Paul II,Her spells were the reason for the ozone hole,Her magic killed the child of a neighbour,Her sorcery caused a tsunami in Mexico,Her sorcery incited the attack upon Pope John Paul II
582,"According to the Old Testament, the prophet Hosea was instructed by God to marry a prostitute.
",False,True,,,True
583,"Psalm 119 is the longest psalm in the Bible. How many verses does it contain?
",176,150,200,138,176
584,"According to the Old Testament, Moses was 105 years old when he died.
",True,False,,,False
585,"It is stated in the Old Testament that Jeremiah, Hosea, Jonah, and Job were prophets.
",False,True,,,False
586,"According to The Old Testament, the prophet Jonah was sent to which city to warn its inhabitants of the coming judgment on them?
",Ninevah,Joppa,Ai,Tarshish,Ninevah
587,"The prophet Haggai is mentioned in the book of Ezra.
",True,False,,,True
588,"According to the Book of Genesis, what did G-D  create last, on the sixth day, as almost an afterthought?
",Eve,Adam,The fishes of the waters,The birds of prey,Adam
589,"What was the name of Abrahams first wife?
",Sarah,Haggar,Haggai,Ruth,Sarah
590,"Who was Issacs wife according to Genesis?
",Leah,Rebecca,Rachel,Ruth,Rebecca
591,"Judaism has three  Patriarchs -Abraham, Issac, and Jacob. Who are the four Matriarchs?
","Sarah, Rebecca, Ruth, Naomi","Sarah , Rebecca , Rachel, Ruth","Sarah, Rebecca, Leah, Rachel","Sarah , Rebecca , Leah, Ruth","Sarah, Rebecca, Leah, Rachel"
592,"Which of these is not one of Jacobs twelve sons?
",Naphtali,Gad,Ephraim,Zebulon,Ephraim
593,"What is the name of Jacobs only daughter according to Genesis?
",Dina,Leah,Laban,Mileah,Dina
594,"The  Book of Genesis contains the first Biblical reference to someone being put into prison. Who was  put into prison?
",Cain,Potiphar,Judah,Joseph,Joseph
595,"Who was the third son of Adam and Eve, sometimes described as the quiet one?
",Seth,Eli,Abel,Nahor,Seth
596,"The Hebrew people lived in the first ghetto when they were in Egypt. Where was this place?
",Cannan,Barnes-Kaddesh,Nubia,Goshen,Goshen
597,"According to the genealogy of Jesus, who was the father of Jesse?
",David,Obed,Boaz,Samson,Obed
598,"In which of the following lands did Job live when he was first mentioned in the book of Job?
",Judea,Uz,Galilee,Nazareth,Uz
599,"Who was king of Judaea during the birth of Jesus?
",King David,King Solomon,King Herod,King Darius,King Herod
600,"According to the Bible, how old was Joseph when he was put in charge of the whole land of Egypt, as Pharaoh had ordered.
",40 years old,30 years old,22 years old,35 years old,30 years old
601,"According to the Bible after Sarahs death, Abraham married another woman. What was her name?
",Keturah,Jessica,Naomi,Sheba,Keturah
602,"From what tribe of Israel was Samson according to the Bible?
",Benjamin,Gad,Dan,Levi,Dan
603,"This Biblical character is Jacobs father-in-law as well as father of Rachel and Leah.
",Laban,Terah,Noah,Aram-balam,Laban
604,"Which is the sixth book of the New Testament?
",Mark,Romans,Galatians,Luke,Romans
605,"According to the Bible, when Naomi told her two daughters-in-law to leave her and go to their homes, which daughter-in-law decided to stay?
",Rebbecca,Judy,Beth,Ruth,Ruth
606,"Which of the following did Jesus call first to be his disciple?
",Philip,James,Simon,Judas,Simon
607,"What kind of person may you call Judas?
",Someone who follows you,A thief,A friend who betrayed you,A person who committed suicide,A friend who betrayed you
608,"Which of the following events can be referred to as an Armageddon?
",A battle between former allies,A death of a charismatic leader,The last gathering of a group of friends,The last and completely destructive battle,The last and completely destructive battle
