,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
1828,"Who played Bob in the 1991 film What About Bob?, starring Richard Dreyfuss?
",Nick Nolte,Joe Piscopo,Charlie Korsmo,Bill Murray,Bill Murray
1829,"In 1995 Richard Dreyfuss starred in Mr. Hollands Opus. In this movie what was true about Mr. Hollands son?
",He was wheelchair-bound.,He was addicted to pain killers.,He was blind.,He was deaf.,He was deaf.
1830,"Which statement regarding Richard Dreyfuss is false?
",Moon Over Parador starring Dreyfuss was not set in Mexico.,Dreyfuss was a conscientious objector during the Vietnam War.,Dreyfuss never appeared in a movie set in Canada.,Dreyfuss was only 30 when he first won the Oscar for Best Actor.,Dreyfuss never appeared in a movie set in Canada.
1831,"Which statement about Richard Dreyfuss is false?
",Dreyfus quit movies in 2004.,Dreyfus is a Civil War enactor.,Richard Dreyfuss says the line This is no boating accident.,Dreyfus is the only major actor to appear in films by both Spielberg and George Lucas.,Dreyfus is the only major actor to appear in films by both Spielberg and George Lucas.
1832,"This Dirty Dancing star died in September of 2009.
",David Carradine,Patrick Swayze,Jerry Orbach,Jennifer Grey,Patrick Swayze
1833,"This actor who died in 2009, used to be the co-star on the 70s television show The Streets of San Francisco.
",Tommy Whitmore,Karl Malden,David Carradine,Ed McMahon,Karl Malden
1834,"This actor who died in 2009 is best known for co-starring in Burt Reynolds movies in the 70s and 80s.
",Jerry Reed,Marvin Kaplan,Dom DeLuise,Henry Gibson,Dom DeLuise
1835,"This actress who passed away in 2009, starred on the hit television show Maude.
",Rue McClanahan,Adrienne Barbeau,Bea Arthur,Betty White,Bea Arthur
1836,"This famous news reporter died at the age of 92 in July of 2009.
",Chuck Scarborough,Roger Grimsby,Walter Cronkite,Bill Beautel,Walter Cronkite
1837,"Ed McMahon, who was the sidekick for Johnny Carson for 30 years, died in 2009.
",True,False,,,True
1838,"This former famous wrestling manager died in 2009.
",Capt. Lou Albano,The Grand Wizard,Sir Oliver Humperdinck,Classie Fred Blassie,Capt. Lou Albano
1839,"This famous boxer died in July of 2009.
",Randall Tex Cobb,Arturo Gatti,Scott LeDoux,Marvin Hagler,Arturo Gatti
1840,"This former pornographic actress died in April of 2009.
",Seka,Sharon Mitchell,Nina Hartley,Marilyn Chambers,Marilyn Chambers
1841,"This folk singing legend, who was a member of the group Peter, Paul and Mary, died in September of 2009.
",Mary Travers,Peter Lemongello,Paul Stookey,Peter Yarrow,Mary Travers
1842,"He was born March 24th, 1930.
",Steve McQueen,Clint Eastwood,Paul Newman,Robert Redford,Steve McQueen
1843,"He was born August 18th, 1936 and is the youngest of these four actors.
",Paul Newman,Robert Redford,Steve McQueen,Clint Eastwood,Robert Redford
1844,"He was born January 26, 1925 and is the oldest of these four actors.
",Robert Redford,Steve McQueen,Clint Eastwood,Paul Newman,Paul Newman
1845,"He was born May 31st 1930 and is actually a Jr. (Junior).
",Robert Redford,Paul Newman,Clint Eastwood,Steve McQueen,Clint Eastwood
1846,"He is open about his membership in the Libertarian party and has said that he has a lot in common with Michael Moore. Both want to be given the opportunity to live in America free, but he says if Michael shows up on his doorstep with a camera, he will kill him.
",Robert Redford,Steve McQueen,Clint Eastwood,Paul Newman,Clint Eastwood
1847,"He turned down the role of Dirty Harry, that was later given to one of the other actors on the list below.
",Steve McQueen,Paul Newman,Robert Redford,Clint Eastwood,Steve McQueen
1848,"It was reported that he was 510 tall in all his bios, however it has been revealed that he wore lifts and was actually 57.
",Paul Newman,Robert Redford,Clint Eastwood,Steve McQueen,Steve McQueen
1849,"One of these actors died of cancer caused by exposure to asbestos. He may have been exposed to asbestos during his auto racing career.
",Steve McQueen,Robert Redford,Paul Newman,Clint Eastwood,Steve McQueen
1850,"This actor was married to Barb, Ali and Neile.
",Robert Redford,Steve McQueen,Paul Newman,Clint Eastwood,Steve McQueen
1851,"He was married to Jackie, but then married Joanne. He was awarded the Academys life time achievement award in 1985.
",Clint Eastwood,Robert Redford,Paul Newman,Steve McQueen,Paul Newman
1852,"He admits to being a liberal (like another one of these actors) and is proud of his political stance. 60+% of his federal political contributions have been to the Democratic party. He has also supported environmentalism and Native American rights.
",Steve McQueen,Paul Newman,Robert Redford,Clint Eastwood,Robert Redford
1853,"Which actor starred in the 1968 movie Bullitt?
",Clint Eastwood,Robert Redford,Paul Newman,Steve McQueen,Steve McQueen
1854,"This actor has two daughters named Amy and Shauna.
",Robert Redford,Steve McQueen,Paul Newman,Clint Eastwood,Robert Redford
1855,"This actor was 19th on Richard Nixons enemy list and regards this as one of his highest achievements.
",Paul Newman,Robert Redford,Clint Eastwood,Steve McQueen,Paul Newman
1856,"This actor played a brawler accompanied by an orangutan named Clyde.
",Robert Redford,Paul Newman,Steve McQueen,Clint Eastwood,Clint Eastwood
1857,"Where was Jennifer Love Hewitt born?
","Harker Heights, Texas","Waco, Texas","Los Angeles, California","New York City, New York","Waco, Texas"
1858,"Jennifer Love Hewitt played in this 1984 Disney series.
",Saved by the Bell,Kids Incorporated,As a Cartoon,Micky Mouse Club,Kids Incorporated
1859,"Jennifer Hewitt appeared in an episode of  Boy Meets World.
",False,True,,,True
1860,"The first name of Jennifer Love Hewitt was actually given by her older brother Todd, who picked it after this person.
","Jennifer Blake, because he loved her romantic novels",A blond girl he then had a crush on,"Jennifer Warnes, who he was a great fan of",His music teacher,A blond girl he then had a crush on
1861,"Jennifer Hewitt played Enrique Iglesias girlfriend in the video for this song.
",Be With You,Rhythm Divine,Hero,Escape,Hero
1862,"Jennifer Love Hewitt appeared in all, but one of these movies. Can you spot the odd one?
",Sister Act 2 (1993),Romeo And Juliet (1996),I Still Know What You Did Last Summer (1998),Cant Hardly Wait (1998),Romeo And Juliet (1996)
1863,"When Jennifer Love Hewitt was 4, she disappeared in a restaurant-dance hall and was found singing this song on the stage.
",Help Me Make It Through The Night,For The Good Times,A Moment Of Forever,Broken Freedom Song,Help Me Make It Through The Night
1864,"Jennifer Love Hewitt dated actor Wilmer Valderrama in 1999.
",True,False,,,True
1865,"Which one of these songs is not included in Jennifer Love Hewitts album Lets Go Bang (1995)?
",Cant Stand in the Way of Love,Everywhere I Go,Kiss Away from Heaven,Rock the Roll,Rock the Roll
1866,"Some of the characters this actor has played are Kalidor, Jack Slater and Howard Howie Langston. He also provided the voice of the White Wolf in Dr. Dolittle 2.
",Arnold Schwarzenegger,Bruce Willis,Danny De Vito,Sylvester Stallone,Arnold Schwarzenegger
1867,"Which one of these characters has not been played by Meg Ryan? If she has played all of them, which one of them dis she play last?
",Donna Caldwell,Kathleen Kelly,Catherine Boyd,Carly Jones,Carly Jones
1868,"In a movie from 1993, Tom Cruise played a young and very promising lawyer. What was the first name of his character?
",John,Mitch,Charlie,Ray,Mitch
1869,"Which one of these pairs actor- character he has played is wrong?
",Denzel Washington- Coach Herman Boone,Julia Roberts- Maggie Carpenter,Bruce Willis- David Dunn,Samuel Jackson- Xander Cage,Samuel Jackson- Xander Cage
1870,"In this movie David Duchovny played Dr. Ira Kane, Julianne Moore played  Dr. Allison Reed and Orlando Jones, appeared as Prof. Harry Phineas Block.
",The Crazy Professor,Zoolander,Doctor Dolittle,Evolution,Evolution
1871,"Leonardo DiCaprios character in the movie Titanic was named Cal Hockley.
",True,False,,,False
1872,"Which one of these characters has been played by Robert De Niro?  If he has played more than one of the characters, which one did Robert play first?
",Detective Skinner,Jeff Talley,Russ Richards,Detective Eddie Flemming,Detective Eddie Flemming
1873,"Adam Sanlder was Robert Boucher Jr. in this movie. His character suddenly discovers his talent- tackling people much bigger than him.
",Billy Madison,Mixed Nuts,The Waterboy,Mr. Deeds,The Waterboy
1874,"Which one of these pairs character- movie is wrong?
",Sergeant Martin Riggs- Lethal Weapon,Willy Wonka- Charlie and the Chocolate Factory,Malcolm Crowe- Signs,Marty Martini Blank- Mean Creek,Malcolm Crowe- Signs
1875,"In a movie from 1992, Keanu Reeves played Jonathan Harker- a young lawyer who is assigned to a gloomy village in eastern Europe. What was the title of the movie?
",The Devils Advocate,Dracula,Speed,The Firm,Dracula
1876,"To many people he epitomized the 1950s rebel. He appeared in only eight movies but he was a true  star. Who was this actor who starred in Giant, Rebel Without a Cause and East of Eden?
",James Dean,Joseph Cotten,Sal Mineo,Richard Farnsworth,James Dean
1877,"He had a great voice. He was born in Wales and spoke the  Welsh language. He was terrific in the film  version of  1984. He was nominated for six Oscars but  won none. Who was this man who was twice married to a very famous actress?
",Peter OToole,Richard Burton,Robert Shaw,Peter Sellers,Richard Burton
1878,"Some of the movies this actor starred in were Bullitt, The Magnificent Seven, Papillon, and The Great Escape. He was nominated for an Oscar for his part in The Sand Pebbles.
",Charles Bronson,Steve McQueen,Martin Landau,Yul Brynner,Steve McQueen
1879,"This great actor was a close friend of Marilyn Monroe and Liz Taylor. He appeared in From Here to Eternity, Freud, The Misfits and Red River. Who was this Omaha-born actor who was nominated for  four Oscars but never won one?
",Malcolm Little,Montgomery Clift,Marlon Brando,Henry Fonda,Montgomery Clift
1880,"This actor was born in Limerick, Ireland. He appeared in A Man Called Horse, Camelot, The Field, and This Sporting Life. He was nominated for an Oscar for each of the last two movies on the list.
",Richard Burton,Peter OToole,Richard Harris,Telly OShea,Richard Harris
1881,"He was born in Lancashire, England. His best known movies include: A Man for All Seasons, The Sting, The Deep,The Lavender Hill Mob, From Russia with Love, and Black Sunday. He starred on several TV series including The Buccaneers and William Tell. Who was this wonderful actor who left us in 1978?
",Peter OToole,Robert Shaw,Albert Finney,Richard Harris,Robert Shaw
1882,"This American-born actor can been seen in Citizen Kane, The Magnificent Ambersons, The Third Man, Petula, and Tora, Tora, Tora.
",James Mason,Joseph Cotten,Orson Welles,Robert Shaw,Joseph Cotten
1883,"He was best known for his role on TVs Shogun but he also starred in Rashomon, The Seven Samurai and Throne of Blood.
",Clyde Kurasawa,Toshiro Mifune,James Ito,Akira Kurasawa,Toshiro Mifune
1884,"Which one of these actors plays Detective Grissom on the original hit series, C.S.I.?
",John Pankow,William Peterson,John Turturro,Willem Dafoe,William Peterson
1885,"Willem Dafoe has carved a niche for himself in independent films by starring in such films as Barton Fink.
",False,True,,,False
1886,"Which of these actors played a strong supporting role in Oliver Stones 1986 film, Platoon?
",John Turturro,William Peterson,Willem DaFoe,John Goodman,Willem DaFoe
1887,"Which of these great talents is also a trained Shakespearean Actor?
",John Turturro,William Peterson,Willem Dafoe,William Friedkin,William Peterson
1888,"Which of these talented actors hails from the city of Chicago?
",William Peterson,Barton Fink,Willem Dafoe,John Turturro,William Peterson
1889,"John Turturro, William Peterson and Willem Dafoe played opposite each other in a 1985 movie which, while critically acclaimed, did poorly at the box office. Name the movie.
",8 Million ways to Die,To Live and Die in LA,Goonies,Manhunter,To Live and Die in LA
1890,"This actor starred in a 1996 comedy, where he plays a character named Al Fountain, a man coming to terms with a mid-life crisis. Give the actor and the film.
",Moon Over Parador - William Peterson,Moon over Miami - Willem Dafoe,Blue Moon - Bruce Willis,Box of Moonlight - John Turturro,Box of Moonlight - John Turturro
1891,"William Peterson portrayed Sgt. Elias Grodin in Oliver Stones 1986 film Platoon.
",False,True,,,False
1892,"What is John Lennons date of birth?
",December 8th 1940,September 8th 1940,October 9th 1940,November 9th 1940,October 9th 1940
1893,"What is the name of the aunt with whom Lennon lived as a youth?
",Julia,Ada,Mimi,Minnie,Mimi
1894,"What is the name of the famous building in New York in which John Lennon lived until his death?
",Dakota Building,Nebraska Building,Wyoming Building,Nevada Building,Dakota Building
1895,"In which city did John Lennon and Yoko Onos first bed-in for peace take place?
",New York,Berlin,Paris,Amsterdam,Amsterdam
1896,"Which song are the following lyrics taken from: Everybodys talking about ministers, sinister, banisters and canisters?
",Give Peace a Chance,Instant Karma,Imagine,Cold Turkey,Give Peace a Chance
1897,"Lennons handwritten lyrics for which Beatles song sold for 拢600,000 at an auction in London in 2005?
",Come Together,All You Need is Love,I Want to Hold Your Hand,Strawberry Fields,All You Need is Love
1898,"What is the name of the album released by John Lennon and Yoko Ono just weeks before Lennons murder?
",Double Fantasy,Some Time in New York City,Rock n Roll,Mind Games,Double Fantasy
1899,"What is the name of John Lennons first wife?
",Cilla,Celia,Cynthia,Carolyn,Cynthia
1900,"Elizabeth Montgomery made her acting debut in the ABC sitcom Bewitched.
",False,True,,,False
1901,"In 1956, Elizabeth Montgomery married which actor?
",Frankie Avalon,Troy Donahue,Rock Hudson,Gig Young,Gig Young
1902,"The TV series Bewitched, starring Elizabeth Montgomery, debuted on ABC in what year?
",1964,1962,1960,1966,1964
1903,"Elizabeth Montgomery, the star of Bewitched, was married in real life to which person involved with the show?
",The Network Executive in charge of the show,The Creator of the show,The Director/Producer of the show,The Male Star of the show,The Director/Producer of the show
1904,"The leading role in the show Bewitched was specially written for Elizabeth Montgomery.
",False,True,,,False
1905,"Elizabeth Montgomery won four Emmy Awards for her portrayal of Samantha Stephens on Bewitched.
",False,True,,,False
1906,"The show Bewitched, starring Elizabeth Montgomery, ran for how many seasons?
",9,8,7,10,8
1907,"What was the first TV movie in which Elizabeth Mongomery starred, after the end of the TV show Bewitched?
",The Legend of Lizzie Borden,The Victim,A Case Of Rape,The Rules Of Marriage,The Victim
1908,"In the mini-series The Awakening Land Elizabeth Montgomery co-starred with which of these actors?
","Jane Seymour (Doctor Quinn, Medicine Woman)",All of these,William H. Macy (ER),Hal Holbrook (Designing Women),All of these
1909,"In the movie Sins of the Mother, Elizabeth Montgomery played the mother of a sick, sadistic, criminal man. On what book was this movie based?
",Son. A Psychopath And His Victims,Protected By Family,The Ted Bundy Story,A Man And His Victims,Son. A Psychopath And His Victims
1910,"Brad Pitt started an affair with Angelina Jolie during the filming of what movie?
",Alexander,Mr.  Mrs. Smith,Shark Tale,Lara Croft: Tomb Raider,Mr.  Mrs. Smith
1911,"What is the color of Brad Pitts eyes?
",brown,green,blue,hazel,blue
1912,"Actor Brad Pitt has had his ears pierced.
",False,True,,,True
1913,"Brad Pitt voiced one of the characters in the computer-animated film Shark Tale.
",No,Yes,,,No
1914,"What was the first movie in which Brad Pitt appeared?
",Alexander,Fight Club,Troy,No Mans Land,No Mans Land
1915,"What actress co-stars with Brad Pitt in the romantic comedy The Mexican?
",Jennifer Aniston,Jennifer Garner,Angelina Jolie,Julia Roberts,Julia Roberts
1916,"Did Brad Pitt  marry Angelina Jolie in 2005?
",Yes,No,,,No
1917,"Did Brad Pitt star in the movie Lara Croft: Tomb Raider?
",No,Yes,,,No
1918,"Angelina Jolie and Brad Pitts adopted child, Zahara Marley Jolie-Pitt is from what country?
",Ethiopia,Zambia,Indonesia,Cambodia,Ethiopia
1919,"Is it true that the names of Mr. and Mrs. Smith from the self-titled movie were John and Jane?
",Yes,No,,,Yes
1920,"What actress would answer when one dialed BUtterfield 8 in a movie with a tagline Most desirable woman in town and the easiest to find.?
",Lana Turner,Tuesday Weld,Elizabeth Taylor,Kim Novak,Elizabeth Taylor
1921,"In this movie Joe Buck bragged, Well, sir, I aint a freal cowboy. But Im one helluva a stud.
",Midnight Cowboy,My Heroes Have Always Been Cowboys,Coming Home,Midnight Cowboy,at is the only X-rated movie to win an Oscar for Best Picture?
1922,"A working girl needs her beauty sleep. According to the title of this 1960 Greek film starring Melina Mercouri, one could kiss her any day of the week EXCEPT on her day of rest. What day of the week was Mercouris day of rest?
",Friday,Monday,Saturday,Sunday,Sunday
1923,"What actress won the 2003 Oscar for her portrayal of Aileen Wuornos, a former prostitute and serial killer?
",Hallie Berry,Christina Ricci,Charlize Theron,Kate Blanchett,Charlize Theron
1924,"Britney Spears first husband, to whom she was married for a short time, had the same name as one of the actors on Seinfeld.
",True,False,,,True
1925,"Which one of these couples did not marry in Las Vegas?
",Axl Rose and Erin Everly,Kelly Ripa and Mark Consuelos,Britney Spears and Kevin Federline,Carmen Electra and Dennis Rodman,Britney Spears and Kevin Federline
1926,"Lisa Marie Presley was married for the shortest time to which one of the following?
",Nicolas Cage,Michael Jackson,Danny Keough,"Michael Lockwood,",Nicolas Cage
1927,"What actor was Michelle Phillips married to for 8 days?
",Jon Voight,Dennis Hopper,Christopher Walken,Burt Reynolds,Dennis Hopper
1928,"Is it true that Drew Barrymores first marriage lasted less than 6 months?
",No,Yes,,,Yes
1929,"This actress had an invalid marriage which lasted one day. The marriage was annulled as she hadnt yet divorced hubby #7.
",Mia Farrow,Phyllis Diller,Elizabeth Taylor,Zsa Zsa Gabor,Zsa Zsa Gabor
1930,"The doomed nuptials of Darva Conger and Rick Rockwell took place on what TV show?
",Who Wants to Marry a Multi-millionaire?,Who Wants to Marry a Millionaire?,Who Wants to be a Millionaire?,Who Wants to Get Married?,Who Wants to Marry a Multi-millionaire?
1931,"The middle name of Houston-born actress and singer Hilary Duff is Rose.
",True,False,,,False
1932,"This song was the first single of Hilary Duffs second album, entitled Hilary Duff.
",Our Lips Are Sealed,So Yesterday,Fly,Girl Can Rock,Fly
1933,"Hilary Duff appeared in Hallmark Entertainments western miniseries True Women (1997).
",False,True,,,True
1934,"Does Hilary Duff star in the teen romance film, A Cinderella Story (2004) together with Chad Michael Murray?
",Yes,No,,,Yes
1935,"Hilary Duff, who gained prominence in the television show Lizzie McGuire, was born on what date?
","September 28, 1987","December 14, 1999","September 10, 1978","December 4, 1988","September 28, 1987"
1936,"How old was Hilary Duff when she starred as the young witch, Wendy in the movie Casper Meets Wendy?
",13,14,11,22,11
1937,"What is Vin Diesels real name?
",Vincent Sinclair Diesel,Mark Sinclair Vincent,Mark Diesel,Vincent Mark,Mark Sinclair Vincent
1938,"Which character from the sci fi movie Pitch Black was portrayed by Vin Diesel?
",Greg Owens,Ghost,Agent Johns,Richard B. Riddick,Richard B. Riddick
1939,"Vin Diesel has a twin brother named Paul.
",True,False,,,True
1940,"Vin Diesel was born in New York on July 18, 1968.
",True,False,,,False
1941,"What was special about the town of Columbia, MD where actor Edward Norton Jr. grew up?
",It banned cable television.,"It was created by his maternal grandfather, urban planner James Rouse.","It was created by Edmund Bacon, the father of his friend Kevin Bacon.",It was famous for its nude theater company.,"It was created by his maternal grandfather, urban planner James Rouse."
1942,"Singer Etta James is not a billiards player, but she is very aware of the exploits of legendary pool shark Minnesota Fats. Why?
",None of these,Her father lost the family home in a gambling debt to Minnesota Fats.,"As a child, she appeared as an extra in the pool movie The Hustler.",She believes that Fats was her father.,She believes that Fats was her father.
1943,"What do the sons of Henry Kissinger, Gabriel Garcia Marquez and former New York Times executive editor Max Frankel have in common?
","They attended the same prep school in the suburbs of Washington, DC.",Their nicknames are all Stinky.,They were fraternity brothers in college.,Each of them works as a TV/film director or producer.,Each of them works as a TV/film director or producer.
1944,"Why does U.S. Congressman Rahm Emanuel (D-Illinois) have a keen interest in one major character on the HBO series Entourage?
",He worked his way through law school as a parking valet  for Hollywood celebs.,"His brother, Hollywood agent Ariel Emanuel, is the model for the agent character  Arie.",His mother runs the shows craft services table.,His actress daughter plays character Vinnie Chases press agent.,"His brother, Hollywood agent Ariel Emanuel, is the model for the agent character  Arie."
1945,"What does President George W. Bush have in common with the 16th-century religious dissenter Anne Marbury Hutchinson?
",None of these,Both are distant relatives of the Kennedys,Both are distant relatives of the Nixons.,Both are descended from an Irish warlord named Strongbow.,Both are descended from an Irish warlord named Strongbow.
1946,"How is the movie Casablanca linked to the end of the Curse of the Bambino and the Boston Red Sox World Series victory in 2004?
","Much of  Casablanca was originally shot in Florida, spring home of  the Red Sox.",The brothers who wrote Casablanca are related to the general manager of the Red Sox.,The director of  Casablanca also directed Field of Dreams with Kevin Costner.,"David Papi Ortiz, the Red Sox slugger, who grew up in the Dominican Republic, learned to speak English by watching the movie on tape.",The brothers who wrote Casablanca are related to the general manager of the Red Sox.
1947,"What crossed paths connect Uma Thurman with psychologist Timothy Leary, the notorious Pied Piper of LSD, who died in 1996?
",Timothy Leary was the godfather of Uma Thurman and Winona Ryder.,Leary was once married to Umas mother.,"Leary and Umas father, a Buddhist-scholar, shared the same mantra.",Learys stepson is Ethan Hawke,Leary was once married to Umas mother.
1948,"How are actor William Hurt and Henry Luce, founder of the Time-Life publishing empire, linked?
",They were both once part of the trivia team NYs Strongest.,"Hurts former wife, actress Mary Beth Hurt, is Luces granddaughter.","Hurts mother was married to Luces son, Henry Luce III.",They both dated Marlee Matlin.,"Hurts mother was married to Luces son, Henry Luce III."
1949,"What do The Alamo, The Exorcist, and the classic TV series The Honeymooners have in common?
","Relatives Davy Crockett, William Friedkin and Audrey Meadows","Relatives Jason Patric, Jason Miller, Jackie Gleason",They all include characters named Ed Norton.,"Relatives Billy Bob Thornton, Ellen Burstyn, Art Carney","Relatives Jason Patric, Jason Miller, Jackie Gleason"
1950,"Who or what is the common thread among Bernie Williams, Hank Williams, Jr. and Vanessa L. Williams?
",Only their last names,They all played outfield professional baseball.,Their skill in playing classical Spanish guitar pieces,Theyve all served as judges in the Miss America Pageant.,Only their last names
1951,"This actors birth name was Etienne Pelissier Jacques de Bujac. Can you guess his stage name?
",Tyrone Power,Bruce Cabot,Clark Gable,Ward Bond,Bruce Cabot
1952,"My favorite health club is the International House of Pancakes. Because no matter how much you weigh there will always be someone there who weighs 150 pounds more than you will ever weigh. 
",Lewis Black,Lewis Black,Jim Hannigan,Jeff Foxworthy,"ese words belong to what Jewish-American stand-up comedian, whose autobiography is entitled Nothings Sacred?"
1953,"This comedian and actor, one of the favourite guests of Howard Stern and Conan OBrien, appeared in the movies Robin Hood: Men in Tights, Blue Streak, and Half Baked.
",Craig Charles,Tom Cool,Dave Chappelle,Chris Rock,Dave Chappelle
1954,"This comedian, born  in 1955 in Flint, Michigan, starred in the movies The King of Comedy, Hudson Hawk and The Apocalypse. She is also the author of the book Confessions of a Pretty Lady .
",Roseanne Barr,Ellen Degeneres,Jo Brand,Sandra Bernhard,Sandra Bernhard
1955,"This Cambridge University graduate quit a job with Shell Oil in England to become a stand-up comedian. He was recruited by the Brittish Channel 4, to host the game shows Distraction and Your Face or Mine?
",Jimmy Carr,Craig Charles,Craig Ferguson,Jackie Danielson,Jimmy Carr
1956,"This tall comedian, a regular guest on the show Tough Crowd with Colin Quinn, acted in the 1994 ABC sitcom, All-American Girl. She also won 2 Emmy Awards for writing and producing The Rosie ODonnell Show.
",Elon Gold,Elayne Boosler,David Brenner,Judy Gold,Judy Gold
1957,"This comedian, who starred in Ten Things I Hate About You as Dr. Walter Stratford, made the following observation about the difference between sexes:  You have nooo idea... the difference in sex drive, between a man and woman, is like the difference between shooting a bullet and throwing it!
",Jim Hannigan,Elon Gold,Andy Richter,Larry Miller,Larry Miller
1958,"This comedian, born in Mexico but raised in East L.A., starred in films such as Crocodile Dundee in Los Angeles,  A Cinderella Story and The Worlds Fastest Indian. Many of his comedy specials focus on serious issues of the Latino community.
",Carlos Mencias,Paul Rodriguez,Pablo Hernandez,Paul Provenzano,Paul Rodriguez
1959,"This comedian, author of the humorous book Yeah I Said It, won the 2001 award for Funniest Female Stand-Up Comic. She is known for her blunt observations on current events and on issues such as the difference between the sexes and races.
",Shirley Hemphill,Retta,Jan McInnis,Wanda Sykes,Wanda Sykes
1960,"This Jewish-American comedian, who studied drama at Yale University, became popular in the 1970s, with his extensive routines about the Watergate scandal.
",Robert Klein,Robert Sclimmel,George Carlin,Chris Rock,Robert Klein
1961,"This country was known to the Romans as Bactria and is today an Islamic republic. Its capital is Kabul.
",Afghanistan,Albania,Algeria,Armenia,Afghanistan
1962,"This country, called Illyria by the Romans, is a republic located on the coast of the Adriatic Sea. Its capital is Tirana.
",Afghanistan,Argentina,Algeria,Albania,Albania
1963,"This country was known to the Romans as Numidia. Today it is the second largest country in Africa. Its capital is Algiers.
",Angola,Afghanistan,Algeria,Argentina,Algeria
1964,"This country and its capital have the same name. It is located between Spain and France in the Pyrenees Mountain Range.
",Angola,Andorra,Armenia,Austria,Andorra
1965,"This country, located in Africa along the Atlantic coast, has a capital, named Luanda.
",Angola,Armenia,Antigua and Barbuda,Andorra,Angola
1966,"This country is located in the Caribbean Sea and has a capital named Saint Johns.
",Argentina,Armenia,Antigua and Barbuda,Andorra,Antigua and Barbuda
1967,"This countrys capital is Buenos Aires. It is the second largest country in South America.
",Andorra,Antigua and Barbuda,Austria,Argentina,Argentina
1968,"This country is located in the Caucasus Mountains in Asia and its capital is Yerevan.
",Algeria,Armenia,Afghanistan,Andorra,Armenia
1969,"This country is located down under between the Pacific and Indian Oceans. Its capital is Canberra.
",Argentina,Armenia,Australia,Angola,Australia
1970,"This country is located between the Danube river and the Alps in Europe. Its capital is Vienna.
",Armenia,Andorra,Austria,Australia,Austria
1971,"This country, located in Asia along the western shore of the Caspian Sea, has a capital named Baku.
",Azerbaijan,Armenia,Angola,Andorra,Azerbaijan
1972,"In 1917 Charlie Chaplin became the first male actor to ever earn one million dollars as part of a deal with which company?
",Paramount Pictures,Keystone Film Company,Warner Bros.,First National Exhibitors Circuit,First National Exhibitors Circuit
1973,"Lita Grey, Charlie Chaplins second wife, played the role of a tempting angel in which Chaplins movie?
",Dogs Life,City Lights,The Circus,The Kid,The Kid
1974,"Which song composed by Charlie Chaplin was covered by Nat King Cole?
",Let There Be Love,Paradise,Smile,Poinciana,Smile
1975,"This 1940 movie, nominated for an Academy Award for Best Picture, was the first dialogue film in Charlie Chaplins career.
",Modern Times,The Great Dictator,Limelight,Monsieur Verdoux,The Great Dictator
1976,"This actor, who starred in the first movie version of The Mark of Zorro, co-founded the United Artists Corporation, together with Charlie Chaplin, Mary Pickford and D.W. Griffith.
",Robert McKim,Douglas Fairbanks,"Noah Beery, Sr.",Sidney De Gray,Douglas Fairbanks
1977,"The movie The Circus brought Charlie Chaplin his first honorary Oscar in what year?
",1928,1930,1973,1929,1929
1978,"Limelight, the only movie in which Buster Keaton and Charlie Chaplin appear together, was shot in what year?
",1957,1952,1950,1951,1952
1979,"This 1925 silent film stars Charlie Chaplin as the Little Tramp, who goes to the Klondike in order to find gold.
",A Woman in Paris,The Kid,The Gold Rush,City Lights,The Gold Rush
1980,"This 1931 movie, starring Virginia Cherill as a blind girl, was Chaplins best film according to Woody Allen.
",The Kid,A Woman of Paris,City Lights,The Pilgrim,City Lights
1981,"Charlie Chaplin died on Christmas Day, 1977 in which Swiss city?
",Vevey,Orbe,Morges,Vaud,Vevey
1982,"Which of these statements about Australia is not true?
",Australian law imposes fines on people who do not vote.,They are all true.,Australia has approximately nine sheep for every one person.,Australia is the smallest continent,They are all true.
1983,"The Koala bear is not actually a bear, it just resembles one.
",True,False,,,True
1984,"This is the smallest of all Australian states.
",New South Wales,Tasmania,South Australia,Victoria,Tasmania
1985,"Lake Eyre, the largest lake in Australia is also the lowest point, located at approximately this depth below sea level.
",15 m (50 ft),240 (787 ft),128 (420 ft),71 (233 ft),15 m (50 ft)
1986,"No part of Australia is further than 280 miles (450 kilometres) from the sea.
",False,True,,,False
1987,"The first radio station in Australia was launched in this year.
",1901,1925,1934,1912,1912
1988,"Sydney hosted the Olympic Games in the year 1998.
",True,False,,,False
1989,"Australias national flag is one of only two in the world to feature a seven-pointed star. The other one belongs to this country.
",Jordan,Albania,New Zealand,Cuba,Jordan
1990,"The Fondas are related to which former news anchor?
",Peter Jennings,Tom Brokaw,Walter Cronkite,Dan Rather,Tom Brokaw
1991,"Peter Fondas portrayal in Easy Rider delved in part into his real mothers death. How did she die?
",alcoholism,suicide,heart attack,motorcycle accident,suicide
1992,"This Fonda starred in the movie Wooly Boys.
",Francis,Jane,Henry,Peter,Peter
1993,"Henry and Jane Fonda appeared together in On Golden Pond co-starring with which leading actress?
",Katherine Hepburn,Katherine Ross,Florence Henderson,Shirley McClaine,Katherine Hepburn
1994,"What is Jane Fondas birth name?
",Lady Jayne Seymour Fonda,Cassandra Jane Fonda,Katherine Janet Fonda,Jane Elizabeth Fonda,Lady Jayne Seymour Fonda
